,Estimate,Std. Error,z value,Pr(>|z|)
"(Intercept)",-1.39995127115924,0.110498260620962,-12.6694417024485,8.73337463233673e-37
"AntiSingleton",-0.238060376612987,0.975063582663305,-0.244148567176251,0.807115759226878
"Blob",-6.47380363333599,9.22657012947375,-0.701647908430869,0.482898766474853
"ClassDataShouldBePrivate",0.233198004098996,0.520287550006049,0.44820984875822,0.654001755516573
"ComplexClass",0.887188928159391,0.405288200679008,2.18903221626739,0.0285944985357222
"LazyClass",-35.6437022033243,27397079.0029719,-1.30100373837145e-06,0.999998961949204
"LongParameterList",0.581136332627952,0.565815467143861,1.02707749500279,0.30438397482811
"RefusedParentBequest",0.564795060501793,1.68386826270651,0.33541522992659,0.737311880889655
"SpeculativeGenerality",-35.643698970187,38745320.69541,-9.19948482305622e-07,0.999999265987309
"SwissArmyKnife",566.735852619226,1962669.63331324,0.000288757640613466,0.999769604739942
"RefusedParentBequest_AntiSingleton",-9.31944547251586,52.4076178050292,-0.17782616083003,0.85885950141293
"ComplexClass_Blob",-13.7540541574451,18.7295639519069,-0.734349939633527,0.462735488578332
"LongParameterList_Blob",2.70112440486503,11.1956509396982,0.241265507420138,0.809349342431074
"SwissArmyKnife_Blob",-4699.15660719062,16355580.2773628,-0.000287312130019291,0.99977075809048
"LongParameterList_ClassDataShouldBePrivate",-5.9998013990547,4.59520627722426,-1.30566530359958,0.191666402022189
"LongParameterList_ComplexClass",-0.994779847849624,2.05498147178422,-0.484082149405423,0.628327569221606
"RefusedParentBequest_ComplexClass",-1.76143333152403,10.1731384516856,-0.173145518454256,0.862537046681235
"Blob_LongParameterList",7.80927257566877,13.9572804487793,0.559512478403468,0.57581201745669
"LazyClass_LongParameterList",-0.692795770720926,169133667.946724,-4.09614347711748e-09,0.99999999673175
"Blob_RefusedParentBequest",37.3555702100647,44.542818234636,0.838644066329359,0.401669074636486
"ComplexClass_RefusedParentBequest",7.41993659862561,5.85016138543049,1.26833024078696,0.204680042015796
"LongParameterList_RefusedParentBequest",-8.78637922682395,23.4833222726745,-0.374154011293705,0.70828973681045
"Blob_SwissArmyKnife",-2.98935049085504,22.8989183087613,-0.130545489116457,0.896134866930794
"ComplexClass_SwissArmyKnife",32.1411656862333,42.7888615309746,0.751157299732467,0.452557994777047
"LongParameterList_SwissArmyKnife",-5.04641051706828,16.9316892960719,-0.298045305983675,0.765668584884484
"(Intercept)",-1.43620875250161,0.107787853352565,-13.3244025911147,1.669639405433e-40
"ComplexClass",1.06848397237631,0.316104529015093,3.38016027706231,0.000724435710355979
