Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 org\apache\xerces\msg\ExceptionMessagesLocalizer.java,111,0,0,0,0,0,0
 org\apache\xerces\msg\ImplementationMessages.java,100,0,0,0,0,0,0
 org\apache\xerces\msg\SchemaMessages.java,114,1,0,1,1,3,2
 org\apache\xerces\msg\XMLMessages.java,288,0,0,0,0,0,0
 org\apache\xerces\parsers\DOMParser.java,3067,100,45,70,20,155,42
 org\apache\xerces\parsers\SAXParser.java,1597,1,0,0,2,4,2
 org\apache\xerces\readers\AbstractCharReader.java,1395,1,0,0,1,2,1
 org\apache\xerces\readers\CharReader.java,354,0,0,0,0,0,0
 org\apache\xerces\readers\DefaultEntityHandler.java,1403,0,0,0,0,0,0
 org\apache\xerces\readers\DefaultReaderFactory.java,247,0,0,0,0,0,0
 org\apache\xerces\readers\EBCDICRecognizer.java,125,0,0,0,0,0,0
 org\apache\xerces\readers\MIME2Java.java,665,6,0,2,0,2,2
 org\apache\xerces\readers\StreamingCharReader.java,1386,1,0,0,1,2,1
 org\apache\xerces\readers\StringReader.java,987,0,0,0,0,0,0
 org\apache\xerces\readers\UCSReader.java,1027,1,0,0,1,2,1
 org\apache\xerces\readers\UCSRecognizer.java,114,0,0,0,0,0,0
 org\apache\xerces\readers\UTF8CharReader.java,615,0,0,0,0,0,0
 org\apache\xerces\readers\UTF8Reader.java,2787,1,0,0,1,2,1
 org\apache\xerces\readers\UTF8Recognizer.java,280,0,0,0,0,0,0
 org\apache\xerces\readers\XCatalog.java,643,0,0,0,0,0,0
 org\apache\xerces\readers\XMLCatalogHandler.java,232,0,0,0,0,0,0
 org\apache\xerces\readers\XMLDeclRecognizer.java,191,0,0,0,0,0,0
 org\apache\xerces\readers\XMLEntityHandler.java,674,0,0,0,0,0,0
 org\apache\xerces\readers\XMLEntityReader.java,173,0,0,0,0,0,0
 org\apache\xerces\readers\XMLEntityReaderFactory.java,173,0,0,0,0,0,0
 org\apache\xerces\utils\regex\BMPattern.java,272,0,0,0,0,0,0
 org\apache\xerces\utils\regex\Match.java,223,0,0,0,0,0,0
 org\apache\xerces\utils\regex\Op.java,290,0,0,0,0,0,0
 org\apache\xerces\utils\regex\ParseException.java,89,0,0,0,0,0,0
 org\apache\xerces\utils\regex\ParserForXMLSchema.java,506,0,0,0,0,0,0
 org\apache\xerces\utils\regex\RangeToken.java,652,0,0,0,0,0,0
 org\apache\xerces\utils\regex\RegexParser.java,1271,0,0,0,2,4,2
 org\apache\xerces\utils\regex\RegularExpression.java,3181,0,0,0,0,0,0
 org\apache\xerces\utils\regex\REUtil.java,366,0,0,0,0,0,0
 org\apache\xerces\utils\regex\Token.java,1421,0,0,0,0,0,0
 org\apache\xerces\utils\Base64.java,285,0,0,0,0,0,0
 org\apache\xerces\utils\CharDataChunk.java,451,0,0,0,0,0,0
 org\apache\xerces\utils\ChunkyByteArray.java,250,0,0,0,0,0,0
 org\apache\xerces\utils\ChunkyCharArray.java,175,0,0,0,0,0,0
 org\apache\xerces\utils\Hash2intTable.java,151,0,0,0,0,0,0
 org\apache\xerces\utils\HexBin.java,161,0,0,0,0,0,0
 org\apache\xerces\utils\ImplementationMessages.java,184,0,0,0,0,0,0
 org\apache\xerces\utils\IntStack.java,151,0,0,0,0,0,0
 org\apache\xerces\utils\ISO8601Format.java,341,0,0,0,0,0,0
 org\apache\xerces\utils\NamespacesScope.java,163,0,0,0,1,2,1
 org\apache\xerces\utils\QName.java,172,12,1,38,5,49,8
 org\apache\xerces\utils\StringHasher.java,133,0,0,0,0,0,0
 org\apache\xerces\utils\StringPool.java,717,0,0,0,0,0,0
 org\apache\xerces\utils\SymbolCache.java,255,0,0,0,0,0,0
 org\apache\xerces\utils\URI.java,1395,1,0,1,1,3,1
 org\apache\xerces\utils\UTF8DataChunk.java,608,0,0,0,0,0,0
 org\apache\xerces\utils\XMLCharacterProperties.java,490,12,0,6,12,30,12
 org\apache\xerces\utils\XMLMessageProvider.java,91,0,0,0,0,0,0
 org\apache\xerces\utils\XMLMessages.java,1266,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMAny.java,191,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMBinOp.java,186,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMException.java,97,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMLeaf.java,183,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMNode.java,163,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMStateSet.java,332,0,0,0,0,0,0
 org\apache\xerces\validators\common\CMUniOp.java,138,0,0,0,0,0,0
 org\apache\xerces\validators\common\ContentLeafNameTypeVector.java,105,0,0,0,0,0,0
 org\apache\xerces\validators\common\DFAContentModel.java,1376,6,2,1,8,19,8
 org\apache\xerces\validators\common\Grammar.java,977,3,0,2,2,6,4
 org\apache\xerces\validators\common\GrammarResolver.java,150,0,0,0,0,0,0
 org\apache\xerces\validators\common\GrammarResolverImpl.java,305,0,0,0,0,0,0
 org\apache\xerces\validators\common\InsertableElementsInfo.java,172,0,0,0,0,0,0
 org\apache\xerces\validators\common\MixedContentModel.java,423,1,0,1,4,9,5
 org\apache\xerces\validators\common\SimpleContentModel.java,756,0,0,0,0,0,0
 org\apache\xerces\validators\common\XMLAttributeDecl.java,181,0,0,0,0,0,0
 org\apache\xerces\validators\common\XMLContentModel.java,179,0,0,0,0,0,0
 org\apache\xerces\validators\common\XMLElementDecl.java,162,0,0,0,0,0,0
 org\apache\xerces\validators\common\XMLValidator.java,4341,277,13,373,71,528,136
 org\apache\xerces\validators\datatype\AbstractDatatypeValidator.java,115,29,0,3,3,9,3
 org\apache\xerces\validators\datatype\BinaryDatatypeValidator.java,244,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\BooleanDatatypeValidator.java,207,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\DatatypeMessageProvider.java,191,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\DatatypeValidator.java,129,3,0,4,1,6,3
 org\apache\xerces\validators\datatype\DatatypeValidatorFactory.java,72,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\DatatypeValidatorFactoryImpl.java,461,24,1,28,3,35,10
 org\apache\xerces\validators\datatype\DecimalDatatypeValidator.java,602,18,4,1,7,19,6
 org\apache\xerces\validators\datatype\DoubleDatatypeValidator.java,403,25,2,29,3,37,8
 org\apache\xerces\validators\datatype\ENTITYDatatypeValidator.java,228,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\FloatDatatypeValidator.java,430,15,2,29,3,37,8
 org\apache\xerces\validators\datatype\IDDatatypeValidator.java,195,22,6,40,0,46,8
 org\apache\xerces\validators\datatype\IDREFDatatypeValidator.java,270,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\InvalidDatatypeFacetException.java,98,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\InvalidDatatypeValueException.java,92,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\ListDatatypeValidator.java,387,7,2,20,6,34,5
 org\apache\xerces\validators\datatype\NOTATIONDatatypeValidator.java,132,15,3,37,3,46,8
 org\apache\xerces\validators\datatype\QNameDatatypeValidator.java,323,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\RecurringDurationDatatypeValidator.java,614,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\StateMessageDatatype.java,65,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\StringDatatypeValidator.java,265,33,63,8,16,103,23
 org\apache\xerces\validators\datatype\TimeDurationDatatypeValidator.java,730,0,0,0,0,0,0
 org\apache\xerces\validators\datatype\UnionDatatypeValidator.java,313,4,0,9,5,19,4
 org\apache\xerces\validators\datatype\URIReferenceDatatypeValidator.java,240,1,0,21,2,25,4
 org\apache\xerces\validators\datatype\XMLException.java,80,0,0,0,0,0,0
 org\apache\xerces\validators\dtd\DTDGrammar.java,958,1,0,0,5,10,5
 org\apache\xerces\validators\schema\identity\Field.java,200,1,0,0,1,2,1
 org\apache\xerces\validators\schema\identity\FieldActivator.java,103,0,0,0,0,0,0
 org\apache\xerces\validators\schema\identity\IdentityConstraint.java,169,6,0,6,1,8,3
 org\apache\xerces\validators\schema\identity\Key.java,84,9,5,0,2,9,3
 org\apache\xerces\validators\schema\identity\KeyRef.java,89,5,0,1,6,13,3
 org\apache\xerces\validators\schema\identity\Selector.java,241,2,0,0,1,2,1
 org\apache\xerces\validators\schema\identity\Unique.java,83,2,0,0,2,4,1
 org\apache\xerces\validators\schema\identity\ValueStore.java,96,0,0,0,0,0,0
 org\apache\xerces\validators\schema\identity\XPath.java,3594,4,0,7,9,25,5
 org\apache\xerces\validators\schema\identity\XPathException.java,84,0,0,0,0,0,0
 org\apache\xerces\validators\schema\identity\XPathMatcher.java,557,20,8,3,0,11,7
 org\apache\xerces\validators\schema\SchemaGrammar.java,541,2,0,1,0,1,1
 org\apache\xerces\validators\schema\SchemaMessageProvider.java,221,1,0,2,1,4,3
 org\apache\xerces\validators\schema\SchemaSymbols.java,206,0,0,4,0,4,3
 org\apache\xerces\validators\schema\SubstitutionGroupComparator.java,161,0,0,0,0,0,0
 org\apache\xerces\validators\schema\TraverseSchema.java,4608,557,151,835,194,1374,338
 org\apache\xerces\validators\schema\XUtil.java,465,0,0,0,0,0,0
 org\apache\xml\serialize\BaseMarkupSerializer.java,1441,0,0,0,0,0,0
 org\apache\xml\serialize\DOMSerializer.java,120,0,0,0,0,0,0
 org\apache\xml\serialize\ElementState.java,140,0,0,0,0,0,0
 org\apache\xml\serialize\EncodingInfo.java,122,0,0,0,0,0,0
 org\apache\xml\serialize\Encodings.java,137,0,0,0,0,0,0
 org\apache\xml\serialize\HTMLdtd.java,565,4,0,5,2,9,2
 org\apache\xml\serialize\HTMLSerializer.java,838,0,0,0,0,0,0
 org\apache\xml\serialize\IndentPrinter.java,403,0,0,0,0,0,0
 org\apache\xml\serialize\LineSeparator.java,97,0,0,0,0,0,0
 org\apache\xml\serialize\Method.java,103,0,0,0,0,0,0
 org\apache\xml\serialize\OutputFormat.java,969,0,0,0,0,0,0
 org\apache\xml\serialize\Printer.java,365,4,0,7,0,7,2
 org\apache\xml\serialize\Serializer.java,173,0,0,0,0,0,0
 org\apache\xml\serialize\SerializerFactory.java,188,0,0,0,0,0,0
 org\apache\xml\serialize\SerializerFactoryImpl.java,152,0,0,0,0,0,0
 org\apache\xml\serialize\SieveEncodingInfo.java,162,0,0,0,0,0,0
 org\apache\xml\serialize\TextSerializer.java,399,0,0,0,0,0,0
 org\apache\xml\serialize\XHTMLSerializer.java,140,0,0,0,0,0,0
 org\apache\xml\serialize\XMLSerializer.java,675,1,0,0,1,2,1
 org\w3c\dom\events\DocumentEvent.java,56,0,0,0,0,0,0
 org\w3c\dom\events\Event.java,141,0,0,0,0,0,0
 org\w3c\dom\events\EventException.java,36,0,0,0,0,0,0
 org\w3c\dom\events\EventListener.java,41,0,0,0,0,0,0
 org\w3c\dom\events\EventTarget.java,102,0,0,0,0,0,0
 org\w3c\dom\events\MutationEvent.java,108,0,0,0,0,0,0
 org\w3c\dom\html\HTMLAnchorElement.java,111,0,0,0,0,0,0
 org\w3c\dom\html\HTMLAppletElement.java,102,0,0,0,0,0,0
 org\w3c\dom\html\HTMLAreaElement.java,78,0,0,0,0,0,0
 org\w3c\dom\html\HTMLBaseElement.java,33,0,0,0,0,0,0
 org\w3c\dom\html\HTMLBaseFontElement.java,42,0,0,0,0,0,0
 org\w3c\dom\html\HTMLBodyElement.java,68,0,0,0,0,0,0
 org\w3c\dom\html\HTMLBRElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLButtonElement.java,66,0,0,0,0,0,0
 org\w3c\dom\html\HTMLCollection.java,56,0,0,0,0,0,0
 org\w3c\dom\html\HTMLDirectoryElement.java,28,0,0,0,0,0,0
 org\w3c\dom\html\HTMLDivElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLDListElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLDocument.java,154,0,0,0,0,0,0
 org\w3c\dom\html\HTMLDOMImplementation.java,35,0,0,0,0,0,0
 org\w3c\dom\html\HTMLElement.java,65,0,0,0,0,0,0
 org\w3c\dom\html\HTMLFieldSetElement.java,27,0,0,0,0,0,0
