Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 org\w3c\dom\html\HTMLFontElement.java,42,0,0,0,0,0,0
 org\w3c\dom\html\HTMLFormElement.java,86,0,0,0,0,0,0
 org\w3c\dom\html\HTMLFrameElement.java,76,0,0,0,0,0,0
 org\w3c\dom\html\HTMLFrameSetElement.java,34,0,0,0,0,0,0
 org\w3c\dom\html\HTMLHeadElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLHeadingElement.java,28,0,0,0,0,0,0
 org\w3c\dom\html\HTMLHRElement.java,49,0,0,0,0,0,0
 org\w3c\dom\html\HTMLHtmlElement.java,28,0,0,0,0,0,0
 org\w3c\dom\html\HTMLIFrameElement.java,89,0,0,0,0,0,0
 org\w3c\dom\html\HTMLImageElement.java,109,0,0,0,0,0,0
 org\w3c\dom\html\HTMLInputElement.java,196,0,0,0,0,0,0
 org\w3c\dom\html\HTMLIsIndexElement.java,34,0,0,0,0,0,0
 org\w3c\dom\html\HTMLLabelElement.java,41,0,0,0,0,0,0
 org\w3c\dom\html\HTMLLegendElement.java,42,0,0,0,0,0,0
 org\w3c\dom\html\HTMLLIElement.java,35,0,0,0,0,0,0
 org\w3c\dom\html\HTMLLinkElement.java,83,0,0,0,0,0,0
 org\w3c\dom\html\HTMLMapElement.java,32,0,0,0,0,0,0
 org\w3c\dom\html\HTMLMenuElement.java,28,0,0,0,0,0,0
 org\w3c\dom\html\HTMLMetaElement.java,48,0,0,0,0,0,0
 org\w3c\dom\html\HTMLModElement.java,35,0,0,0,0,0,0
 org\w3c\dom\html\HTMLObjectElement.java,150,0,0,0,0,0,0
 org\w3c\dom\html\HTMLOListElement.java,41,0,0,0,0,0,0
 org\w3c\dom\html\HTMLOptGroupElement.java,35,0,0,0,0,0,0
 org\w3c\dom\html\HTMLOptionElement.java,77,0,0,0,0,0,0
 org\w3c\dom\html\HTMLParagraphElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLParamElement.java,50,0,0,0,0,0,0
 org\w3c\dom\html\HTMLPreElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLQuoteElement.java,28,0,0,0,0,0,0
 org\w3c\dom\html\HTMLScriptElement.java,66,0,0,0,0,0,0
 org\w3c\dom\html\HTMLSelectElement.java,133,0,0,0,0,0,0
 org\w3c\dom\html\HTMLStyleElement.java,41,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableCaptionElement.java,27,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableCellElement.java,125,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableColElement.java,62,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableElement.java,188,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableRowElement.java,101,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTableSectionElement.java,84,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTextAreaElement.java,113,0,0,0,0,0,0
 org\w3c\dom\html\HTMLTitleElement.java,26,0,0,0,0,0,0
 org\w3c\dom\html\HTMLUListElement.java,34,0,0,0,0,0,0
 org\w3c\dom\ranges\DocumentRange.java,33,0,0,0,0,0,0
 org\w3c\dom\ranges\Range.java,399,0,0,0,0,0,0
 org\w3c\dom\ranges\RangeException.java,39,0,0,0,0,0,0
 org\w3c\dom\traversal\DocumentTraversal.java,90,0,0,0,0,0,0
 org\w3c\dom\traversal\NodeFilter.java,142,0,0,0,0,0,0
 org\w3c\dom\traversal\NodeIterator.java,108,0,0,0,0,0,0
 org\w3c\dom\traversal\TreeWalker.java,167,0,0,0,0,0,0
 org\w3c\dom\Attr.java,111,0,0,0,0,0,0
 org\w3c\dom\CDATASection.java,48,0,0,0,0,0,0
 org\w3c\dom\CharacterData.java,144,0,0,0,0,0,0
 org\w3c\dom\Comment.java,24,0,0,0,0,0,0
 org\w3c\dom\Document.java,365,0,0,0,0,0,0
 org\w3c\dom\DocumentFragment.java,52,0,0,0,0,0,0
 org\w3c\dom\DocumentType.java,79,0,0,0,0,0,0
 org\w3c\dom\DOMException.java,116,0,0,0,0,0,0
 org\w3c\dom\DOMImplementation.java,100,0,0,0,0,0,0
 org\w3c\dom\Element.java,302,0,0,0,0,0,0
 org\w3c\dom\Entity.java,68,0,0,0,0,0,0
 org\w3c\dom\EntityReference.java,39,0,0,0,0,0,0
 org\w3c\dom\NamedNodeMap.java,156,0,0,0,0,0,0
 org\w3c\dom\Node.java,390,0,0,0,0,0,0
 org\w3c\dom\NodeList.java,41,0,0,0,0,0,0
 org\w3c\dom\Notation.java,40,0,0,0,0,0,0
 org\w3c\dom\ProcessingInstruction.java,40,0,0,0,0,0,0
 org\w3c\dom\Text.java,56,0,0,0,0,0,0
 org\xml\sax\ext\DeclHandler.java,141,0,0,0,0,0,0
 org\xml\sax\ext\LexicalHandler.java,211,0,0,0,0,0,0
 org\xml\sax\helpers\AttributeListImpl.java,310,0,0,0,0,0,0
 org\xml\sax\helpers\AttributesImpl.java,601,0,0,4,1,6,1
 org\xml\sax\helpers\DefaultHandler.java,447,0,0,0,0,0,0
 org\xml\sax\helpers\LocatorImpl.java,212,0,0,0,0,0,0
 org\xml\sax\helpers\NamespaceSupport.java,689,0,0,0,0,0,0
 org\xml\sax\helpers\ParserAdapter.java,1008,0,0,0,0,0,0
 org\xml\sax\helpers\ParserFactory.java,129,0,0,0,0,0,0
 org\xml\sax\helpers\XMLFilterImpl.java,769,0,0,0,0,0,0
 org\xml\sax\helpers\XMLReaderAdapter.java,526,0,0,0,0,0,0
 org\xml\sax\helpers\XMLReaderFactory.java,136,0,0,0,0,0,0
 org\xml\sax\AttributeList.java,191,0,0,0,0,0,0
 org\xml\sax\Attributes.java,243,0,0,0,0,0,0
 org\xml\sax\ContentHandler.java,374,0,0,0,0,0,0
 org\xml\sax\DocumentHandler.java,230,0,0,0,0,0,0
 org\xml\sax\DTDHandler.java,108,0,0,0,0,0,0
 org\xml\sax\EntityResolver.java,110,0,0,0,0,0,0
 org\xml\sax\ErrorHandler.java,123,0,0,0,0,0,0
 org\xml\sax\HandlerBase.java,368,0,0,0,0,0,0
 org\xml\sax\InputSource.java,321,0,0,0,0,0,0
 org\xml\sax\Locator.java,126,0,0,0,0,0,0
 org\xml\sax\Parser.java,207,0,0,0,0,0,0
 org\xml\sax\SAXException.java,144,0,0,0,0,0,0
 org\xml\sax\SAXNotRecognizedException.java,44,0,0,0,0,0,0
 org\xml\sax\SAXNotSupportedException.java,44,0,0,0,0,0,0
 org\xml\sax\SAXParseException.java,264,0,0,0,0,0,0
 org\xml\sax\XMLFilter.java,65,0,0,0,0,0,0
 org\xml\sax\XMLReader.java,415,0,0,0,0,0,0
