relName,className,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,totalChangedsloc
impl\XMLScanner.java,org.apache.xerces.impl.XMLScanner,815,827,13,1,4,22
impl\XMLVersionDetector.java,org.apache.xerces.impl.XMLVersionDetector,102,104,2,0,47,96
impl\dtd\DTDGrammar.java,org.apache.xerces.impl.dtd.DTDGrammar,1472,1472,0,0,2,4
impl\dtd\DTDGrammarBucket.java,org.apache.xerces.impl.dtd.DTDGrammarBucket,32,32,0,0,0,0
impl\dtd\XML11DTDProcessor.java,org.apache.xerces.impl.dtd.XML11DTDProcessor,23,23,0,0,0,0
impl\dtd\XML11DTDValidator.java,org.apache.xerces.impl.dtd.XML11DTDValidator,30,30,0,0,0,0
impl\dtd\XMLAttributeDecl.java,org.apache.xerces.impl.dtd.XMLAttributeDecl,15,15,0,0,0,0
impl\dtd\XMLContentSpec.java,org.apache.xerces.impl.dtd.XMLContentSpec,71,71,0,0,0,0
impl\dtd\XMLDTDDescription.java,org.apache.xerces.impl.dtd.XMLDTDDescription,86,86,0,0,0,0
impl\dtd\XMLDTDLoader.java,org.apache.xerces.impl.dtd.XMLDTDLoader,167,181,15,1,0,16
impl\dtd\XMLDTDProcessor.java,org.apache.xerces.impl.dtd.XMLDTDProcessor,659,708,60,11,15,101
impl\dtd\XMLDTDValidator.java,org.apache.xerces.impl.dtd.XMLDTDValidator,1002,1055,57,4,12,85
impl\dtd\XMLElementDecl.java,org.apache.xerces.impl.dtd.XMLElementDecl,26,26,0,0,0,0
impl\dtd\XMLEntityDecl.java,org.apache.xerces.impl.dtd.XMLEntityDecl,37,37,0,0,0,0
impl\dtd\XMLNSDTDValidator.java,org.apache.xerces.impl.dtd.XMLNSDTDValidator,121,124,4,1,0,5
impl\dtd\XMLNotationDecl.java,org.apache.xerces.impl.dtd.XMLNotationDecl,18,18,0,0,0,0
impl\dtd\XMLSimpleType.java,org.apache.xerces.impl.dtd.XMLSimpleType,67,67,0,0,0,0
impl\dtd\models\CMAny.java,org.apache.xerces.impl.dtd.models.CMAny,59,59,0,0,0,0
impl\dtd\models\CMBinOp.java,org.apache.xerces.impl.dtd.models.CMBinOp,69,69,0,0,0,0
impl\dtd\models\CMLeaf.java,org.apache.xerces.impl.dtd.models.CMLeaf,60,60,0,0,0,0
impl\dtd\models\CMNode.java,org.apache.xerces.impl.dtd.models.CMNode,45,45,0,0,0,0
impl\dtd\models\CMStateSet.java,org.apache.xerces.impl.dtd.models.CMStateSet,188,188,0,0,0,0
impl\dtd\models\CMUniOp.java,org.apache.xerces.impl.dtd.models.CMUniOp,34,34,0,0,0,0
impl\dtd\models\DFAContentModel.java,org.apache.xerces.impl.dtd.models.DFAContentModel,360,360,0,0,0,0
impl\dtd\models\MixedContentModel.java,org.apache.xerces.impl.dtd.models.MixedContentModel,88,88,0,0,0,0
impl\dtd\models\SimpleContentModel.java,org.apache.xerces.impl.dtd.models.SimpleContentModel,89,89,0,0,0,0
impl\dv\DTDDVFactory.java,org.apache.xerces.impl.dv.DTDDVFactory,17,17,0,0,0,0
impl\dv\DVFactoryException.java,org.apache.xerces.impl.dv.DVFactoryException,8,8,0,0,0,0
impl\dv\DatatypeException.java,org.apache.xerces.impl.dv.DatatypeException,24,35,11,0,19,49
impl\dv\InvalidDatatypeFacetException.java,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,5,5,0,0,0,0
impl\dv\InvalidDatatypeValueException.java,org.apache.xerces.impl.dv.InvalidDatatypeValueException,5,5,0,0,0,0
impl\dv\SchemaDVFactory.java,org.apache.xerces.impl.dv.SchemaDVFactory,26,26,0,0,0,0
impl\dv\ValidatedInfo.java,org.apache.xerces.impl.dv.ValidatedInfo,18,20,2,0,0,2
impl\dv\XSFacets.java,org.apache.xerces.impl.dv.XSFacets,41,41,0,0,0,0
impl\dv\dtd\DTDDVFactoryImpl.java,org.apache.xerces.impl.dv.dtd.DTDDVFactoryImpl,27,27,0,0,0,0
impl\dv\dtd\ENTITYDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator,8,8,0,0,0,0
impl\dv\dtd\IDDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,20,20,0,0,0,0
impl\dv\dtd\IDREFDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator,17,17,0,0,0,0
impl\dv\dtd\ListDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.ListDatatypeValidator,16,16,0,0,1,2
impl\dv\dtd\NMTOKENDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator,9,9,0,0,0,0
impl\dv\dtd\NOTATIONDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator,6,6,0,0,0,0
impl\dv\dtd\StringDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.StringDatatypeValidator,6,6,0,0,0,0
impl\dv\dtd\XML11DTDDVFactoryImpl.java,org.apache.xerces.impl.dv.dtd.XML11DTDDVFactoryImpl,27,27,0,0,0,0
impl\dv\dtd\XML11IDDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.XML11IDDatatypeValidator,21,21,0,0,0,0
impl\dv\dtd\XML11IDREFDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.XML11IDREFDatatypeValidator,18,18,0,0,0,0
impl\dv\dtd\XML11NMTOKENDatatypeValidator.java,org.apache.xerces.impl.dv.dtd.XML11NMTOKENDatatypeValidator,10,10,0,0,0,0
impl\dv\util\Base64.java,org.apache.xerces.impl.dv.util.Base64,226,226,0,0,0,0
impl\dv\util\HexBin.java,org.apache.xerces.impl.dv.util.HexBin,61,61,0,0,0,0
impl\dv\xs\AbstractDateTimeDV.java,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV,439,439,0,0,0,0
impl\dv\xs\AnySimpleDV.java,org.apache.xerces.impl.dv.xs.AnySimpleDV,8,8,0,0,0,0
impl\dv\xs\AnyURIDV.java,org.apache.xerces.impl.dv.xs.AnyURIDV,24,24,0,0,0,0
impl\dv\xs\Base64BinaryDV.java,org.apache.xerces.impl.dv.xs.Base64BinaryDV,43,43,0,0,0,0
impl\dv\xs\BaseDVFactory.java,org.apache.xerces.impl.dv.xs.BaseDVFactory,131,131,0,0,26,52
impl\dv\xs\BooleanDV.java,org.apache.xerces.impl.dv.xs.BooleanDV,16,16,0,0,0,0
impl\dv\xs\DateDV.java,org.apache.xerces.impl.dv.xs.DateDV,31,31,0,0,0,0
impl\dv\xs\DateTimeDV.java,org.apache.xerces.impl.dv.xs.DateTimeDV,22,22,0,0,0,0
impl\dv\xs\DayDV.java,org.apache.xerces.impl.dv.xs.DayDV,44,44,0,0,0,0
impl\dv\xs\DecimalDV.java,org.apache.xerces.impl.dv.xs.DecimalDV,190,190,0,0,0,0
impl\dv\xs\DoubleDV.java,org.apache.xerces.impl.dv.xs.DoubleDV,118,118,0,0,0,0
impl\dv\xs\DurationDV.java,org.apache.xerces.impl.dv.xs.DurationDV,207,207,0,0,0,0
impl\dv\xs\EntityDV.java,org.apache.xerces.impl.dv.xs.EntityDV,16,16,0,0,0,0
impl\dv\xs\FloatDV.java,org.apache.xerces.impl.dv.xs.FloatDV,118,118,0,0,0,0
impl\dv\xs\FullDVFactory.java,org.apache.xerces.impl.dv.xs.FullDVFactory,89,89,0,0,15,30
impl\dv\xs\HexBinaryDV.java,org.apache.xerces.impl.dv.xs.HexBinaryDV,43,43,0,0,0,0
impl\dv\xs\IDDV.java,org.apache.xerces.impl.dv.xs.IDDV,17,17,0,0,0,0
impl\dv\xs\IDREFDV.java,org.apache.xerces.impl.dv.xs.IDREFDV,14,14,0,0,0,0
impl\dv\xs\IntegerDV.java,org.apache.xerces.impl.dv.xs.IntegerDV,9,9,0,0,0,0
impl\dv\xs\ListDV.java,org.apache.xerces.impl.dv.xs.ListDV,52,52,0,0,0,0
impl\dv\xs\MonthDV.java,org.apache.xerces.impl.dv.xs.MonthDV,66,66,0,0,0,0
impl\dv\xs\MonthDayDV.java,org.apache.xerces.impl.dv.xs.MonthDayDV,49,49,0,0,0,0
impl\dv\xs\QNameDV.java,org.apache.xerces.impl.dv.xs.QNameDV,44,44,0,0,0,0
impl\dv\xs\SchemaDVFactoryImpl.java,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,216,216,0,0,41,82
impl\dv\xs\SchemaDateTimeException.java,org.apache.xerces.impl.dv.xs.SchemaDateTimeException,8,8,0,0,0,0
impl\dv\xs\StringDV.java,org.apache.xerces.impl.dv.xs.StringDV,9,9,0,0,0,0
impl\dv\xs\TimeDV.java,org.apache.xerces.impl.dv.xs.TimeDV,35,35,0,0,0,0
impl\dv\xs\TypeValidator.java,org.apache.xerces.impl.dv.xs.TypeValidator,29,29,0,0,0,0
impl\dv\xs\UnionDV.java,org.apache.xerces.impl.dv.xs.UnionDV,8,8,0,0,0,0
impl\dv\xs\XSSimpleTypeDecl.java,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,1864,1922,58,0,12,82
impl\dv\xs\YearDV.java,org.apache.xerces.impl.dv.xs.YearDV,39,39,0,0,0,0
impl\dv\xs\YearMonthDV.java,org.apache.xerces.impl.dv.xs.YearMonthDV,30,30,0,0,0,0
impl\io\ASCIIReader.java,org.apache.xerces.impl.io.ASCIIReader,58,58,0,0,0,0
impl\io\UCSReader.java,org.apache.xerces.impl.io.UCSReader,118,118,0,0,0,0
impl\io\UTF8Reader.java,org.apache.xerces.impl.io.UTF8Reader,410,410,0,0,2,4
impl\msg\XMLMessageFormatter.java,org.apache.xerces.impl.msg.XMLMessageFormatter,48,48,0,0,0,0
impl\validation\ValidationManager.java,org.apache.xerces.impl.validation.ValidationManager,30,30,0,0,0,0
impl\validation\ValidationState.java,org.apache.xerces.impl.validation.ValidationState,102,102,0,0,0,0
impl\xpath\XPath.java,org.apache.xerces.impl.xpath.XPath,1398,1398,0,0,0,0
impl\xpath\XPathException.java,org.apache.xerces.impl.xpath.XPathException,15,15,0,0,0,0
impl\xpath\regex\BMPattern.java,org.apache.xerces.impl.xpath.regex.BMPattern,168,168,0,0,0,0
impl\xpath\regex\Match.java,org.apache.xerces.impl.xpath.regex.Match,96,96,0,0,0,0
impl\xpath\regex\Op.java,org.apache.xerces.impl.xpath.regex.Op,209,209,0,0,0,0
impl\xpath\regex\ParseException.java,org.apache.xerces.impl.xpath.regex.ParseException,10,10,0,0,0,0
impl\xpath\regex\ParserForXMLSchema.java,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema,393,393,0,0,0,0
impl\xpath\regex\REUtil.java,org.apache.xerces.impl.xpath.regex.REUtil,258,258,0,0,0,0
impl\xpath\regex\RangeToken.java,org.apache.xerces.impl.xpath.regex.RangeToken,479,479,0,0,0,0
impl\xpath\regex\RegexParser.java,org.apache.xerces.impl.xpath.regex.RegexParser,914,914,0,0,0,0
impl\xpath\regex\RegularExpression.java,org.apache.xerces.impl.xpath.regex.RegularExpression,2123,2123,0,0,0,0
impl\xpath\regex\Token.java,org.apache.xerces.impl.xpath.regex.Token,1266,1266,0,0,0,0
impl\xs\AttributePSVImpl.java,org.apache.xerces.impl.xs.AttributePSVImpl,54,69,15,0,0,15
impl\xs\ElementPSVImpl.java,org.apache.xerces.impl.xs.ElementPSVImpl,68,83,15,0,1,17
impl\xs\SchemaGrammar.java,org.apache.xerces.impl.xs.SchemaGrammar,482,482,0,0,0,0
impl\xs\SchemaNamespaceSupport.java,org.apache.xerces.impl.xs.SchemaNamespaceSupport,48,48,0,0,0,0
impl\xs\SchemaSymbols.java,org.apache.xerces.impl.xs.SchemaSymbols,162,162,0,0,0,0
impl\xs\SubstitutionGroupHandler.java,org.apache.xerces.impl.xs.SubstitutionGroupHandler,163,163,0,0,0,0
impl\xs\XMLSchemaException.java,org.apache.xerces.impl.xs.XMLSchemaException,14,14,0,0,0,0
impl\xs\XMLSchemaLoader.java,org.apache.xerces.impl.xs.XMLSchemaLoader,510,802,295,3,4,306
impl\xs\XMLSchemaValidator.java,org.apache.xerces.impl.xs.XMLSchemaValidator,2069,2119,1034,984,1082,4182
impl\xs\XSAnnotationImpl.java,org.apache.xerces.impl.xs.XSAnnotationImpl,60,60,0,0,0,0
impl\xs\XSAttributeDecl.java,org.apache.xerces.impl.xs.XSAttributeDecl,70,79,9,0,3,15
impl\xs\XSAttributeGroupDecl.java,org.apache.xerces.impl.xs.XSAttributeGroupDecl,194,194,4,4,7,22
impl\xs\XSAttributeUseImpl.java,org.apache.xerces.impl.xs.XSAttributeUseImpl,38,47,9,0,3,15
impl\xs\XSComplexTypeDecl.java,org.apache.xerces.impl.xs.XSComplexTypeDecl,198,201,3,0,0,3
impl\xs\XSConstraints.java,org.apache.xerces.impl.xs.XSConstraints,951,951,0,0,0,0
impl\xs\XSDDescription.java,org.apache.xerces.impl.xs.XSDDescription,97,97,0,0,0,0
impl\xs\XSDeclarationPool.java,org.apache.xerces.impl.xs.XSDeclarationPool,211,211,0,0,0,0
impl\xs\XSElementDecl.java,org.apache.xerces.impl.xs.XSElementDecl,153,162,9,0,3,15
impl\xs\XSGrammarBucket.java,org.apache.xerces.impl.xs.XSGrammarBucket,68,68,0,0,3,6
impl\xs\XSGroupDecl.java,org.apache.xerces.impl.xs.XSGroupDecl,24,24,0,0,0,0
impl\xs\XSMessageFormatter.java,org.apache.xerces.impl.xs.XSMessageFormatter,30,30,0,0,0,0
impl\xs\XSModelGroupImpl.java,org.apache.xerces.impl.xs.XSModelGroupImpl,126,126,0,0,0,0
impl\xs\XSModelImpl.java,org.apache.xerces.impl.xs.XSModelImpl,232,232,0,0,0,0
impl\xs\XSNotationDecl.java,org.apache.xerces.impl.xs.XSNotationDecl,28,28,0,0,0,0
impl\xs\XSParticleDecl.java,org.apache.xerces.impl.xs.XSParticleDecl,120,120,0,0,0,0
impl\xs\XSWildcardDecl.java,org.apache.xerces.impl.xs.XSWildcardDecl,299,299,0,0,0,0
impl\xs\identity\Field.java,org.apache.xerces.impl.xs.identity.Field,92,77,0,15,13,41
impl\xs\identity\IdentityConstraint.java,org.apache.xerces.impl.xs.identity.IdentityConstraint,111,111,0,0,0,0
impl\xs\identity\KeyRef.java,org.apache.xerces.impl.xs.identity.KeyRef,16,16,0,0,0,0
impl\xs\identity\Selector.java,org.apache.xerces.impl.xs.identity.Selector,102,98,0,4,8,20
impl\xs\identity\UniqueOrKey.java,org.apache.xerces.impl.xs.identity.UniqueOrKey,8,8,0,0,0,0
impl\xs\identity\XPathMatcher.java,org.apache.xerces.impl.xs.identity.XPathMatcher,289,262,2,29,22,75
impl\xs\models\CMBuilder.java,org.apache.xerces.impl.xs.models.CMBuilder,163,163,0,0,0,0
impl\xs\models\CMNodeFactory.java,org.apache.xerces.impl.xs.models.CMNodeFactory,66,66,0,0,0,0
impl\xs\models\XSAllCM.java,org.apache.xerces.impl.xs.models.XSAllCM,87,87,0,0,0,0
impl\xs\models\XSCMBinOp.java,org.apache.xerces.impl.xs.models.XSCMBinOp,56,56,0,0,0,0
impl\xs\models\XSCMLeaf.java,org.apache.xerces.impl.xs.models.XSCMLeaf,48,48,0,0,0,0
impl\xs\models\XSCMUniOp.java,org.apache.xerces.impl.xs.models.XSCMUniOp,27,27,0,0,0,0
impl\xs\models\XSDFACM.java,org.apache.xerces.impl.xs.models.XSDFACM,382,382,0,0,0,0
impl\xs\models\XSEmptyCM.java,org.apache.xerces.impl.xs.models.XSEmptyCM,29,29,0,0,0,0
impl\xs\opti\AttrImpl.java,org.apache.xerces.impl.xs.opti.AttrImpl,34,34,0,0,0,0
impl\xs\opti\DefaultDocument.java,org.apache.xerces.impl.xs.opti.DefaultDocument,104,98,0,6,2,10
impl\xs\opti\DefaultElement.java,org.apache.xerces.impl.xs.opti.DefaultElement,69,69,0,0,0,0
impl\xs\opti\DefaultNode.java,org.apache.xerces.impl.xs.opti.DefaultNode,114,114,0,0,0,0
impl\xs\opti\DefaultText.java,org.apache.xerces.impl.xs.opti.DefaultText,51,51,0,0,1,2
impl\xs\opti\DefaultXMLDocumentHandler.java,org.apache.xerces.impl.xs.opti.DefaultXMLDocumentHandler,159,159,0,0,0,0
impl\xs\opti\ElementImpl.java,org.apache.xerces.impl.xs.opti.ElementImpl,144,144,0,0,0,0
impl\xs\opti\NamedNodeMapImpl.java,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl,43,43,0,0,0,0
impl\xs\opti\NodeImpl.java,org.apache.xerces.impl.xs.opti.NodeImpl,38,38,0,0,0,0
impl\xs\opti\SchemaDOM.java,org.apache.xerces.impl.xs.opti.SchemaDOM,223,223,0,0,0,0
impl\xs\opti\SchemaDOMParser.java,org.apache.xerces.impl.xs.opti.SchemaDOMParser,130,130,13,13,2,30
impl\xs\opti\SchemaParsingConfig.java,org.apache.xerces.impl.xs.opti.SchemaParsingConfig,330,296,6,40,27,100
impl\xs\opti\TextImpl.java,org.apache.xerces.impl.xs.opti.TextImpl,47,47,0,0,0,0
impl\xs\traversers\XSAttributeChecker.java,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,1052,1141,89,0,3,95
impl\xs\traversers\XSDAbstractIDConstraintTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,98,98,0,0,0,0
impl\xs\traversers\XSDAbstractParticleTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,194,194,0,0,0,0
impl\xs\traversers\XSDAbstractTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,495,496,2,1,6,15
impl\xs\traversers\XSDAttributeGroupTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,76,76,0,0,0,0
impl\xs\traversers\XSDAttributeTraverser.java,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,224,227,3,0,2,7
impl\xs\traversers\XSDComplexTypeTraverser.java,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,799,799,0,0,7,14
impl\xs\traversers\XSDElementTraverser.java,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,257,259,2,0,0,2
impl\xs\traversers\XSDGroupTraverser.java,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,115,115,0,0,0,0
impl\xs\traversers\XSDHandler.java,org.apache.xerces.impl.xs.traversers.XSDHandler,1377,1377,0,0,0,0
impl\xs\traversers\XSDKeyrefTraverser.java,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,44,44,0,0,0,0
impl\xs\traversers\XSDNotationTraverser.java,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,43,43,0,0,0,0
impl\xs\traversers\XSDSimpleTypeTraverser.java,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,286,286,0,0,0,0
impl\xs\traversers\XSDUniqueOrKeyTraverser.java,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,25,25,0,0,0,0
impl\xs\traversers\XSDWildcardTraverser.java,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,63,63,0,0,0,0
impl\xs\traversers\XSDocumentInfo.java,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,84,84,0,0,0,0
impl\xs\util\NSItemListImpl.java,org.apache.xerces.impl.xs.util.NSItemListImpl,24,24,0,0,0,0
impl\xs\util\SimpleLocator.java,org.apache.xerces.impl.xs.util.SimpleLocator,53,53,0,0,0,0
impl\xs\util\StringListImpl.java,org.apache.xerces.impl.xs.util.StringListImpl,24,41,17,0,0,17
impl\xs\util\XInt.java,org.apache.xerces.impl.xs.util.XInt,18,18,0,0,0,0
impl\xs\util\XIntPool.java,org.apache.xerces.impl.xs.util.XIntPool,14,14,0,0,0,0
impl\xs\util\XSGrammarPool.java,org.apache.xerces.impl.xs.util.XSGrammarPool,18,18,0,0,0,0
impl\xs\util\XSNamedMap4Types.java,org.apache.xerces.impl.xs.util.XSNamedMap4Types,54,54,0,0,0,0
