ClassName,AntiSingleton,Blob,ClassDataShouldBePrivate,ComplexClass,LargeClass,LazyClass,LongMethod,LongParameterList,MessageChains,RefusedParentBequest,SpaghettiCode,SpeculativeGenerality,SwissArmyKnife,NumOfAPs
org.apache.xalan.extensions.ExtensionHandler,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.25
org.apache.xalan.templates.Stylesheet,0.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,0.2972972972972973,0.0,0.02702702702702703,0.0,0.0,0.0,0.40540540540540543
org.apache.xalan.templates.ElemTemplateElement,0.02197802197802198,0.04395604395604396,0.10989010989010989,0.07692307692307693,0.0,0.02197802197802198,0.0,0.26373626373626374,0.0,0.01098901098901099,0.0,0.0,0.02197802197802198,0.3956043956043956
org.apache.xml.utils.QName,0.044444444444444446,0.0,0.1111111111111111,0.06666666666666667,0.0,0.0,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,0.0,0.0,0.24444444444444444
org.apache.xalan.transformer.TransformerImpl,0.011494252873563218,0.034482758620689655,0.12643678160919541,0.10344827586206896,0.0,0.011494252873563218,0.0,0.1839080459770115,0.0,0.011494252873563218,0.0,0.0,0.022988505747126436,0.3563218390804598
org.apache.xalan.xsltc.compiler.ElementAvailableCall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.xalan.xsltc.compiler.util.Type,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0625
org.apache.xalan.xsltc.compiler.FunctionCall,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
org.apache.xalan.xsltc.compiler.QName,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806
org.apache.xalan.xsltc.compiler.LiteralExpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.xalan.xsltc.compiler.util.ClassGenerator,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1
org.apache.xalan.xsltc.compiler.util.MethodGenerator,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.06172839506172839,0.0,0.0,0.0,0.0,0.0,0.08641975308641975
org.apache.xalan.xsltc.compiler.util.ErrorMsg,0.0,0.0,0.024390243902439025,0.07317073170731707,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.12195121951219512
org.apache.xalan.xsltc.compiler.SymbolTable,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
org.apache.xalan.xsltc.compiler.util.TypeCheckError,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
org.apache.xalan.xsltc.compiler.Parser,0.01282051282051282,0.038461538461538464,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.08974358974358974
org.apache.xpath.objects.XStringForChars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.xml.utils.FastStringBuffer,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.25
org.apache.xml.utils.XMLStringFactory,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.35714285714285715
org.apache.xml.utils.XMLCharacterRecognizer,0.0,0.125,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.125,0.5
org.apache.xalan.res.XSLMessages,0.023255813953488372,0.06976744186046512,0.08139534883720931,0.19767441860465115,0.0,0.0,0.0,0.18604651162790697,0.0,0.023255813953488372,0.0,0.0,0.03488372093023256,0.37209302325581395
org.apache.xpath.res.XPATHErrorResources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.xpath.objects.XString,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
org.xml.sax.SAXException,0.0,0.125,0.03571428571428571,0.16071428571428573,0.0,0.017857142857142856,0.0,0.21428571428571427,0.0,0.017857142857142856,0.0,0.0,0.05357142857142857,0.35714285714285715
org.apache.xalan.xsltc.dom.MatchingIterator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
