Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 apache\xalan\xsltc\dom\SingleNodeCounter.java,148,2,1,1,8,18,9
 apache\xalan\xsltc\dom\SingletonIterator.java,122,2,0,1,5,11,5
 apache\xalan\xsltc\dom\SortingIterator.java,176,4,2,2,5,14,7
 apache\xalan\xsltc\dom\StepIterator.java,136,28,1,4,10,25,12
 apache\xalan\xsltc\dom\UnionIterator.java,223,5,2,17,8,35,14
 apache\xalan\xsltc\dom\XSLTCDTMManager.java,0,190,0,158,0,158,40
 apache\xalan\xsltc\runtime\output\OutputBase.java,0,176,127,0,0,127,43
 apache\xalan\xsltc\runtime\output\OutputBuffer.java,0,67,0,7,0,7,4
 apache\xalan\xsltc\runtime\output\SAXHTMLOutput.java,0,101,101,0,0,101,22
 apache\xalan\xsltc\runtime\output\SAXOutput.java,0,79,61,0,0,61,16
 apache\xalan\xsltc\runtime\output\SAXTextOutput.java,0,77,71,0,0,71,15
 apache\xalan\xsltc\runtime\output\SAXXMLOutput.java,0,150,229,0,0,229,48
 apache\xalan\xsltc\runtime\output\StreamHTMLOutput.java,0,147,324,0,0,324,65
 apache\xalan\xsltc\runtime\output\StreamOutput.java,0,121,181,0,0,181,44
 apache\xalan\xsltc\runtime\output\StreamTextOutput.java,0,77,48,0,0,48,15
 apache\xalan\xsltc\runtime\output\StreamUnknownOutput.java,0,125,216,0,0,216,49
 apache\xalan\xsltc\runtime\output\StreamXMLOutput.java,0,149,317,0,0,317,67
 apache\xalan\xsltc\runtime\output\StringOutputBuffer.java,0,70,0,22,0,22,7
 apache\xalan\xsltc\runtime\output\TransletOutputHandlerFactory.java,138,31,14,58,37,146,29
 apache\xalan\xsltc\runtime\output\WriterOutputBuffer.java,0,80,0,54,0,54,11
 apache\xalan\xsltc\runtime\AbstractTranslet.java,498,64,10,54,42,148,46
 apache\xalan\xsltc\runtime\AttributeList.java,223,22,3,15,7,32,12
 apache\xalan\xsltc\runtime\Attributes.java,98,2,1,1,0,2,2
 apache\xalan\xsltc\runtime\BasisLibrary.java,1003,91,102,234,116,568,110
 apache\xalan\xsltc\runtime\Constants.java,83,2,0,0,6,12,2
 apache\xalan\xsltc\runtime\DefaultSAXOutputHandler.java,0,268,330,0,0,330,75
 apache\xalan\xsltc\runtime\ErrorMessages.java,70,159,13,7,32,84,23
 apache\xalan\xsltc\runtime\ErrorMessages_no.java,70,18,4,1,32,69,17
 apache\xalan\xsltc\runtime\Hashtable.java,380,2,1,0,0,1,1
 apache\xalan\xsltc\runtime\SAXAdapter.java,0,84,118,0,0,118,20
 apache\xalan\xsltc\runtime\StringValueHandler.java,100,9,3,40,14,71,11
 apache\xalan\xsltc\runtime\TextOutput.java,0,444,756,0,0,756,161
 apache\xalan\xsltc\runtime\TransletLoader.java,115,3,4,0,0,4,2
 apache\xalan\xsltc\runtime\TransletOutputBase.java,0,67,33,0,0,33,3
 apache\xalan\xsltc\trax\DOM2SAX.java,487,5,9,15,6,36,14
 apache\xalan\xsltc\trax\DOM2TO.java,366,3,1,13,16,46,11
 apache\xalan\xsltc\trax\OutputSettings.java,83,4,4,0,0,4,2
 apache\xalan\xsltc\trax\SAX2DOM.java,215,6,7,11,14,46,16
 apache\xalan\xsltc\trax\SAX2TO.java,0,91,98,0,0,98,30
 apache\xalan\xsltc\trax\SmartTransformerFactoryImpl.java,429,3,3,13,5,26,3
 apache\xalan\xsltc\trax\TemplatesHandlerImpl.java,213,73,10,54,19,102,39
 apache\xalan\xsltc\trax\TemplatesImpl.java,336,27,6,16,13,48,14
 apache\xalan\xsltc\trax\TransformerFactoryImpl.java,672,205,10,423,36,505,101
 apache\xalan\xsltc\trax\TransformerHandlerImpl.java,408,24,7,43,22,94,29
 apache\xalan\xsltc\trax\TransformerImpl.java,1008,72,30,88,91,300,74
 apache\xalan\xsltc\trax\TrAXFilter.java,76,15,0,65,2,69,14
 apache\xalan\xsltc\trax\Util.java,147,9,2,8,6,22,7
 apache\xalan\xsltc\trax\XSLTCSource.java,200,14,9,18,17,61,15
 apache\xalan\xsltc\util\IntegerArray.java,169,24,0,69,1,71,15
 apache\xalan\xsltc\CollatorFactory.java,0,66,0,7,0,7,4
 apache\xalan\xsltc\DOM.java,104,8,12,15,17,61,20
 apache\xalan\xsltc\DOMCache.java,82,13,2,0,1,4,2
 apache\xalan\xsltc\NodeIterator.java,117,3,0,1,1,3,2
 apache\xalan\xsltc\StripFilter.java,67,2,1,0,0,1,1
 apache\xalan\xsltc\Translet.java,77,3,0,2,6,14,5
 apache\xalan\xsltc\TransletOutputHandler.java,0,68,30,0,0,30,5
 apache\xml\dtm\ref\dom2dtm\DOM2DTM.java,1745,24,7,32,11,61,15
 apache\xml\dtm\ref\dom2dtm\DOM2DTMdefaultNamespaceDeclarationNode.java,134,2,0,3,4,11,2
 apache\xml\dtm\ref\sax2dtm\SAX2DTM.java,2230,152,34,130,37,238,83
 apache\xml\dtm\ref\sax2dtm\SAX2DTM2.java,0,1426,0,1873,0,1873,496
 apache\xml\dtm\ref\sax2dtm\SAX2RTFDTM.java,343,1,11,0,7,25,5
 apache\xml\dtm\ref\ChunkedIntArray.java,336,2,2,0,5,12,5
 apache\xml\dtm\ref\CoroutineManager.java,373,1,1,0,6,13,5
 apache\xml\dtm\ref\CoroutineParser.java,175,1,4,1,0,5,2
 apache\xml\dtm\ref\CustomStringPool.java,123,1,1,0,0,1,1
 apache\xml\dtm\ref\DTMAxisIteratorBase.java,287,9,0,17,3,23,5
 apache\xml\dtm\ref\DTMAxisIterNodeList.java,0,121,0,57,0,57,10
 apache\xml\dtm\ref\DTMChildIterNodeList.java,0,123,0,32,0,32,7
 apache\xml\dtm\ref\DTMDefaultBase.java,2052,171,20,148,43,254,80
 apache\xml\dtm\ref\DTMDefaultBaseIterators.java,1708,118,21,269,146,582,141
 apache\xml\dtm\ref\DTMDefaultBaseTraversers.java,1734,26,0,17,4,25,6
 apache\xml\dtm\ref\DTMDocumentImpl.java,2437,4,6,7,2,17,8
 apache\xml\dtm\ref\DTMManagerDefault.java,883,28,12,2,18,50,17
 apache\xml\dtm\ref\DTMNamedNodeMap.java,318,2,0,0,5,10,3
 apache\xml\dtm\ref\DTMNodeIterator.java,211,2,0,5,4,13,4
 apache\xml\dtm\ref\DTMNodeList.java,112,38,32,8,18,76,12
 apache\xml\dtm\ref\DTMNodeListBase.java,0,105,0,12,0,12,4
 apache\xml\dtm\ref\DTMNodeProxy.java,1358,8,0,18,11,40,11
 apache\xml\dtm\ref\DTMSafeStringPool.java,144,1,0,0,1,2,1
 apache\xml\dtm\ref\DTMStringPool.java,212,8,1,4,3,11,5
 apache\xml\dtm\ref\DTMTreeWalker.java,437,4,3,2,1,7,3
 apache\xml\dtm\ref\ExpandedNameTable.java,180,150,33,54,44,175,47
 apache\xml\dtm\ref\ExtendedType.java,0,116,0,65,0,65,12
 apache\xml\dtm\ref\IncrementalSAXSource.java,123,1,3,1,0,4,2
 apache\xml\dtm\ref\IncrementalSAXSource_Filter.java,823,3,3,5,12,32,10
 apache\xml\dtm\ref\IncrementalSAXSource_Xerces.java,470,4,6,6,6,24,11
 apache\xml\dtm\DTM.java,1001,7,1,2,0,3,3
 apache\xml\dtm\DTMAxisIterator.java,130,14,0,2,0,2,2
 apache\xml\dtm\DTMException.java,344,57,2,1,4,11,5
 apache\xml\dtm\DTMManager.java,407,49,120,4,10,144,32
 apache\xml\dtm\FactoryFinder.java,0,206,0,151,0,151,43
 apache\xml\dtm\SecuritySupport.java,0,98,0,43,0,43,12
 apache\xml\dtm\SecuritySupport12.java,0,69,0,61,0,61,7
 apache\xml\res\XMLErrorResources.java,0,271,0,274,0,274,98
 apache\xml\res\XMLErrorResources_de.java,0,354,0,201,0,201,73
 apache\xml\res\XMLErrorResources_en.java,0,63,0,4,0,4,2
 apache\xml\res\XMLErrorResources_es.java,0,353,0,203,0,203,73
 apache\xml\res\XMLErrorResources_fr.java,0,353,0,203,0,203,72
 apache\xml\res\XMLErrorResources_it.java,0,459,0,203,0,203,72
 apache\xml\res\XMLErrorResources_ja.java,0,519,0,203,0,203,72
 apache\xml\res\XMLErrorResources_ko.java,0,463,0,203,0,203,73
 apache\xml\res\XMLErrorResources_sv.java,0,462,0,203,0,203,73
 apache\xml\res\XMLErrorResources_zh_CN.java,0,463,0,203,0,203,73
 apache\xml\res\XMLErrorResources_zh_TW.java,0,463,0,203,0,203,73
 apache\xml\res\XMLMessages.java,0,153,0,102,0,102,30
 apache\xml\serializer\AttributesImplSerializer.java,0,114,0,43,0,43,12
 apache\xml\serializer\CharInfo.java,0,220,0,204,0,204,46
 apache\xml\serializer\DOMSerializer.java,0,87,0,7,0,7,5
 apache\xml\serializer\ElemDesc.java,0,152,0,51,0,51,36
 apache\xml\serializer\EmptySerializer.java,0,315,0,390,0,390,87
 apache\xml\serializer\EncodingInfo.java,0,83,0,13,0,13,7
 apache\xml\serializer\Encodings.java,0,200,0,276,0,276,40
 apache\xml\serializer\ExtendedContentHandler.java,0,209,0,34,0,34,20
 apache\xml\serializer\ExtendedLexicalHandler.java,0,67,0,6,0,6,4
 apache\xml\serializer\Method.java,0,91,0,9,0,9,7
 apache\xml\serializer\NamespaceMappings.java,0,194,0,111,0,111,33
 apache\xml\serializer\OutputPropertiesFactory.java,0,223,0,326,0,326,59
 apache\xml\serializer\OutputPropertyUtils.java,0,94,0,21,0,21,10
 apache\xml\serializer\SerializationHandler.java,0,119,0,33,0,33,15
 apache\xml\serializer\Serializer.java,0,147,0,18,0,18,13
 apache\xml\serializer\SerializerBase.java,0,791,0,479,0,479,142
 apache\xml\serializer\SerializerConstants.java,0,80,0,20,0,20,9
 apache\xml\serializer\SerializerFactory.java,0,121,0,64,0,64,24
 apache\xml\serializer\SerializerTrace.java,0,165,0,22,0,22,22
 apache\xml\serializer\SerializerTraceWriter.java,0,215,0,140,0,140,44
 apache\xml\serializer\ToHTMLSAXHandler.java,0,491,0,269,0,269,72
 apache\xml\serializer\ToHTMLStream.java,0,723,0,994,0,994,233
 apache\xml\serializer\ToSAXHandler.java,0,245,0,167,0,167,53
 apache\xml\serializer\ToStream.java,0,1314,0,1500,0,1500,349
 apache\xml\serializer\ToTextSAXHandler.java,0,236,0,196,0,196,56
 apache\xml\serializer\ToTextStream.java,0,387,0,263,0,263,57
 apache\xml\serializer\ToUnknownStream.java,0,669,0,622,0,622,161
 apache\xml\serializer\ToXMLSAXHandler.java,0,361,0,393,0,393,109
 apache\xml\serializer\ToXMLStream.java,0,250,0,306,0,306,69
 apache\xml\serializer\TransformStateSetter.java,0,80,0,8,0,8,7
 apache\xml\serializer\WriterToASCI.java,0,135,0,45,0,45,14
 apache\xml\serializer\WriterToUTF8.java,0,151,0,152,0,152,25
 apache\xml\serializer\WriterToUTF8Buffered.java,0,253,0,174,0,174,47
 apache\xml\serializer\XSLOutputAttributes.java,0,189,0,24,0,24,23
 apache\xml\utils\res\XResourceBundle.java,176,1,0,3,1,5,1
 apache\xml\utils\res\XResourceBundleBase.java,0,79,0,7,0,7,5
 apache\xml\utils\res\XResources_cy.java,122,4,2,0,0,2,2
 apache\xml\utils\res\XResources_de.java,0,91,0,22,0,22,7
 apache\xml\utils\res\XResources_el.java,128,3,2,0,0,2,2
 apache\xml\utils\res\XResources_en.java,111,3,2,0,0,2,2
 apache\xml\utils\res\XResources_es.java,0,91,0,22,0,22,7
 apache\xml\utils\res\XResources_fr.java,0,91,0,22,0,22,7
 apache\xml\utils\res\XResources_he.java,117,3,2,0,0,2,2
 apache\xml\utils\res\XResources_hy.java,124,3,2,0,0,2,2
 apache\xml\utils\res\XResources_it.java,0,91,0,22,0,22,7
 apache\xml\utils\res\XResources_ja_JP_A.java,122,3,2,0,0,2,2
 apache\xml\utils\res\XResources_ja_JP_HA.java,122,3,2,0,0,2,2
 apache\xml\utils\res\XResources_ja_JP_HI.java,123,3,2,0,0,2,2
 apache\xml\utils\res\XResources_ja_JP_I.java,123,3,2,0,0,2,2
 apache\xml\utils\res\XResources_ka.java,121,3,2,0,0,2,2
 apache\xml\utils\res\XResources_ko.java,0,87,0,30,0,30,9
 apache\xml\utils\res\XResources_sv.java,0,92,0,22,0,22,7
 apache\xml\utils\res\XResources_zh_CN.java,114,5,2,0,0,2,2
 apache\xml\utils\res\XResources_zh_TW.java,114,5,2,0,0,2,2
 apache\xml\utils\synthetic\reflection\Constructor.java,240,2,2,0,0,2,2
 apache\xml\utils\synthetic\reflection\EntryPoint.java,649,2,1,0,0,1,1
 apache\xml\utils\synthetic\reflection\Method.java,266,2,1,0,0,1,1
 apache\xml\utils\synthetic\Class.java,2176,2,1,1,2,6,3
 apache\xml\utils\synthetic\TestDriver.java,200,1,1,0,1,3,1
 apache\xml\utils\AttList.java,286,1,1,0,4,9,2
 apache\xml\utils\BoolStack.java,228,1,1,0,0,1,1
 apache\xml\utils\Constants.java,0,116,0,32,0,32,11
 apache\xml\utils\DefaultErrorHandler.java,337,2,1,4,9,23,8
 apache\xml\utils\DOM2Helper.java,0,260,0,90,0,90,32
 apache\xml\utils\DOMBuilder.java,739,5,4,7,6,23,8
 apache\xml\utils\DOMHelper.java,0,737,0,607,0,607,175
 apache\xml\utils\DOMOrder.java,0,72,0,5,0,5,3
 apache\xml\utils\FastStringBuffer.java,1256,41,51,26,31,139,26
 apache\xml\utils\Hashtree2Node.java,175,2,1,0,0,1,1
 apache\xml\utils\IntStack.java,222,13,0,9,3,15,5
 apache\xml\utils\IntVector.java,428,13,0,13,1,15,3
 apache\xml\utils\ListingErrorHandler.java,596,4,1,0,3,7,3
 apache\xml\utils\MutableAttrListImpl.java,172,3,1,0,1,3,2
 apache\xml\utils\ObjectPool.java,208,1,0,0,4,8,3
 apache\xml\utils\ObjectStack.java,0,163,0,88,0,88,27
 apache\xml\utils\ObjectVector.java,0,284,0,183,0,183,73
 apache\xml\utils\PrefixResolverDefault.java,179,6,3,1,1,6,4
 apache\xml\utils\QName.java,707,3,2,2,26,56,15
 apache\xml\utils\SAXSourceLocator.java,201,2,2,1,1,5,3
 apache\xml\utils\SuballocatedIntVector.java,532,33,1,21,8,38,15
 apache\xml\utils\SystemIDResolver.java,104,130,43,63,40,186,57
 apache\xml\utils\ThreadControllerWrapper.java,0,113,0,32,0,32,14
 apache\xml\utils\TreeWalker.java,502,19,3,8,6,23,8
 apache\xml\utils\UnImplNode.java,1217,6,1,15,82,180,83
 apache\xml\utils\URI.java,1660,1,4,1,24,53,23
 apache\xml\utils\XMLStringDefault.java,0,667,0,171,0,171,42
 apache\xml\utils\XMLStringFactoryDefault.java,0,99,0,21,0,21,7
 apache\xmlcommons\Version.java,0,90,20,0,0,20,6
 apache\xpath\axes\AttributeIterator.java,108,3,6,0,1,8,3
 apache\xpath\axes\AxesWalker.java,622,2,2,1,1,5,4
 apache\xpath\axes\BasicTestIterator.java,204,56,2,0,0,2,2
 apache\xpath\axes\ChildIterator.java,149,5,4,0,2,8,4
 apache\xpath\axes\ChildTestIterator.java,192,12,5,9,2,18,6
 apache\xpath\axes\DescendantIterator.java,414,1,3,0,2,7,5
 apache\xpath\axes\FilterExprIterator.java,201,57,1,0,0,1,1
 apache\xpath\axes\FilterExprIteratorSimple.java,302,57,2,0,0,2,2
 apache\xpath\axes\FilterExprWalker.java,380,3,5,4,1,11,7
 apache\xpath\axes\IteratorPool.java,100,57,0,0,1,2,1
 apache\xpath\axes\LocPathIterator.java,1052,17,7,1,4,16,6
 apache\xpath\axes\MatchPatternIterator.java,340,11,9,8,6,29,6
 apache\xpath\axes\NodeSequence.java,669,6,2,5,3,13,7
 apache\xpath\axes\OneStepIterator.java,247,89,1,43,0,44,16
 apache\xpath\axes\OneStepIteratorForward.java,150,56,1,0,0,1,1
 apache\xpath\axes\PredicatedNodeTest.java,622,62,4,0,1,6,3
 apache\xpath\axes\ReverseAxesWalker.java,269,10,8,5,1,15,7
 apache\xpath\axes\RTFIterator.java,15,63,4,0,5,14,4
 apache\xpath\axes\SelfIteratorNoPredicate.java,107,61,3,2,2,9,5
 apache\xpath\axes\UnionPathIterator.java,617,2,5,0,1,7,3
 apache\xpath\axes\WalkerFactory.java,1849,2,9,4,15,43,18
 apache\xpath\axes\WalkingIterator.java,341,57,2,0,0,2,2
 apache\xpath\axes\WalkingIteratorSorted.java,247,1,3,0,1,5,2
 apache\xpath\compiler\Compiler.java,1227,5,15,18,22,77,24
 apache\xpath\compiler\FuncLoader.java,153,5,7,0,0,7,5
 apache\xpath\compiler\Lexer.java,680,5,6,2,7,22,12
 apache\xpath\compiler\OpMap.java,433,20,16,5,35,91,30
 apache\xpath\compiler\OpMapVector.java,0,116,0,36,0,36,21
 apache\xpath\compiler\XPathDumper.java,66,1,4,0,0,4,1
 apache\xpath\compiler\XPathParser.java,2187,6,17,1,194,406,129
 apache\xpath\domapi\XPathEvaluatorImpl.java,0,235,0,65,0,65,26
 apache\xpath\domapi\XPathExpressionImpl.java,0,159,0,62,0,62,20
 apache\xpath\domapi\XPathNamespaceImpl.java,0,214,0,91,0,91,34
 apache\xpath\domapi\XPathNSResolverImpl.java,0,85,0,12,0,12,6
 apache\xpath\domapi\XPathResultImpl.java,0,293,0,220,0,220,63
 apache\xpath\functions\FuncBoolean.java,81,4,2,0,1,4,3
 apache\xpath\functions\FuncCeiling.java,80,5,3,0,1,5,4
 apache\xpath\functions\FuncConcat.java,124,3,1,0,0,1,1
 apache\xpath\functions\FuncContains.java,90,4,2,0,1,4,3
 apache\xpath\functions\FuncCount.java,97,6,5,0,1,7,5
 apache\xpath\functions\FuncCurrent.java,131,6,5,0,3,11,4
 apache\xpath\functions\FuncDoclocation.java,105,5,3,0,0,3,3
 apache\xpath\functions\FuncExtElementAvailable.java,126,4,5,0,3,11,4
 apache\xpath\functions\FuncExtFunction.java,234,67,6,50,6,68,23
 apache\xpath\functions\FuncExtFunctionAvailable.java,122,6,5,1,1,8,6
 apache\xpath\functions\FuncFalse.java,89,4,2,0,1,4,3
 apache\xpath\functions\FuncFloor.java,80,4,2,0,1,4,3
 apache\xpath\functions\FuncGenerateId.java,96,5,2,0,0,2,2
 apache\xpath\functions\FuncId.java,181,5,5,0,4,13,5
 apache\xpath\functions\FuncLang.java,115,5,3,0,1,5,4
 apache\xpath\functions\FuncLast.java,138,5,8,2,0,10,4
 apache\xpath\functions\FuncLocalPart.java,91,6,4,0,0,4,4
 apache\xpath\functions\FuncNamespace.java,112,6,4,0,0,4,4
 apache\xpath\functions\FuncNormalizeSpace.java,118,5,9,0,2,13,5
 apache\xpath\functions\FuncNot.java,80,4,2,0,1,4,3
 apache\xpath\functions\FuncNumber.java,80,5,4,0,1,6,4
 apache\xpath\functions\FuncPosition.java,166,5,6,2,0,8,4
 apache\xpath\functions\FuncQname.java,97,7,5,0,0,5,5
 apache\xpath\functions\FuncRound.java,81,4,2,0,1,4,3
 apache\xpath\functions\FuncStartsWith.java,81,4,2,0,1,4,3
 apache\xpath\functions\FuncString.java,81,5,4,0,0,4,4
 apache\xpath\functions\FuncStringLength.java,80,5,4,0,1,6,4
 apache\xpath\functions\FuncSubstring.java,156,3,3,0,2,7,4
 apache\xpath\functions\FuncSubstringAfter.java,88,5,2,0,1,4,3
 apache\xpath\functions\FuncSubstringBefore.java,87,4,2,0,0,2,2
 apache\xpath\functions\FuncSum.java,97,4,4,0,2,8,4
 apache\xpath\functions\FuncSystemProperty.java,236,7,5,1,2,10,7
 apache\xpath\functions\Function.java,178,3,1,0,0,1,1
 apache\xpath\functions\Function2Args.java,218,2,1,0,0,1,1
 apache\xpath\functions\Function3Args.java,217,2,1,0,0,1,1
 apache\xpath\functions\FunctionDef1Arg.java,198,3,5,1,2,10,5
 apache\xpath\functions\FunctionMultiArgs.java,259,7,3,4,1,9,4
 apache\xpath\functions\FunctionOneArg.java,208,2,1,0,0,1,1
 apache\xpath\functions\FuncTranslate.java,122,4,3,0,0,3,3
 apache\xpath\functions\FuncTrue.java,89,4,2,0,1,4,3
 apache\xpath\functions\FuncUnparsedEntityURI.java,89,6,4,0,0,4,4
 apache\xpath\objects\XBoolean.java,201,2,1,0,1,3,2
 apache\xpath\objects\XBooleanStatic.java,103,3,3,0,0,3,2
 apache\xpath\objects\XMLStringFactoryImpl.java,135,1,1,1,0,2,2
 apache\xpath\objects\XNodeSet.java,985,10,4,4,5,18,7
 apache\xpath\objects\XNodeSetForDOM.java,103,58,3,3,0,6,2
 apache\xpath\objects\XNull.java,164,5,2,0,0,2,2
 apache\xpath\objects\XNumber.java,461,4,1,7,0,8,4
 apache\xpath\objects\XObject.java,777,4,5,7,6,24,8
 apache\xpath\objects\XObjectFactory.java,137,56,1,3,1,6,2
 apache\xpath\objects\XRTreeFrag.java,418,3,6,1,1,9,6
 apache\xpath\objects\XRTreeFragSelectWrapper.java,128,65,8,0,6,20,7
 apache\xpath\objects\XString.java,1206,2,3,0,0,3,1
 apache\xpath\objects\XStringForChars.java,194,58,5,1,0,6,3
 apache\xpath\objects\XStringForFSB.java,992,25,46,5,20,91,19
 apache\xpath\operations\And.java,108,1,4,0,1,6,3
 apache\xpath\operations\Bool.java,100,1,2,0,2,6,2
 apache\xpath\operations\Div.java,99,1,0,0,2,4,2
 apache\xpath\operations\Equals.java,108,1,1,0,0,1,1
 apache\xpath\operations\Gt.java,82,1,1,1,0,2,2
 apache\xpath\operations\Gte.java,83,1,1,1,0,2,2
 apache\xpath\operations\Lt.java,82,1,1,1,0,2,2
 apache\xpath\operations\Lte.java,82,1,1,1,0,2,2
 apache\xpath\operations\Minus.java,100,1,0,0,2,4,2
 apache\xpath\operations\Mod.java,99,1,0,0,2,4,2
 apache\xpath\operations\Mult.java,98,1,0,0,2,4,2
 apache\xpath\operations\Neg.java,97,1,0,0,2,4,2
 apache\xpath\operations\NotEquals.java,82,1,1,1,0,2,2
 apache\xpath\operations\Number.java,101,1,0,0,2,4,2
 apache\xpath\operations\Operation.java,246,2,2,0,0,2,2
 apache\xpath\operations\Or.java,108,1,4,0,1,6,3
 apache\xpath\operations\Plus.java,99,1,0,0,2,4,2
 apache\xpath\operations\Quo.java,85,1,1,1,0,2,2
 apache\xpath\operations\UnaryOperation.java,196,2,3,1,0,4,4
 apache\xpath\operations\Variable.java,422,3,8,0,0,8,4
 apache\xpath\operations\VariableSafeAbsRef.java,53,56,3,0,0,3,1
 apache\xpath\patterns\ContextMatchStepPattern.java,209,3,2,1,3,9,4
 apache\xpath\patterns\FunctionPattern.java,285,2,3,0,0,3,3
 apache\xpath\patterns\NodeTest.java,726,2,3,0,0,3,3
 apache\xpath\patterns\StepPattern.java,1087,2,2,0,0,2,2
 apache\xpath\patterns\UnionPattern.java,252,2,2,0,0,2,2
 apache\xpath\res\XPATHErrorResources.java,478,354,31,460,140,771,303
 apache\xpath\res\XPATHErrorResources_de.java,0,894,0,394,0,394,139
 apache\xpath\res\XPATHErrorResources_en.java,0,63,0,4,0,4,2
 apache\xpath\res\XPATHErrorResources_es.java,0,894,0,395,0,395,139
 apache\xpath\res\XPATHErrorResources_fr.java,0,892,0,396,0,396,139
 apache\xpath\res\XPATHErrorResources_it.java,0,909,0,405,0,405,145
 apache\xpath\res\XPATHErrorResources_ja.java,0,982,0,399,0,399,139
 apache\xpath\res\XPATHErrorResources_ko.java,0,892,0,399,0,399,139
 apache\xpath\res\XPATHErrorResources_sv.java,0,893,0,396,0,396,139
 apache\xpath\res\XPATHErrorResources_zh_CN.java,0,893,0,398,0,398,139
 apache\xpath\res\XPATHErrorResources_zh_TW.java,0,890,0,396,0,396,139
 apache\xpath\res\XPATHMessages.java,0,117,0,70,0,70,21
 apache\xpath\CachedXPathAPI.java,357,3,8,0,5,18,4
 apache\xpath\DOM2Helper.java,0,262,94,0,0,94,34
 apache\xpath\DOMHelper.java,0,741,604,0,0,604,177
 apache\xpath\DOMOrder.java,0,72,5,0,0,5,3
 apache\xpath\Expression.java,612,7,11,6,3,23,10
 apache\xpath\ExtensionsProvider.java,86,6,0,4,0,4,2
 apache\xpath\NodeSet.java,1399,4,6,5,1,13,6
 apache\xpath\NodeSetDTM.java,1281,8,4,3,2,11,5
 apache\xpath\SourceTreeManager.java,418,20,16,3,4,27,13
 apache\xpath\VariableStack.java,544,5,2,1,1,5,4
 apache\xpath\WhitespaceStrippingElementMatcher.java,32,57,1,1,0,2,2
 apache\xpath\XPath.java,604,9,3,6,4,17,9
 apache\xpath\XPathAPI.java,314,3,8,0,5,18,4
 apache\xpath\XPathContext.java,1213,21,37,9,74,194,49
 apache\xpath\XPathException.java,346,3,2,0,0,2,1
 apache\xpath\XPathFactory.java,84,2,1,0,1,3,2
 apache\xpath\XPathVisitor.java,237,1,1,1,0,2,2
 w3c\dom\css\Counter.java,0,32,6,0,0,6,6
 w3c\dom\css\CSS2Properties.java,0,1041,370,0,0,370,126
 w3c\dom\css\CSSCharsetRule.java,0,41,7,0,0,7,5
 w3c\dom\css\CSSFontFaceRule.java,0,24,4,0,0,4,4
 w3c\dom\css\CSSImportRule.java,0,37,7,0,0,7,7
 w3c\dom\css\CSSMediaRule.java,0,64,12,0,0,12,8
 w3c\dom\css\CSSPageRule.java,0,33,8,0,0,8,6
 w3c\dom\css\CSSPrimitiveValue.java,0,249,47,0,0,47,38
 w3c\dom\css\CSSRule.java,0,76,17,0,0,17,15
 w3c\dom\css\CSSRuleList.java,0,38,5,0,0,5,5
 w3c\dom\css\CSSStyleDeclaration.java,0,133,19,0,0,19,13
 w3c\dom\css\CSSStyleRule.java,0,34,8,0,0,8,6
 w3c\dom\css\CSSStyleSheet.java,0,73,12,0,0,12,8
 w3c\dom\css\CSSUnknownRule.java,0,19,3,0,0,3,2
 w3c\dom\css\CSSValue.java,0,56,12,0,0,12,10
 w3c\dom\css\CSSValueList.java,0,41,5,0,0,5,5
 w3c\dom\css\DocumentCSS.java,0,43,7,0,0,7,5
 w3c\dom\css\DOMImplementationCSS.java,0,32,8,0,0,8,5
 w3c\dom\css\ElementCSSInlineStyle.java,0,28,4,0,0,4,4
 w3c\dom\css\Rect.java,0,37,7,0,0,7,7
 w3c\dom\css\RGBColor.java,0,41,6,0,0,6,6
 w3c\dom\css\ViewCSS.java,0,36,7,0,0,7,5
 w3c\dom\events\DocumentEvent.java,0,50,6,0,0,6,5
 w3c\dom\events\Event.java,0,123,18,0,0,18,16
 w3c\dom\events\EventException.java,0,27,9,0,0,9,4
 w3c\dom\events\EventListener.java,0,37,4,0,0,4,4
 w3c\dom\events\EventTarget.java,0,91,11,0,0,11,6
 w3c\dom\events\MouseEvent.java,0,123,29,0,0,29,15
 w3c\dom\events\MutationEvent.java,0,88,20,0,0,20,13
 w3c\dom\events\UIEvent.java,0,47,11,0,0,11,7
 w3c\dom\html\HTMLAnchorElement.java,0,82,29,0,0,29,17
 w3c\dom\html\HTMLAppletElement.java,0,77,25,0,0,25,14
 w3c\dom\html\HTMLAreaElement.java,0,59,19,0,0,19,11
 w3c\dom\html\HTMLBaseElement.java,0,26,7,0,0,7,5
 w3c\dom\html\HTMLBaseFontElement.java,0,33,9,0,0,9,6
 w3c\dom\html\HTMLBodyElement.java,0,52,15,0,0,15,9
 w3c\dom\html\HTMLBRElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLButtonElement.java,0,52,15,0,0,15,10
 w3c\dom\html\HTMLCollection.java,0,48,7,0,0,7,7
 w3c\dom\html\HTMLDirectoryElement.java,0,23,5,0,0,5,4
 w3c\dom\html\HTMLDivElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLDListElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLDocument.java,0,136,26,0,0,26,21
 w3c\dom\html\HTMLElement.java,0,51,14,0,0,14,9
 w3c\dom\html\HTMLFieldSetElement.java,0,24,4,0,0,4,4
