relName,className,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,totalChangedsloc
ui\TransferableModelElements.java,org.argouml.ui.TransferableModelElements,23,23,0,0,0,0
ui\TreeModelComposite.java,org.argouml.ui.TreeModelComposite,60,53,1,8,6,21
ui\TreeModelSupport.java,org.argouml.ui.TreeModelSupport,102,98,0,4,5,14
ui\ZoomSliderButton.java,org.argouml.ui.ZoomSliderButton,111,173,62,0,9,80
ui\cmd\ActionAboutArgoUML.java,org.argouml.ui.cmd.ActionAboutArgoUML,13,13,0,0,0,0
ui\cmd\ActionAdjustGrid.java,org.argouml.ui.cmd.ActionAdjustGrid,118,84,19,53,24,120
ui\cmd\ActionAdjustSnap.java,org.argouml.ui.cmd.ActionAdjustSnap,78,75,0,3,6,15
ui\cmd\ActionExit.java,org.argouml.ui.cmd.ActionExit,15,15,0,0,0,0
ui\cmd\ActionFind.java,org.argouml.ui.cmd.ActionFind,13,13,0,0,0,0
ui\cmd\ActionGotoDiagram.java,org.argouml.ui.cmd.ActionGotoDiagram,22,22,0,0,1,2
ui\cmd\ActionNew.java,org.argouml.ui.cmd.ActionNew,29,29,0,0,1,2
ui\cmd\ActionPageSetup.java,org.argouml.ui.cmd.ActionPageSetup,9,9,0,0,0,0
ui\cmd\ActionPrint.java,org.argouml.ui.cmd.ActionPrint,11,11,0,0,0,0
ui\cmd\ActionShowXMLDump.java,org.argouml.ui.cmd.ActionShowXMLDump,29,29,0,0,0,0
ui\cmd\ActionSystemInfo.java,org.argouml.ui.cmd.ActionSystemInfo,21,21,0,0,2,4
ui\cmd\CmdSetPreferredSize.java,org.argouml.ui.cmd.CmdSetPreferredSize,62,67,5,0,7,19
ui\cmd\GenericArgoMenuBar.java,org.argouml.ui.cmd.GenericArgoMenuBar,439,651,236,24,71,402
ui\cmd\LastRecentlyUsedMenuList.java,org.argouml.ui.cmd.LastRecentlyUsedMenuList,80,80,0,0,0,0
ui\cmd\NavigateTargetBackAction.java,org.argouml.ui.cmd.NavigateTargetBackAction,15,15,0,0,0,0
ui\cmd\NavigateTargetForwardAction.java,org.argouml.ui.cmd.NavigateTargetForwardAction,15,15,0,0,0,0
ui\cmd\PrintManager.java,org.argouml.ui.cmd.PrintManager,21,19,0,2,2,6
ui\cmd\ShortcutChangedEvent.java,org.argouml.ui.cmd.ShortcutChangedEvent,11,11,0,0,0,0
ui\cmd\ShortcutMgr.java,org.argouml.ui.cmd.ShortcutMgr,380,391,19,8,47,121
ui\explorer\ActionPerspectiveConfig.java,org.argouml.ui.explorer.ActionPerspectiveConfig,14,14,0,0,0,0
ui\explorer\DnDExplorerTree.java,org.argouml.ui.explorer.DnDExplorerTree,425,495,72,2,22,118
ui\explorer\ExplorerEventAdaptor.java,org.argouml.ui.explorer.ExplorerEventAdaptor,76,92,16,0,6,28
ui\explorer\ExplorerPerspective.java,org.argouml.ui.explorer.ExplorerPerspective,31,32,1,0,3,7
ui\explorer\ExplorerPopup.java,org.argouml.ui.explorer.ExplorerPopup,440,519,113,34,168,483
ui\explorer\ExplorerTree.java,org.argouml.ui.explorer.ExplorerTree,277,287,39,29,23,114
ui\explorer\ExplorerTreeModel.java,org.argouml.ui.explorer.ExplorerTreeModel,380,359,15,36,61,173
ui\explorer\ExplorerTreeNode.java,org.argouml.ui.explorer.ExplorerTreeNode,56,62,6,0,7,20
ui\explorer\NameOrder.java,org.argouml.ui.explorer.NameOrder,49,47,6,8,8,30
ui\explorer\PerspectiveComboBox.java,org.argouml.ui.explorer.PerspectiveComboBox,14,14,0,0,0,0
ui\explorer\PerspectiveConfigurator.java,org.argouml.ui.explorer.PerspectiveConfigurator,558,549,1,10,26,63
ui\explorer\PerspectiveManager.java,org.argouml.ui.explorer.PerspectiveManager,330,355,41,16,30,117
ui\explorer\TypeThenNameOrder.java,org.argouml.ui.explorer.TypeThenNameOrder,42,44,2,0,0,2
ui\explorer\rules\AbstractPerspectiveRule.java,org.argouml.ui.explorer.rules.AbstractPerspectiveRule,7,7,0,0,0,0
ui\explorer\rules\AssociationsNode.java,org.argouml.ui.explorer.rules.AssociationsNode,15,15,0,0,0,0
ui\explorer\rules\AttributesNode.java,org.argouml.ui.explorer.rules.AttributesNode,15,15,0,0,0,0
ui\explorer\rules\GoAssocRoleToMessages.java,org.argouml.ui.explorer.rules.GoAssocRoleToMessages,19,19,0,0,3,6
ui\explorer\rules\GoBehavioralFeatureToStateDiagram.java,org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateDiagram,28,25,0,3,5,13
ui\explorer\rules\GoBehavioralFeatureToStateMachine.java,org.argouml.ui.explorer.rules.GoBehavioralFeatureToStateMachine,19,19,0,0,3,6
ui\explorer\rules\GoClassToAssociatedClass.java,org.argouml.ui.explorer.rules.GoClassToAssociatedClass,19,19,0,0,3,6
ui\explorer\rules\GoClassToNavigableClass.java,org.argouml.ui.explorer.rules.GoClassToNavigableClass,51,51,0,0,4,8
ui\explorer\rules\GoClassToSummary.java,org.argouml.ui.explorer.rules.GoClassToSummary,89,89,0,0,3,6
ui\explorer\rules\GoClassifierToBehavioralFeature.java,org.argouml.ui.explorer.rules.GoClassifierToBehavioralFeature,19,19,0,0,3,6
ui\explorer\rules\GoClassifierToCollaboration.java,org.argouml.ui.explorer.rules.GoClassifierToCollaboration,19,19,0,0,3,6
ui\explorer\rules\GoClassifierToInstance.java,org.argouml.ui.explorer.rules.GoClassifierToInstance,19,19,0,0,3,6
ui\explorer\rules\GoClassifierToSequenceDiagram.java,org.argouml.ui.explorer.rules.GoClassifierToSequenceDiagram,27,25,0,2,5,12
ui\explorer\rules\GoClassifierToStateMachine.java,org.argouml.ui.explorer.rules.GoClassifierToStateMachine,19,19,0,0,3,6
ui\explorer\rules\GoClassifierToStructuralFeature.java,org.argouml.ui.explorer.rules.GoClassifierToStructuralFeature,19,19,0,0,10,20
ui\explorer\rules\GoCollaborationToDiagram.java,org.argouml.ui.explorer.rules.GoCollaborationToDiagram,34,31,1,4,15,35
ui\explorer\rules\GoCollaborationToInteraction.java,org.argouml.ui.explorer.rules.GoCollaborationToInteraction,19,19,0,0,3,6
ui\explorer\rules\GoComponentToResidentModelElement.java,org.argouml.ui.explorer.rules.GoComponentToResidentModelElement,20,20,0,0,3,6
ui\explorer\rules\GoCompositeStateToSubvertex.java,org.argouml.ui.explorer.rules.GoCompositeStateToSubvertex,19,19,0,0,3,6
ui\explorer\rules\GoDiagramToEdge.java,org.argouml.ui.explorer.rules.GoDiagramToEdge,14,14,0,0,3,6
ui\explorer\rules\GoDiagramToNode.java,org.argouml.ui.explorer.rules.GoDiagramToNode,14,14,0,0,3,6
ui\explorer\rules\GoElementToMachine.java,org.argouml.ui.explorer.rules.GoElementToMachine,19,19,0,0,3,6
ui\explorer\rules\GoEnumerationToLiterals.java,org.argouml.ui.explorer.rules.GoEnumerationToLiterals,29,29,0,0,3,6
ui\explorer\rules\GoGeneralizableElementToSpecialized.java,org.argouml.ui.explorer.rules.GoGeneralizableElementToSpecialized,20,20,0,0,4,8
ui\explorer\rules\GoInteractionToMessages.java,org.argouml.ui.explorer.rules.GoInteractionToMessages,19,19,0,0,2,4
ui\explorer\rules\GoLinkToStimuli.java,org.argouml.ui.explorer.rules.GoLinkToStimuli,19,19,0,0,3,6
ui\explorer\rules\GoMessageToAction.java,org.argouml.ui.explorer.rules.GoMessageToAction,24,24,0,0,3,6
ui\explorer\rules\GoModelElementToBehavior.java,org.argouml.ui.explorer.rules.GoModelElementToBehavior,19,19,0,0,3,6
ui\explorer\rules\GoModelElementToComment.java,org.argouml.ui.explorer.rules.GoModelElementToComment,19,19,0,0,3,6
ui\explorer\rules\GoModelElementToContainedDiagrams.java,org.argouml.ui.explorer.rules.GoModelElementToContainedDiagrams,30,25,0,5,5,15
ui\explorer\rules\GoModelElementToContainedLostElements.java,org.argouml.ui.explorer.rules.GoModelElementToContainedLostElements,34,34,0,0,0,0
ui\explorer\rules\GoModelElementToContents.java,org.argouml.ui.explorer.rules.GoModelElementToContents,19,19,0,0,1,2
ui\explorer\rules\GoModelToBaseElements.java,org.argouml.ui.explorer.rules.GoModelToBaseElements,32,30,0,2,10,22
ui\explorer\rules\GoModelToCollaboration.java,org.argouml.ui.explorer.rules.GoModelToCollaboration,28,28,0,0,3,6
ui\explorer\rules\GoModelToDiagrams.java,org.argouml.ui.explorer.rules.GoModelToDiagrams,20,20,0,0,4,8
ui\explorer\rules\GoModelToElements.java,org.argouml.ui.explorer.rules.GoModelToElements,19,19,0,0,3,6
ui\explorer\rules\GoModelToNode.java,org.argouml.ui.explorer.rules.GoModelToNode,17,17,0,0,3,6
ui\explorer\rules\GoNamespaceToClassifierAndPackage.java,org.argouml.ui.explorer.rules.GoNamespaceToClassifierAndPackage,30,30,0,0,3,6
ui\explorer\rules\GoNamespaceToDiagram.java,org.argouml.ui.explorer.rules.GoNamespaceToDiagram,28,26,0,2,3,8
ui\explorer\rules\GoNamespaceToOwnedElements.java,org.argouml.ui.explorer.rules.GoNamespaceToOwnedElements,42,42,0,0,3,6
ui\explorer\rules\GoNodeToResidentComponent.java,org.argouml.ui.explorer.rules.GoNodeToResidentComponent,14,14,0,0,3,6
ui\explorer\rules\GoOperationToCollaboration.java,org.argouml.ui.explorer.rules.GoOperationToCollaboration,22,22,0,0,3,6
ui\explorer\rules\GoOperationToCollaborationDiagram.java,org.argouml.ui.explorer.rules.GoOperationToCollaborationDiagram,28,25,0,3,6,15
ui\explorer\rules\GoOperationToSequenceDiagram.java,org.argouml.ui.explorer.rules.GoOperationToSequenceDiagram,29,27,0,2,5,12
ui\explorer\rules\GoPackageToClass.java,org.argouml.ui.explorer.rules.GoPackageToClass,16,16,0,0,2,4
ui\explorer\rules\GoProjectToCollaboration.java,org.argouml.ui.explorer.rules.GoProjectToCollaboration,25,24,0,1,9,19
ui\explorer\rules\GoProjectToDiagram.java,org.argouml.ui.explorer.rules.GoProjectToDiagram,14,14,0,0,4,8
ui\explorer\rules\GoProjectToModel.java,org.argouml.ui.explorer.rules.GoProjectToModel,14,14,0,0,4,8
ui\explorer\rules\GoProjectToStateMachine.java,org.argouml.ui.explorer.rules.GoProjectToStateMachine,20,19,0,1,4,9
ui\explorer\rules\GoSignalToReception.java,org.argouml.ui.explorer.rules.GoSignalToReception,19,19,0,0,3,6
ui\explorer\rules\GoStateMachineToState.java,org.argouml.ui.explorer.rules.GoStateMachineToState,25,25,0,0,3,6
ui\explorer\rules\GoStateMachineToTop.java,org.argouml.ui.explorer.rules.GoStateMachineToTop,21,21,0,0,3,6
ui\explorer\rules\GoStateMachineToTransition.java,org.argouml.ui.explorer.rules.GoStateMachineToTransition,19,19,0,0,3,6
ui\explorer\rules\GoStateToDoActivity.java,org.argouml.ui.explorer.rules.GoStateToDoActivity,22,22,0,0,5,10
ui\explorer\rules\GoStateToDownstream.java,org.argouml.ui.explorer.rules.GoStateToDownstream,19,19,0,0,4,8
ui\explorer\rules\GoStateToEntry.java,org.argouml.ui.explorer.rules.GoStateToEntry,22,22,0,0,4,8
ui\explorer\rules\GoStateToExit.java,org.argouml.ui.explorer.rules.GoStateToExit,22,22,0,0,4,8
ui\explorer\rules\GoStateToIncomingTrans.java,org.argouml.ui.explorer.rules.GoStateToIncomingTrans,19,19,0,0,3,6
ui\explorer\rules\GoStateToInternalTrans.java,org.argouml.ui.explorer.rules.GoStateToInternalTrans,19,19,0,0,4,8
ui\explorer\rules\GoStateToOutgoingTrans.java,org.argouml.ui.explorer.rules.GoStateToOutgoingTrans,19,19,0,0,4,8
ui\explorer\rules\GoStatemachineToDiagram.java,org.argouml.ui.explorer.rules.GoStatemachineToDiagram,37,35,0,2,5,12
ui\explorer\rules\GoStereotypeToTagDefinition.java,org.argouml.ui.explorer.rules.GoStereotypeToTagDefinition,31,34,3,0,6,15
ui\explorer\rules\GoStimulusToAction.java,org.argouml.ui.explorer.rules.GoStimulusToAction,22,23,1,0,6,13
ui\explorer\rules\GoSubmachineStateToStateMachine.java,org.argouml.ui.explorer.rules.GoSubmachineStateToStateMachine,21,21,0,0,2,4
ui\explorer\rules\GoSummaryToAssociation.java,org.argouml.ui.explorer.rules.GoSummaryToAssociation,20,20,0,0,3,6
ui\explorer\rules\GoSummaryToAttribute.java,org.argouml.ui.explorer.rules.GoSummaryToAttribute,20,20,0,0,3,6
ui\explorer\rules\GoSummaryToIncomingDependency.java,org.argouml.ui.explorer.rules.GoSummaryToIncomingDependency,30,30,0,0,3,6
ui\explorer\rules\GoSummaryToInheritance.java,org.argouml.ui.explorer.rules.GoSummaryToInheritance,50,50,0,0,3,6
ui\explorer\rules\GoSummaryToOperation.java,org.argouml.ui.explorer.rules.GoSummaryToOperation,20,20,0,0,6,12
ui\explorer\rules\GoSummaryToOutgoingDependency.java,org.argouml.ui.explorer.rules.GoSummaryToOutgoingDependency,30,30,0,0,4,8
ui\explorer\rules\GoTransitionToGuard.java,org.argouml.ui.explorer.rules.GoTransitionToGuard,21,21,0,0,2,4
ui\explorer\rules\GoTransitionToSource.java,org.argouml.ui.explorer.rules.GoTransitionToSource,21,21,0,0,2,4
ui\explorer\rules\GoTransitionToTarget.java,org.argouml.ui.explorer.rules.GoTransitionToTarget,21,21,0,0,3,6
ui\explorer\rules\GoTransitiontoEffect.java,org.argouml.ui.explorer.rules.GoTransitiontoEffect,24,24,0,0,2,4
ui\explorer\rules\GoUseCaseToExtensionPoint.java,org.argouml.ui.explorer.rules.GoUseCaseToExtensionPoint,19,19,0,0,4,8
ui\explorer\rules\IncomingDependencyNode.java,org.argouml.ui.explorer.rules.IncomingDependencyNode,15,15,0,0,0,0
ui\explorer\rules\InheritanceNode.java,org.argouml.ui.explorer.rules.InheritanceNode,15,15,0,0,0,0
ui\explorer\rules\OperationsNode.java,org.argouml.ui.explorer.rules.OperationsNode,15,15,0,0,0,0
ui\explorer\rules\OutgoingDependencyNode.java,org.argouml.ui.explorer.rules.OutgoingDependencyNode,15,15,0,0,0,0
ui\targetmanager\TargetEvent.java,org.argouml.ui.targetmanager.TargetEvent,61,57,0,4,2,8
ui\targetmanager\TargetManager.java,org.argouml.ui.targetmanager.TargetManager,592,551,28,69,15,127
uml\ChildGenRelated.java,org.argouml.uml.ChildGenRelated,24,24,0,0,1,2
uml\DocumentationManager.java,org.argouml.uml.DocumentationManager,154,165,11,0,5,21
uml\GenAncestorClasses.java,org.argouml.uml.GenAncestorClasses,25,22,0,3,12,27
uml\GenCompositeClasses.java,org.argouml.uml.GenCompositeClasses,39,39,0,0,6,12
uml\GenDescendantClasses.java,org.argouml.uml.GenDescendantClasses,31,28,1,4,11,27
uml\PredicateFind.java,org.argouml.uml.PredicateFind,33,33,0,0,1,2
uml\PredicateNotInTrash.java,org.argouml.uml.PredicateNotInTrash,9,5,0,4,1,6
uml\ProjectMemberModel.java,org.argouml.uml.ProjectMemberModel,26,27,1,0,1,3
uml\TMResults.java,org.argouml.uml.TMResults,123,124,1,0,8,17
uml\UUIDHelper.java,org.argouml.uml.UUIDHelper,16,16,0,0,0,0
uml\cognitive\ChildGenFind.java,org.argouml.uml.cognitive.ChildGenFind,27,21,1,7,9,26
uml\cognitive\ProjectMemberTodoList.java,org.argouml.uml.cognitive.ProjectMemberTodoList,60,43,1,18,19,57
uml\cognitive\UMLDecision.java,org.argouml.uml.cognitive.UMLDecision,53,53,0,0,0,0
uml\cognitive\UMLToDoItem.java,org.argouml.uml.cognitive.UMLToDoItem,60,77,22,5,4,35
uml\cognitive\checklist\Init.java,org.argouml.uml.cognitive.checklist.Init,420,420,0,0,2,4
uml\cognitive\checklist\UMLCheckItem.java,org.argouml.uml.cognitive.checklist.UMLCheckItem,32,32,0,0,0,0
uml\cognitive\critics\AbstractCrTooMany.java,org.argouml.uml.cognitive.critics.AbstractCrTooMany,12,12,0,0,3,6
uml\cognitive\critics\AbstractCrUnconventionalName.java,org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName,3,3,0,0,0,0
uml\cognitive\critics\CrUselessAbstract.java,org.argouml.uml.cognitive.critics.ChildGenDerivedClasses,19,17,0,2,8,18
uml\cognitive\critics\ChildGenUML.java,org.argouml.uml.cognitive.critics.ChildGenUML,76,89,13,0,31,75
uml\cognitive\critics\ClAttributeCompartment.java,org.argouml.uml.cognitive.critics.ClAttributeCompartment,61,61,0,0,0,0
uml\cognitive\critics\ClClassName.java,org.argouml.uml.cognitive.critics.ClClassName,59,59,0,0,0,0
uml\cognitive\critics\ClOperationCompartment.java,org.argouml.uml.cognitive.critics.ClOperationCompartment,56,56,0,0,0,0
uml\cognitive\critics\CrAlreadyRealizes.java,org.argouml.uml.cognitive.critics.CrAlreadyRealizes,23,28,5,0,0,5
uml\cognitive\critics\CrAssocNameConflict.java,org.argouml.uml.cognitive.critics.CrAssocNameConflict,72,79,11,4,16,47
uml\cognitive\critics\CrAttrNameConflict.java,org.argouml.uml.cognitive.critics.CrAttrNameConflict,28,39,11,0,5,21
uml\cognitive\critics\CrCircularAssocClass.java,org.argouml.uml.cognitive.critics.CrCircularAssocClass,28,33,5,0,0,5
uml\cognitive\critics\CrCircularComposition.java,org.argouml.uml.cognitive.critics.CrCircularComposition,48,57,11,2,6,25
uml\cognitive\critics\CrCircularInheritance.java,org.argouml.uml.cognitive.critics.CrCircularInheritance,23,28,5,0,0,5
uml\cognitive\critics\CrClassMustBeAbstract.java,org.argouml.uml.cognitive.critics.CrClassMustBeAbstract,24,29,5,0,0,5
uml\cognitive\critics\CrClassWithoutComponent.java,org.argouml.uml.cognitive.critics.CrClassWithoutComponent,46,46,0,0,4,8
uml\cognitive\critics\CrCompInstanceWithoutNode.java,org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode,63,63,0,0,7,14
uml\cognitive\critics\CrComponentInstanceWithoutClassifier.java,org.argouml.uml.cognitive.critics.CrComponentInstanceWithoutClassifier,62,62,0,0,3,6
uml\cognitive\critics\CrComponentWithoutNode.java,org.argouml.uml.cognitive.critics.CrComponentWithoutNode,61,61,0,0,6,12
uml\cognitive\critics\CrConflictingComposites.java,org.argouml.uml.cognitive.critics.CrConflictingComposites,37,37,0,0,0,0
uml\cognitive\critics\CrConstructorNeeded.java,org.argouml.uml.cognitive.critics.CrConstructorNeeded,57,60,3,0,3,9
uml\cognitive\critics\CrCrossNamespaceAssoc.java,org.argouml.uml.cognitive.critics.CrCrossNamespaceAssoc,24,29,5,0,0,5
uml\cognitive\critics\CrDisambigClassName.java,org.argouml.uml.cognitive.critics.CrDisambigClassName,66,70,5,1,13,32
uml\cognitive\critics\CrDisambigStateName.java,org.argouml.uml.cognitive.critics.CrDisambigStateName,60,65,5,0,0,5
uml\cognitive\critics\CrDupParamName.java,org.argouml.uml.cognitive.critics.CrDupParamName,27,33,6,0,3,12
uml\cognitive\critics\CrDupRoleNames.java,org.argouml.uml.cognitive.critics.CrDupRoleNames,29,34,5,0,3,11
uml\cognitive\critics\CrEmptyPackage.java,org.argouml.uml.cognitive.critics.CrEmptyPackage,19,25,6,0,2,10
uml\cognitive\critics\CrFinalSubclassed.java,org.argouml.uml.cognitive.critics.CrFinalSubclassed,19,25,6,0,0,6
uml\cognitive\critics\CrForkOutgoingTransition.java,org.argouml.uml.cognitive.critics.CrForkOutgoingTransition,22,25,5,2,4,15
uml\cognitive\critics\CrIllegalGeneralization.java,org.argouml.uml.cognitive.critics.CrIllegalGeneralization,25,31,6,0,3,12
uml\cognitive\critics\CrIllegalName.java,org.argouml.uml.cognitive.critics.CrIllegalName,30,40,10,0,0,10
uml\cognitive\critics\CrInstanceWithoutClassifier.java,org.argouml.uml.cognitive.critics.CrInstanceWithoutClassifier,53,53,0,0,3,6
uml\cognitive\critics\CrInterfaceAllPublic.java,org.argouml.uml.cognitive.critics.CrInterfaceAllPublic,30,35,5,0,0,5
uml\cognitive\critics\CrInterfaceOperOnly.java,org.argouml.uml.cognitive.critics.CrInterfaceOperOnly,19,24,5,0,0,5
uml\cognitive\critics\CrInterfaceWithoutComponent.java,org.argouml.uml.cognitive.critics.CrInterfaceWithoutComponent,46,46,0,0,4,8
uml\cognitive\critics\CrInvalidBranch.java,org.argouml.uml.cognitive.critics.CrInvalidBranch,30,35,5,0,2,9
uml\cognitive\critics\CrInvalidFork.java,org.argouml.uml.cognitive.critics.CrInvalidFork,29,34,5,0,2,9
uml\cognitive\critics\CrInvalidForkTriggerOrGuard.java,org.argouml.uml.cognitive.critics.CrInvalidForkTriggerOrGuard,43,48,5,0,2,9
uml\cognitive\critics\CrInvalidHistory.java,org.argouml.uml.cognitive.critics.CrInvalidHistory,20,25,5,0,2,9
uml\cognitive\critics\CrInvalidInitial.java,org.argouml.uml.cognitive.critics.CrInvalidInitial,24,29,5,0,2,9
uml\cognitive\critics\CrInvalidJoin.java,org.argouml.uml.cognitive.critics.CrInvalidJoin,29,33,5,1,4,14
uml\cognitive\critics\CrInvalidJoinTriggerOrGuard.java,org.argouml.uml.cognitive.critics.CrInvalidJoinTriggerOrGuard,44,49,5,0,2,9
uml\cognitive\critics\CrInvalidPseudoStateTrigger.java,org.argouml.uml.cognitive.critics.CrInvalidPseudoStateTrigger,24,29,5,0,2,9
uml\cognitive\critics\CrInvalidSynch.java,org.argouml.uml.cognitive.critics.CrInvalidSynch,43,48,5,0,0,5
uml\cognitive\critics\CrJoinIncomingTransition.java,org.argouml.uml.cognitive.critics.CrJoinIncomingTransition,22,25,5,2,4,15
uml\cognitive\critics\CrMergeClasses.java,org.argouml.uml.cognitive.critics.CrMergeClasses,41,46,5,0,0,5
uml\cognitive\critics\CrMissingAttrName.java,org.argouml.uml.cognitive.critics.CrMissingAttrName,39,44,5,0,2,9
uml\cognitive\critics\CrMissingClassName.java,org.argouml.uml.cognitive.critics.CrMissingClassName,40,45,5,0,2,9
uml\cognitive\critics\CrMissingOperName.java,org.argouml.uml.cognitive.critics.CrMissingOperName,35,45,10,0,3,16
uml\cognitive\critics\CrMissingStateName.java,org.argouml.uml.cognitive.critics.CrMissingStateName,59,70,11,0,3,17
uml\cognitive\critics\CrMultiComposite.java,org.argouml.uml.cognitive.critics.CrMultiComposite,23,28,5,0,0,5
uml\cognitive\critics\CrMultipleAgg.java,org.argouml.uml.cognitive.critics.CrMultipleAgg,38,43,5,0,0,5
uml\cognitive\critics\CrMultipleDeepHistoryStates.java,org.argouml.uml.cognitive.critics.CrMultipleDeepHistoryStates,75,79,5,1,8,22
uml\cognitive\critics\CrMultipleInitialStates.java,org.argouml.uml.cognitive.critics.CrMultipleInitialStates,76,82,8,2,9,28
uml\cognitive\critics\CrMultipleShallowHistoryStates.java,org.argouml.uml.cognitive.critics.CrMultipleShallowHistoryStates,75,81,8,2,9,28
uml\cognitive\critics\CrNWayAgg.java,org.argouml.uml.cognitive.critics.CrNWayAgg,32,37,5,0,0,5
uml\cognitive\critics\CrNameConflict.java,org.argouml.uml.cognitive.critics.CrNameConflict,54,62,10,2,8,28
uml\cognitive\critics\CrNameConflictAC.java,org.argouml.uml.cognitive.critics.CrNameConflictAC,10,15,5,0,0,5
uml\cognitive\critics\CrNameConfusion.java,org.argouml.uml.cognitive.critics.CrNameConfusion,120,130,10,0,4,18
uml\cognitive\critics\CrNavFromInterface.java,org.argouml.uml.cognitive.critics.CrNavFromInterface,33,38,5,0,0,5
uml\cognitive\critics\CrNoAssociations.java,org.argouml.uml.cognitive.critics.CrNoAssociations,80,88,8,0,2,12
uml\cognitive\critics\CrNoGuard.java,org.argouml.uml.cognitive.critics.CrNoGuard,35,40,5,0,2,9
uml\cognitive\critics\CrNoIncomingTransitions.java,org.argouml.uml.cognitive.critics.CrNoIncomingTransitions,40,45,5,0,2,9
uml\cognitive\critics\CrNoInitialState.java,org.argouml.uml.cognitive.critics.CrNoInitialState,33,38,5,0,0,5
uml\cognitive\critics\CrNoInstanceVariables.java,org.argouml.uml.cognitive.critics.CrNoInstanceVariables,58,79,21,0,18,57
uml\cognitive\critics\CrNoOperations.java,org.argouml.uml.cognitive.critics.CrNoOperations,52,76,24,0,14,52
uml\cognitive\critics\CrNoOutgoingTransitions.java,org.argouml.uml.cognitive.critics.CrNoOutgoingTransitions,37,42,5,0,2,9
uml\cognitive\critics\CrNoTransitions.java,org.argouml.uml.cognitive.critics.CrNoTransitions,44,49,5,0,2,9
uml\cognitive\critics\CrNoTriggerOrGuard.java,org.argouml.uml.cognitive.critics.CrNoTriggerOrGuard,54,59,5,0,2,9
uml\cognitive\critics\CrNodeInsideElement.java,org.argouml.uml.cognitive.critics.CrNodeInsideElement,44,51,9,2,8,27
uml\cognitive\critics\CrNodeInstanceInsideElement.java,org.argouml.uml.cognitive.critics.CrNodeInstanceInsideElement,46,53,9,2,10,31
uml\cognitive\critics\CrNodeInstanceWithoutClassifier.java,org.argouml.uml.cognitive.critics.CrNodeInstanceWithoutClassifier,59,60,3,2,7,19
uml\cognitive\critics\CrNodesOverlap.java,org.argouml.uml.cognitive.critics.CrNodesOverlap,79,94,15,0,14,43
uml\cognitive\critics\CrNonAggDataType.java,org.argouml.uml.cognitive.critics.CrNonAggDataType,11,16,5,0,0,5
uml\cognitive\critics\CrObjectWithoutClassifier.java,org.argouml.uml.cognitive.critics.CrObjectWithoutClassifier,49,56,8,1,10,29
uml\cognitive\critics\CrObjectWithoutComponent.java,org.argouml.uml.cognitive.critics.CrObjectWithoutComponent,48,51,4,1,7,19
uml\cognitive\critics\CrOperNameConflict.java,org.argouml.uml.cognitive.critics.CrOperNameConflict,77,85,13,5,18,54
uml\cognitive\critics\CrOppEndConflict.java,org.argouml.uml.cognitive.critics.CrOppEndConflict,30,35,5,0,0,5
uml\cognitive\critics\CrOppEndVsAttr.java,org.argouml.uml.cognitive.critics.CrOppEndVsAttr,70,76,6,0,3,12
uml\cognitive\critics\CrReservedName.java,org.argouml.uml.cognitive.critics.CrReservedName,181,128,20,73,58,209
uml\cognitive\critics\CrSeqInstanceWithoutClassifier.java,org.argouml.uml.cognitive.critics.CrSeqInstanceWithoutClassifier,49,58,10,1,11,33
uml\cognitive\critics\CrSubclassReference.java,org.argouml.uml.cognitive.critics.CrSubclassReference,61,80,20,1,17,55
uml\cognitive\critics\CrTooManyAssoc.java,org.argouml.uml.cognitive.critics.CrTooManyAssoc,16,21,5,0,0,5
uml\cognitive\critics\CrTooManyAttr.java,org.argouml.uml.cognitive.critics.CrTooManyAttr,29,34,5,0,0,5
uml\cognitive\critics\CrTooManyClasses.java,org.argouml.uml.cognitive.critics.CrTooManyClasses,19,31,12,0,4,20
uml\cognitive\critics\CrTooManyOper.java,org.argouml.uml.cognitive.critics.CrTooManyOper,29,34,5,0,0,5
uml\cognitive\critics\CrTooManyStates.java,org.argouml.uml.cognitive.critics.CrTooManyStates,20,25,5,0,0,5
uml\cognitive\critics\CrTooManyTransitions.java,org.argouml.uml.cognitive.critics.CrTooManyTransitions,24,29,5,0,0,5
uml\cognitive\critics\CrUML.java,org.argouml.uml.cognitive.critics.CrUML,86,92,9,3,3,18
uml\cognitive\critics\CrUnconventionalAttrName.java,org.argouml.uml.cognitive.critics.CrUnconventionalAttrName,108,114,8,2,6,22
uml\cognitive\critics\CrUnconventionalClassName.java,org.argouml.uml.cognitive.critics.CrUnconventionalClassName,60,69,9,0,2,13
uml\cognitive\critics\CrUnconventionalOperName.java,org.argouml.uml.cognitive.critics.CrUnconventionalOperName,103,113,13,3,7,30
uml\cognitive\critics\CrUnconventionalPackName.java,org.argouml.uml.cognitive.critics.CrUnconventionalPackName,62,72,10,0,9,28
uml\cognitive\critics\CrUnnavigableAssoc.java,org.argouml.uml.cognitive.critics.CrUnnavigableAssoc,20,25,5,0,0,5
uml\cognitive\critics\CrUselessAbstract.java,org.argouml.uml.cognitive.critics.CrUselessAbstract,24,32,10,2,5,22
