relName,className,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,totalChangedsloc
uml\cognitive\critics\CrUselessInterface.java,org.argouml.uml.cognitive.critics.CrUselessInterface,26,31,5,0,0,5
uml\cognitive\critics\CrUtilityViolated.java,org.argouml.uml.cognitive.critics.CrUtilityViolated,42,48,6,0,3,12
uml\cognitive\critics\CrWrongDepEnds.java,org.argouml.uml.cognitive.critics.CrWrongDepEnds,100,97,3,6,12,33
uml\cognitive\critics\CrWrongLinkEnds.java,org.argouml.uml.cognitive.critics.CrWrongLinkEnds,70,72,5,3,11,30
uml\cognitive\critics\CrZeroLengthEdge.java,org.argouml.uml.cognitive.critics.CrZeroLengthEdge,17,17,0,0,0,0
uml\cognitive\critics\UMLWizard.java,org.argouml.uml.cognitive.critics.UMLWizard,33,35,2,0,2,6
uml\cognitive\critics\WizAddConstructor.java,org.argouml.uml.cognitive.critics.WizAddConstructor,78,52,0,26,6,38
uml\cognitive\critics\WizAddInstanceVariable.java,org.argouml.uml.cognitive.critics.WizAddInstanceVariable,46,43,0,3,3,9
uml\cognitive\critics\WizAddOperation.java,org.argouml.uml.cognitive.critics.WizAddOperation,40,38,2,4,4,14
uml\cognitive\critics\WizAssocComposite.java,org.argouml.uml.cognitive.critics.WizAssocComposite,155,140,2,17,49,117
uml\cognitive\critics\WizBreakCircularComp.java,org.argouml.uml.cognitive.critics.WizBreakCircularComp,147,151,7,3,13,36
uml\cognitive\critics\WizCueCards.java,org.argouml.uml.cognitive.critics.WizCueCards,17,23,6,0,5,16
uml\cognitive\critics\WizMEName.java,org.argouml.uml.cognitive.critics.WizMEName,55,55,0,0,0,0
uml\cognitive\critics\WizManyNames.java,org.argouml.uml.cognitive.critics.WizManyNames,60,63,4,1,13,31
uml\cognitive\critics\WizNavigable.java,org.argouml.uml.cognitive.critics.WizNavigable,86,87,1,0,6,13
uml\cognitive\critics\WizOperName.java,org.argouml.uml.cognitive.critics.WizOperName,183,187,4,0,4,12
uml\cognitive\critics\WizTooMany.java,org.argouml.uml.cognitive.critics.WizTooMany,52,52,0,0,0,0
uml\diagram\DiagramFactory.java,org.argouml.uml.diagram.DiagramFactory,82,106,40,16,3,62
uml\diagram\ProjectMemberDiagram.java,org.argouml.uml.diagram.ProjectMemberDiagram,26,25,1,2,2,7
uml\diagram\UMLMutableGraphSupport.java,org.argouml.uml.diagram.UMLMutableGraphSupport,247,250,4,1,10,25
uml\diagram\UmlDiagramRenderer.java,org.argouml.uml.diagram.UmlDiagramRenderer,177,219,54,12,9,84
uml\diagram\activity\ActivityDiagramGraphModel.java,org.argouml.uml.diagram.activity.ActivityDiagramGraphModel,12,12,0,0,0,0
uml\diagram\activity\layout\ActivityDiagramLayouter.java,org.argouml.uml.diagram.activity.layout.ActivityDiagramLayouter,63,63,0,0,2,4
uml\diagram\activity\ui\ActivityDiagramRenderer.java,org.argouml.uml.diagram.activity.ui.ActivityDiagramRenderer,18,20,10,8,3,24
uml\diagram\activity\ui\FigActionState.java,org.argouml.uml.diagram.activity.ui.FigActionState,135,157,22,0,6,34
uml\diagram\activity\ui\FigCallState.java,org.argouml.uml.diagram.activity.ui.FigCallState,22,22,2,2,2,8
uml\diagram\activity\ui\FigObjectFlowState.java,org.argouml.uml.diagram.activity.ui.FigObjectFlowState,186,218,34,2,11,58
uml\diagram\activity\ui\FigPartition.java,org.argouml.uml.diagram.activity.ui.FigPartition,89,461,375,3,18,414
uml\diagram\activity\ui\FigSubactivityState.java,org.argouml.uml.diagram.activity.ui.FigSubactivityState,144,152,10,2,5,22
uml\diagram\activity\ui\SelectionActionState.java,org.argouml.uml.diagram.activity.ui.SelectionActionState,173,89,36,120,19,194
uml\diagram\activity\ui\SelectionCallState.java,org.argouml.uml.diagram.activity.ui.SelectionCallState,11,11,0,0,0,0
uml\diagram\activity\ui\UMLActivityDiagram.java,org.argouml.uml.diagram.activity.ui.UMLActivityDiagram,405,459,63,9,10,92
uml\diagram\collaboration\CollabDiagramGraphModel.java,org.argouml.uml.diagram.collaboration.CollabDiagramGraphModel,222,221,9,10,33,85
uml\diagram\collaboration\ui\ActionAddClassifierRole.java,org.argouml.uml.diagram.collaboration.ui.ActionAddClassifierRole,23,23,0,0,0,0
uml\diagram\collaboration\ui\CollabDiagramRenderer.java,org.argouml.uml.diagram.collaboration.ui.CollabDiagramRenderer,78,50,3,31,11,56
uml\diagram\collaboration\ui\FigAssociationRole.java,org.argouml.uml.diagram.collaboration.ui.FigAssociationRole,21,21,0,0,0,0
uml\diagram\collaboration\ui\FigClassifierRole.java,org.argouml.uml.diagram.collaboration.ui.FigClassifierRole,166,190,42,18,14,88
uml\diagram\collaboration\ui\FigAssociationRole.java,org.argouml.uml.diagram.collaboration.ui.FigMessageGroup,59,59,0,0,1,2
uml\diagram\collaboration\ui\SelectionClassifierRole.java,org.argouml.uml.diagram.collaboration.ui.SelectionClassifierRole,141,72,23,92,24,163
uml\diagram\collaboration\ui\UMLCollaborationDiagram.java,org.argouml.uml.diagram.collaboration.ui.UMLCollaborationDiagram,236,238,10,8,4,26
uml\diagram\deployment\DeploymentDiagramGraphModel.java,org.argouml.uml.diagram.deployment.DeploymentDiagramGraphModel,321,309,5,17,46,114
uml\diagram\deployment\ui\CubePortFigRect.java,org.argouml.uml.diagram.deployment.ui.CubePortFigRect,35,35,0,0,0,0
uml\diagram\deployment\ui\DeploymentDiagramRenderer.java,org.argouml.uml.diagram.deployment.ui.DeploymentDiagramRenderer,142,116,5,31,12,60
uml\diagram\deployment\ui\FigComponent.java,org.argouml.uml.diagram.deployment.ui.FigComponent,197,63,1,135,28,192
uml\diagram\deployment\ui\FigComponentInstance.java,org.argouml.uml.diagram.deployment.ui.FigComponentInstance,227,96,2,133,16,167
uml\diagram\deployment\ui\FigMNode.java,org.argouml.uml.diagram.deployment.ui.FigMNode,176,22,0,154,12,178
uml\diagram\deployment\ui\FigMNodeInstance.java,org.argouml.uml.diagram.deployment.ui.FigMNodeInstance,214,8,0,206,4,214
uml\diagram\deployment\ui\FigObject.java,org.argouml.uml.diagram.deployment.ui.FigObject,104,119,40,25,23,111
uml\diagram\deployment\ui\SelectionComponent.java,org.argouml.uml.diagram.deployment.ui.SelectionComponent,164,55,3,112,41,197
uml\diagram\deployment\ui\SelectionComponentInstance.java,org.argouml.uml.diagram.deployment.ui.SelectionComponentInstance,127,53,18,92,26,162
uml\diagram\deployment\ui\SelectionNode.java,org.argouml.uml.diagram.deployment.ui.SelectionNode,125,49,3,79,39,160
uml\diagram\deployment\ui\SelectionNodeInstance.java,org.argouml.uml.diagram.deployment.ui.SelectionNodeInstance,124,51,15,88,27,157
uml\diagram\deployment\ui\SelectionObject.java,org.argouml.uml.diagram.deployment.ui.SelectionObject,124,53,0,71,44,159
uml\diagram\deployment\ui\UMLDeploymentDiagram.java,org.argouml.uml.diagram.deployment.ui.UMLDeploymentDiagram,294,312,26,8,15,64
uml\diagram\layout\LayoutHelper.java,org.argouml.uml.diagram.layout.LayoutHelper,72,72,0,0,0,0
uml\diagram\sequence\MessageNode.java,org.argouml.uml.diagram.sequence.MessageNode,113,113,0,0,1,2
uml\diagram\sequence\SequenceDiagramGraphModel.java,org.argouml.uml.diagram.sequence.SequenceDiagramGraphModel,340,292,0,48,6,60
uml\diagram\sequence\ui\ActionAddClassifierRole.java,org.argouml.uml.diagram.sequence.ui.ActionAddClassifierRole,23,23,0,0,0,0
uml\diagram\sequence\ui\FigActivation.java,org.argouml.uml.diagram.sequence.ui.FigActivation,7,7,0,0,0,0
uml\diagram\sequence\ui\FigBirthActivation.java,org.argouml.uml.diagram.sequence.ui.FigBirthActivation,7,7,0,0,0,0
uml\diagram\sequence\ui\FigCallActionMessage.java,org.argouml.uml.diagram.sequence.ui.FigCallActionMessage,11,11,0,0,0,0
uml\diagram\sequence\ui\FigClassifierRole.java,org.argouml.uml.diagram.sequence.ui.FigClassifierRole,815,837,23,1,27,78
uml\diagram\sequence\ui\FigCreateActionMessage.java,org.argouml.uml.diagram.sequence.ui.FigCreateActionMessage,11,11,0,0,0,0
uml\diagram\sequence\ui\FigDestroyActionMessage.java,org.argouml.uml.diagram.sequence.ui.FigDestroyActionMessage,11,11,0,0,0,0
uml\diagram\sequence\ui\FigHead.java,org.argouml.uml.diagram.sequence.ui.FigHead,79,79,1,1,11,24
uml\diagram\sequence\ui\FigLifeLine.java,org.argouml.uml.diagram.sequence.ui.FigLifeLine,152,152,0,0,1,2
uml\diagram\sequence\ui\FigMessage.java,org.argouml.uml.diagram.sequence.ui.FigMessage,144,154,10,0,3,16
uml\diagram\sequence\ui\FigMessagePort.java,org.argouml.uml.diagram.sequence.ui.FigMessagePort,65,70,5,0,2,9
uml\diagram\sequence\ui\FigReturnActionMessage.java,org.argouml.uml.diagram.sequence.ui.FigReturnActionMessage,15,15,0,0,0,0
uml\diagram\sequence\ui\ModeChangeHeight.java,org.argouml.uml.diagram.sequence.ui.ModeChangeHeight,84,84,0,0,8,16
uml\diagram\sequence\ui\ModeCreateMessage.java,org.argouml.uml.diagram.sequence.ui.ModeCreateMessage,153,151,4,6,2,14
uml\diagram\sequence\ui\SelectionClassifierRole.java,org.argouml.uml.diagram.sequence.ui.SelectionClassifierRole,22,38,16,0,3,22
uml\diagram\sequence\ui\SelectionMessage.java,org.argouml.uml.diagram.sequence.ui.SelectionMessage,8,8,0,0,0,0
uml\diagram\sequence\ui\SequenceDiagramLayer.java,org.argouml.uml.diagram.sequence.ui.SequenceDiagramLayer,205,216,11,0,2,15
uml\diagram\sequence\ui\SequenceDiagramRenderer.java,org.argouml.uml.diagram.sequence.ui.SequenceDiagramRenderer,44,49,5,0,3,11
uml\diagram\sequence\ui\UMLSequenceDiagram.java,org.argouml.uml.diagram.sequence.ui.UMLSequenceDiagram,100,99,18,19,21,79
uml\diagram\state\PredIsFinalState.java,org.argouml.uml.diagram.state.PredIsFinalState,10,10,0,0,0,0
uml\diagram\state\PredIsStartState.java,org.argouml.uml.diagram.state.PredIsStartState,12,12,0,0,0,0
uml\diagram\state\StateDiagramGraphModel.java,org.argouml.uml.diagram.state.StateDiagramGraphModel,276,276,0,0,0,0
uml\diagram\state\ui\ActionCreatePseudostate.java,org.argouml.uml.diagram.state.ui.ActionCreatePseudostate,16,16,0,0,0,0
uml\diagram\state\ui\ButtonActionNewCallEvent.java,org.argouml.uml.diagram.state.ui.ButtonActionNewCallEvent,11,11,0,0,0,0
uml\diagram\state\ui\ButtonActionNewChangeEvent.java,org.argouml.uml.diagram.state.ui.ButtonActionNewChangeEvent,11,11,0,0,0,0
uml\diagram\state\ui\ButtonActionNewEffect.java,org.argouml.uml.diagram.state.ui.ButtonActionNewEffect,29,30,2,1,2,7
uml\diagram\state\ui\ButtonActionNewEvent.java,org.argouml.uml.diagram.state.ui.ButtonActionNewEvent,39,38,0,1,1,3
uml\diagram\state\ui\ButtonActionNewSignalEvent.java,org.argouml.uml.diagram.state.ui.ButtonActionNewSignalEvent,11,11,0,0,0,0
uml\diagram\state\ui\ButtonActionNewTimeEvent.java,org.argouml.uml.diagram.state.ui.ButtonActionNewTimeEvent,11,11,0,0,0,0
uml\diagram\state\ui\FigBranchState.java,org.argouml.uml.diagram.state.ui.FigBranchState,61,73,12,0,1,14
uml\diagram\state\ui\FigCompositeState.java,org.argouml.uml.diagram.state.ui.FigCompositeState,186,224,39,1,21,82
uml\diagram\state\ui\FigConcurrentRegion.java,org.argouml.uml.diagram.state.ui.FigConcurrentRegion,303,293,1,11,28,68
uml\diagram\state\ui\FigDeepHistoryState.java,org.argouml.uml.diagram.state.ui.FigDeepHistoryState,11,11,0,0,0,0
uml\diagram\state\ui\FigFinalState.java,org.argouml.uml.diagram.state.ui.FigFinalState,101,112,18,7,11,47
uml\diagram\state\ui\FigForkState.java,org.argouml.uml.diagram.state.ui.FigForkState,65,76,11,0,3,17
uml\diagram\state\ui\FigHistoryState.java,org.argouml.uml.diagram.state.ui.FigHistoryState,67,94,27,0,2,31
uml\diagram\state\ui\FigInitialState.java,org.argouml.uml.diagram.state.ui.FigInitialState,100,107,18,11,14,57
uml\diagram\state\ui\FigJoinState.java,org.argouml.uml.diagram.state.ui.FigJoinState,65,76,11,0,3,17
uml\diagram\state\ui\FigJunctionState.java,org.argouml.uml.diagram.state.ui.FigJunctionState,76,102,26,0,3,32
uml\diagram\state\ui\FigShallowHistoryState.java,org.argouml.uml.diagram.state.ui.FigShallowHistoryState,11,11,0,0,0,0
uml\diagram\state\ui\FigSimpleState.java,org.argouml.uml.diagram.state.ui.FigSimpleState,103,127,25,1,10,46
uml\diagram\state\ui\FigState.java,org.argouml.uml.diagram.state.ui.FigState,103,116,14,1,2,19
uml\diagram\state\ui\FigStateVertex.java,org.argouml.uml.diagram.state.ui.FigStateVertex,64,84,21,1,5,32
uml\diagram\state\ui\FigStubState.java,org.argouml.uml.diagram.state.ui.FigStubState,244,250,7,1,3,14
uml\diagram\state\ui\FigSubmachineState.java,org.argouml.uml.diagram.state.ui.FigSubmachineState,247,261,14,0,4,22
uml\diagram\state\ui\FigSynchState.java,org.argouml.uml.diagram.state.ui.FigSynchState,87,117,31,1,3,38
uml\diagram\state\ui\FigTransition.java,org.argouml.uml.diagram.state.ui.FigTransition,127,129,3,1,6,16
uml\diagram\state\ui\SelectionState.java,org.argouml.uml.diagram.state.ui.SelectionState,128,65,19,82,27,155
uml\diagram\state\ui\StateDiagramRenderer.java,org.argouml.uml.diagram.state.ui.StateDiagramRenderer,68,76,9,1,22,54
uml\diagram\state\ui\UMLStateDiagram.java,org.argouml.uml.diagram.state.ui.UMLStateDiagram,445,451,15,9,12,48
uml\diagram\static_structure\ClassDiagramGraphModel.java,org.argouml.uml.diagram.static_structure.ClassDiagramGraphModel,410,432,29,7,32,100
uml\diagram\static_structure\layout\ClassdiagramAssociationEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramAssociationEdge,24,25,1,0,9,19
uml\diagram\static_structure\layout\ClassdiagramEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramEdge,32,32,0,0,0,0
uml\diagram\static_structure\layout\ClassdiagramGeneralizationEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramGeneralizationEdge,7,7,0,0,0,0
uml\diagram\static_structure\layout\ClassdiagramInheritanceEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramInheritanceEdge,66,66,0,0,0,0
uml\diagram\static_structure\layout\ClassdiagramLayouter.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramLayouter,302,326,37,13,74,198
uml\diagram\static_structure\layout\ClassdiagramModelElementFactory.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramModelElementFactory,25,25,0,0,0,0
uml\diagram\static_structure\layout\ClassdiagramNode.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramNode,166,164,10,12,23,68
uml\diagram\static_structure\layout\ClassdiagramNote.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramNote,27,30,4,1,1,7
uml\diagram\static_structure\layout\ClassdiagramNoteEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramNoteEdge,27,27,0,0,0,0
uml\diagram\static_structure\layout\ClassdiagramRealizationEdge.java,org.argouml.uml.diagram.static_structure.layout.ClassdiagramRealizationEdge,5,5,0,0,0,0
uml\diagram\static_structure\ui\ClassDiagramRenderer.java,org.argouml.uml.diagram.static_structure.ui.ClassDiagramRenderer,198,162,20,56,2,80
uml\diagram\static_structure\ui\FigClass.java,org.argouml.uml.diagram.static_structure.ui.FigClass,379,120,0,259,14,287
uml\diagram\static_structure\ui\FigClassifierBox.java,org.argouml.uml.diagram.static_structure.ui.FigClassifierBox,159,159,23,23,24,94
uml\diagram\static_structure\ui\FigComment.java,org.argouml.uml.diagram.static_structure.ui.FigComment,366,397,39,8,11,69
uml\diagram\static_structure\ui\FigDataType.java,org.argouml.uml.diagram.static_structure.ui.FigDataType,158,134,0,24,4,32
uml\diagram\static_structure\ui\FigEdgeNote.java,org.argouml.uml.diagram.static_structure.ui.FigEdgeNote,172,169,0,3,0,3
uml\diagram\static_structure\ui\FigEnumeration.java,org.argouml.uml.diagram.static_structure.ui.FigEnumeration,193,180,5,18,12,47
uml\diagram\static_structure\ui\FigFeature.java,org.argouml.uml.diagram.static_structure.ui.FigFeature,35,54,28,9,2,41
uml\diagram\static_structure\ui\FigInterface.java,org.argouml.uml.diagram.static_structure.ui.FigInterface,276,221,0,55,8,71
uml\diagram\static_structure\ui\FigLink.java,org.argouml.uml.diagram.static_structure.ui.FigLink,59,59,0,0,0,0
uml\diagram\static_structure\ui\FigModel.java,org.argouml.uml.diagram.static_structure.ui.FigModel,29,27,1,3,3,10
uml\diagram\static_structure\ui\FigOperation.java,org.argouml.uml.diagram.static_structure.ui.FigOperation,6,29,23,0,0,23
uml\diagram\static_structure\ui\FigPackage.java,org.argouml.uml.diagram.static_structure.ui.FigPackage,453,486,51,18,17,103
uml\diagram\static_structure\ui\FigStereotypeDeclaration.java,org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration,132,111,1,22,8,39
uml\diagram\static_structure\ui\FigSubsystem.java,org.argouml.uml.diagram.static_structure.ui.FigSubsystem,29,27,1,3,3,10
uml\diagram\static_structure\ui\FigPackage.java,org.argouml.uml.diagram.static_structure.ui.PackagePortFigRect,28,29,1,0,0,1
uml\diagram\static_structure\ui\SelectionClass.java,org.argouml.uml.diagram.static_structure.ui.SelectionClass,161,97,14,78,60,212
uml\diagram\static_structure\ui\SelectionComment.java,org.argouml.uml.diagram.static_structure.ui.SelectionComment,114,46,3,71,34,142
uml\diagram\static_structure\ui\SelectionDataType.java,org.argouml.uml.diagram.static_structure.ui.SelectionDataType,113,12,0,101,1,103
uml\diagram\static_structure\ui\SelectionEnumeration.java,org.argouml.uml.diagram.static_structure.ui.SelectionEnumeration,17,26,10,1,5,21
uml\diagram\static_structure\ui\SelectionInterface.java,org.argouml.uml.diagram.static_structure.ui.SelectionInterface,116,72,17,61,37,152
uml\diagram\static_structure\ui\SelectionStereotype.java,org.argouml.uml.diagram.static_structure.ui.SelectionStereotype,141,101,50,90,16,172
uml\diagram\static_structure\ui\StylePanelFigClass.java,org.argouml.uml.diagram.static_structure.ui.StylePanelFigClass,48,48,0,0,0,0
uml\diagram\static_structure\ui\StylePanelFigInterface.java,org.argouml.uml.diagram.static_structure.ui.StylePanelFigInterface,29,29,0,0,0,0
uml\diagram\static_structure\ui\StylePanelFigPackage.java,org.argouml.uml.diagram.static_structure.ui.StylePanelFigPackage,37,37,0,0,0,0
uml\diagram\static_structure\ui\UMLClassDiagram.java,org.argouml.uml.diagram.static_structure.ui.UMLClassDiagram,367,373,30,24,5,64
uml\diagram\ui\AbstractActionCheckBoxMenuItem.java,org.argouml.uml.diagram.ui.AbstractActionCheckBoxMenuItem,37,37,0,0,0,0
uml\diagram\ui\AbstractActionRadioMenuItem.java,org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem,38,38,0,0,0,0
uml\diagram\ui\ActionAddAllClassesFromModel.java,org.argouml.uml.diagram.ui.ActionAddAllClassesFromModel,28,28,0,0,0,0
uml\diagram\ui\ActionAddAssociationRole.java,org.argouml.uml.diagram.ui.ActionAddAssociationRole,29,29,0,0,5,10
uml\diagram\ui\ActionAddConcurrentRegion.java,org.argouml.uml.diagram.ui.ActionAddConcurrentRegion,82,85,6,3,21,51
uml\diagram\ui\ActionAddExistingEdge.java,org.argouml.uml.diagram.ui.ActionAddExistingEdge,29,35,6,0,2,10
uml\diagram\ui\ActionAddExistingNode.java,org.argouml.uml.diagram.ui.ActionAddExistingNode,20,39,19,0,4,27
uml\diagram\ui\ActionAddExistingNodes.java,org.argouml.uml.diagram.ui.ActionAddExistingNodes,42,68,28,2,19,68
uml\diagram\ui\ActionAddExtensionPoint.java,org.argouml.uml.diagram.ui.ActionAddExtensionPoint,31,31,0,0,0,0
uml\diagram\ui\ActionAddMessage.java,org.argouml.uml.diagram.ui.ActionAddMessage,41,58,21,4,4,33
uml\diagram\ui\ActionAddNote.java,org.argouml.uml.diagram.ui.ActionAddNote,96,97,1,0,3,7
uml\diagram\ui\ActionAddStereotype.java,org.argouml.uml.diagram.ui.ActionAddStereotype,43,41,2,4,1,8
uml\diagram\ui\ActionAggregation.java,org.argouml.uml.diagram.ui.ActionAggregation,70,72,2,0,2,6
uml\diagram\ui\ActionCompartmentDisplay.java,org.argouml.uml.diagram.ui.ActionCompartmentDisplay,174,172,0,2,3,8
uml\diagram\ui\ActionEdgesDisplay.java,org.argouml.uml.diagram.ui.ActionEdgesDisplay,49,51,2,0,1,4
uml\diagram\ui\ActionModifierAbstract.java,org.argouml.uml.diagram.ui.ActionModifierAbstract,14,14,0,0,0,0
uml\diagram\ui\ActionModifierActive.java,org.argouml.uml.diagram.ui.ActionModifierActive,13,13,0,0,0,0
uml\diagram\ui\ActionModifierLeaf.java,org.argouml.uml.diagram.ui.ActionModifierLeaf,13,13,0,0,0,0
uml\diagram\ui\ActionModifierRoot.java,org.argouml.uml.diagram.ui.ActionModifierRoot,13,13,0,0,0,0
uml\diagram\ui\ActionMultiplicity.java,org.argouml.uml.diagram.ui.ActionMultiplicity,79,80,1,0,3,7
uml\diagram\ui\ActionNavigability.java,org.argouml.uml.diagram.ui.ActionNavigability,67,67,0,0,0,0
uml\diagram\ui\PropPanelDiagram.java,org.argouml.uml.diagram.ui.ActionNavigateUpFromDiagram,21,23,2,0,2,6
uml\diagram\ui\ActionRemoveFromDiagram.java,org.argouml.uml.diagram.ui.ActionRemoveFromDiagram,29,26,0,3,3,9
uml\diagram\ui\ActionSaveDiagramToClipboard.java,org.argouml.uml.diagram.ui.ActionSaveDiagramToClipboard,63,63,0,0,1,2
uml\diagram\ui\ActionSetAddAssociationClassMode.java,org.argouml.uml.diagram.ui.ActionSetAddAssociationClassMode,7,7,0,0,1,2
uml\diagram\ui\ActionSetAddAssociationEndMode.java,org.argouml.uml.diagram.ui.ActionSetAddAssociationEndMode,7,7,0,0,1,2
uml\diagram\ui\ActionSetAddAssociationMode.java,org.argouml.uml.diagram.ui.ActionSetAddAssociationMode,11,11,0,0,3,6
uml\diagram\ui\ActionSetAddCommentLinkMode.java,org.argouml.uml.diagram.ui.ActionSetAddCommentLinkMode,9,9,0,0,1,2
uml\diagram\ui\ActionVisibilityPackage.java,org.argouml.uml.diagram.ui.ActionVisibilityPackage,17,17,0,0,0,0
uml\diagram\ui\ActionVisibilityPrivate.java,org.argouml.uml.diagram.ui.ActionVisibilityPrivate,17,17,0,0,0,0
uml\diagram\ui\ActionVisibilityProtected.java,org.argouml.uml.diagram.ui.ActionVisibilityProtected,17,17,0,0,0,0
uml\diagram\ui\ActionVisibilityPublic.java,org.argouml.uml.diagram.ui.ActionVisibilityPublic,17,17,0,0,0,0
uml\diagram\ui\AddExistingNodeCommand.java,org.argouml.uml.diagram.ui.AddExistingNodeCommand,75,81,6,0,6,18
uml\diagram\ui\TabDiagram.java,org.argouml.uml.diagram.ui.ArgoEditor,79,82,3,0,0,3
uml\diagram\ui\CompartmentFigText.java,org.argouml.uml.diagram.ui.CompartmentFigText,49,104,55,0,10,75
uml\diagram\ui\DiagramNameDocument.java,org.argouml.uml.diagram.ui.DiagramNameDocument,57,57,0,0,4,8
uml\diagram\ui\DnDJGraph.java,org.argouml.uml.diagram.ui.DnDJGraph,107,81,1,27,3,34
uml\diagram\ui\FigAbstraction.java,org.argouml.uml.diagram.ui.FigAbstraction,13,13,0,0,1,2
uml\diagram\ui\FigAssociation.java,org.argouml.uml.diagram.ui.FigAssociation,296,270,36,62,27,152
uml\diagram\ui\FigAssociationClass.java,org.argouml.uml.diagram.ui.FigAssociationClass,47,166,119,0,4,127
uml\diagram\ui\FigAssociationEnd.java,org.argouml.uml.diagram.ui.FigAssociationEnd,131,162,44,13,7,71
uml\diagram\ui\FigAssociation.java,org.argouml.uml.diagram.ui.FigAssociationEndAnnotation,113,119,6,0,5,16
uml\diagram\ui\FigAttributesCompartment.java,org.argouml.uml.diagram.ui.FigAttributesCompartment,31,26,4,9,4,21
uml\diagram\ui\FigClassAssociationClass.java,org.argouml.uml.diagram.ui.FigClassAssociationClass,22,22,0,0,0,0
uml\diagram\ui\FigCompartment.java,org.argouml.uml.diagram.ui.FigCompartment,57,54,0,3,1,5
uml\diagram\ui\FigCompartmentBox.java,org.argouml.uml.diagram.ui.FigCompartmentBox,105,113,12,4,9,34
uml\diagram\ui\FigDependency.java,org.argouml.uml.diagram.ui.FigDependency,46,46,0,0,1,2
uml\diagram\ui\FigEdgeAssociationClass.java,org.argouml.uml.diagram.ui.FigEdgeAssociationClass,79,79,0,0,0,0
uml\diagram\ui\FigEdgeModelElement.java,org.argouml.uml.diagram.ui.FigEdgeModelElement,667,719,86,34,47,214
uml\diagram\ui\FigEdgePort.java,org.argouml.uml.diagram.ui.FigEdgePort,33,54,21,0,0,21
uml\diagram\ui\FigEmptyRect.java,org.argouml.uml.diagram.ui.FigEmptyRect,8,8,0,0,0,0
uml\diagram\ui\FigEnumLiteralsCompartment.java,org.argouml.uml.diagram.ui.FigEnumLiteralsCompartment,19,23,4,0,3,10
uml\diagram\ui\FigGeneralization.java,org.argouml.uml.diagram.ui.FigGeneralization,100,86,9,23,3,38
uml\diagram\ui\FigMessage.java,org.argouml.uml.diagram.ui.FigMessage,188,293,108,3,14,139
uml\diagram\ui\FigMultiLineText.java,org.argouml.uml.diagram.ui.FigMultiLineText,13,12,0,1,1,3
uml\diagram\ui\FigAssociation.java,org.argouml.uml.diagram.ui.FigMultiplicity,15,50,35,0,2,39
uml\diagram\ui\FigNodeAssociation.java,org.argouml.uml.diagram.ui.FigNodeAssociation,136,141,43,38,24,129
uml\diagram\ui\FigNodeModelElement.java,org.argouml.uml.diagram.ui.FigNodeModelElement,971,1203,389,157,123,792
uml\diagram\ui\FigOperationsCompartment.java,org.argouml.uml.diagram.ui.FigOperationsCompartment,36,25,0,11,5,21
uml\diagram\ui\FigAssociation.java,org.argouml.uml.diagram.ui.FigOrdering,28,30,2,0,0,2
uml\diagram\ui\FigPermission.java,org.argouml.uml.diagram.ui.FigPermission,11,11,0,0,1,2
uml\diagram\ui\FigRealization.java,org.argouml.uml.diagram.ui.FigRealization,9,9,0,0,1,2
uml\diagram\ui\FigAssociation.java,org.argouml.uml.diagram.ui.FigRole,72,78,8,2,3,16
uml\diagram\ui\FigSingleLineText.java,org.argouml.uml.diagram.ui.FigSingleLineText,84,155,73,2,7,89
uml\diagram\ui\FigStereotype.java,org.argouml.uml.diagram.ui.FigStereotype,34,31,0,3,2,7
uml\diagram\ui\FigStereotypesCompartment.java,org.argouml.uml.diagram.ui.FigStereotypesCompartment,169,240,79,8,23,133
uml\diagram\ui\FigTextGroup.java,org.argouml.uml.diagram.ui.FigTextGroup,71,71,1,1,1,4
uml\diagram\ui\FigTrace.java,org.argouml.uml.diagram.ui.FigTrace,14,14,0,0,0,0
uml\diagram\ui\FigUsage.java,org.argouml.uml.diagram.ui.FigUsage,12,12,0,0,0,0
uml\diagram\ui\ActionSaveDiagramToClipboard.java,org.argouml.uml.diagram.ui.ImageSelection,25,25,0,0,0,0
uml\diagram\ui\ModeCreateAssociationClass.java,org.argouml.uml.diagram.ui.ModeCreateAssociationClass,53,54,1,0,0,1
uml\diagram\ui\ModeCreateAssociationEnd.java,org.argouml.uml.diagram.ui.ModeCreateAssociationEnd,191,94,8,105,68,249
uml\diagram\ui\ModeCreateCommentEdge.java,org.argouml.uml.diagram.ui.ModeCreateCommentEdge,12,24,12,0,1,14
uml\diagram\ui\ModeCreateDependency.java,org.argouml.uml.diagram.ui.ModeCreateDependency,5,5,0,0,0,0
