round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,22,0,166.034703779403,260,192.645020106703,282,622.393225820657,1,0.218139896632207,0.0377815866790014,-574.393225820657 
