Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 installer\BZip2Constants.java,0,15,0,69,0,69,3
 installer\CBZip2InputStream.java,0,170,0,783,0,783,113
 installer\CBZip2OutputStream.java,0,423,0,1598,0,1598,214
 installer\ConsoleInstall.java,100,16,2,11,13,39,9
 installer\ConsoleProgress.java,32,13,0,0,0,0,0
 installer\CRC.java,0,20,0,93,0,93,7
 installer\Install.java,72,22,1,26,7,41,13
 installer\InstallThread.java,69,31,32,14,14,74,22
 installer\InvalidHeaderException.java,0,26,0,16,0,16,6
 installer\JEditMetalTheme.java,50,13,1,0,0,1,1
 installer\NonInteractiveInstall.java,46,18,2,29,4,39,9
 installer\OperatingSystem.java,98,99,5,113,16,150,42
 installer\Progress.java,22,13,0,0,0,0,0
 installer\SwingInstall.java,499,33,37,36,34,141,28
 installer\TarBuffer.java,0,182,0,302,0,302,63
 installer\TarEntry.java,0,373,0,356,0,356,106
 installer\TarHeader.java,0,226,0,196,0,196,71
 installer\TarInputStream.java,0,209,0,310,0,310,67
 installer\TarOutputStream.java,0,160,0,170,0,170,35
 installer\VariableGridLayout.java,0,151,0,186,0,186,33
 jars\LatestVersion\LatestVersionPlugin.java,89,0,1,0,0,1,1
 jars\MacOS\macos\menu\MacOSMenu.java,0,46,0,75,0,75,16
 jars\MacOS\macos\menu\ShowBufferMenu.java,0,41,0,65,0,65,13
 jars\MacOS\macos\menu\ShowRecentDirMenu.java,0,41,0,67,0,67,13
 jars\MacOS\macos\menu\ShowRecentMenu.java,0,42,0,69,0,69,14
 jars\MacOS\macos\script\AppleScriptHandler.java,0,39,0,34,0,34,10
 jars\MacOS\macos\script\ScriptFilter.java,0,36,0,27,0,27,7
 jars\MacOS\macos\Handler.java,0,39,0,12,0,12,10
 jars\MacOS\macos\MacOSActions.java,0,31,0,40,0,40,7
 jars\MacOS\macos\MacOSHandler.java,0,59,0,121,0,121,24
 jars\MacOS\macos\MacOSOptionPane.java,0,44,0,52,0,52,16
 jars\MacOS\macos\MacOSPlugin.java,0,46,0,73,0,73,15
 jars\MacOS\MacOSPlugin.java,0,56,110,0,0,110,17
 jars\QuickNotepad\QuickNotepad.java,262,0,0,0,0,0,0
 jars\QuickNotepad\QuickNotepadActions.java,32,0,0,0,0,0,0
 jars\QuickNotepad\QuickNotepadOptionPane.java,138,0,0,0,0,0,0
 jars\QuickNotepad\QuickNotepadPlugin.java,57,0,0,0,0,0,0
 jars\QuickNotepad\QuickNotepadTextArea.java,36,0,0,0,0,0,0
 jars\QuickNotepad\QuickNotepadToolPanel.java,85,19,2,2,1,6,3
 org\gjt\sp\jedit\browser\BrowserCommandsMenu.java,172,28,24,84,58,224,51
 org\gjt\sp\jedit\browser\BrowserIORequest.java,312,6,2,16,5,28,15
 org\gjt\sp\jedit\browser\BrowserListener.java,46,0,0,0,0,0,0
 org\gjt\sp\jedit\browser\BrowserView.java,636,72,40,130,87,344,93
 org\gjt\sp\jedit\browser\FileCellRenderer.java,132,8,11,20,10,51,6
 org\gjt\sp\jedit\browser\VFSBrowser.java,1199,117,91,129,59,338,98
 org\gjt\sp\jedit\browser\VFSFileChooserDialog.java,294,43,40,171,18,247,54
 org\gjt\sp\jedit\buffer\BufferChangeAdapter.java,86,2,0,0,0,0,0
 org\gjt\sp\jedit\buffer\BufferChangeListener.java,90,4,0,0,0,0,0
 org\gjt\sp\jedit\buffer\BufferIORequest.java,0,263,0,603,0,603,121
 org\gjt\sp\jedit\buffer\ContentManager.java,158,14,3,8,14,39,15
 org\gjt\sp\jedit\buffer\DummyFoldHandler.java,57,0,0,0,0,0,0
 org\gjt\sp\jedit\buffer\ExplicitFoldHandler.java,97,5,0,0,0,0,0
 org\gjt\sp\jedit\buffer\FoldHandler.java,153,27,0,11,0,11,4
 org\gjt\sp\jedit\buffer\IndentFoldHandler.java,90,0,0,0,0,0,0
 org\gjt\sp\jedit\buffer\LineElement.java,108,3,0,0,0,0,0
 org\gjt\sp\jedit\buffer\OffsetManager.java,616,39,12,52,17,98,28
 org\gjt\sp\jedit\buffer\RootElement.java,109,0,0,0,0,0,0
 org\gjt\sp\jedit\buffer\UndoManager.java,352,19,28,28,3,62,8
 org\gjt\sp\jedit\gui\AbbrevEditor.java,231,0,1,0,0,1,1
 org\gjt\sp\jedit\gui\AboutDialog.java,151,31,9,23,21,74,30
 org\gjt\sp\jedit\gui\AddAbbrevDialog.java,126,0,0,0,0,0,0
 org\gjt\sp\jedit\gui\AnimatedIcon.java,0,64,0,72,0,72,16
 org\gjt\sp\jedit\gui\BeanShellErrorDialog.java,90,0,1,4,10,25,5
 org\gjt\sp\jedit\gui\BufferOptions.java,327,15,59,0,9,77,15
 org\gjt\sp\jedit\gui\BufferSwitcher.java,84,0,3,1,1,6,5
 org\gjt\sp\jedit\gui\CloseDialog.java,238,0,0,4,1,6,2
 org\gjt\sp\jedit\gui\ColorWellButton.java,0,71,0,134,0,134,28
 org\gjt\sp\jedit\gui\CompleteWord.java,444,14,4,25,3,35,18
 org\gjt\sp\jedit\gui\CurrentDirectoryMenu.java,0,53,99,0,0,99,24
 org\gjt\sp\jedit\gui\DefaultInputHandler.java,411,49,6,73,12,103,24
 org\gjt\sp\jedit\gui\DirectoryMenu.java,0,64,0,111,0,111,30
 org\gjt\sp\jedit\gui\DockableWindow.java,0,52,8,0,0,8,6
 org\gjt\sp\jedit\gui\DockableWindowContainer.java,36,2,6,0,0,6,1
 org\gjt\sp\jedit\gui\DockableWindowManager.java,954,196,59,138,29,255,69
 org\gjt\sp\jedit\gui\EditAbbrevDialog.java,104,15,17,25,5,52,14
 org\gjt\sp\jedit\gui\EnhancedButton.java,82,1,4,0,1,6,3
 org\gjt\sp\jedit\gui\EnhancedCheckBoxMenuItem.java,203,0,1,0,0,1,1
 org\gjt\sp\jedit\gui\EnhancedDialog.java,143,6,1,10,1,13,5
 org\gjt\sp\jedit\gui\EnhancedMenu.java,63,18,1,17,2,22,13
 org\gjt\sp\jedit\gui\EnhancedMenuItem.java,177,1,1,6,2,11,4
 org\gjt\sp\jedit\gui\ErrorListCellRenderer.java,95,0,2,0,0,2,1
 org\gjt\sp\jedit\gui\ErrorListDialog.java,167,1,2,5,0,7,4
 org\gjt\sp\jedit\gui\FloatingWindowContainer.java,79,26,2,5,6,19,6
 org\gjt\sp\jedit\gui\FontSelector.java,310,43,39,59,6,110,23
 org\gjt\sp\jedit\gui\GrabKeyDialog.java,451,77,61,39,17,134,32
 org\gjt\sp\jedit\gui\HelpViewer.java,0,177,513,0,0,513,89
 org\gjt\sp\jedit\gui\HistoryModel.java,207,29,4,2,3,12,5
 org\gjt\sp\jedit\gui\HistoryTextField.java,584,1,0,0,2,4,2
 org\gjt\sp\jedit\gui\InputHandler.java,414,4,4,0,1,6,4
 org\gjt\sp\jedit\gui\IOProgressMonitor.java,144,37,13,8,11,43,19
 org\gjt\sp\jedit\gui\JCheckBoxList.java,213,48,0,67,6,79,21
 org\gjt\sp\jedit\gui\JEditMetalTheme.java,71,0,1,0,0,1,1
 org\gjt\sp\jedit\gui\KeyEventWorkaround.java,246,4,1,0,0,1,1
 org\gjt\sp\jedit\gui\LogViewer.java,92,15,1,5,0,6,2
 org\gjt\sp\jedit\gui\MacrosMenu.java,92,6,3,12,4,23,8
 org\gjt\sp\jedit\gui\MarkersMenu.java,142,53,3,3,6,18,9
 org\gjt\sp\jedit\gui\OpenWithEncodingMenu.java,0,37,43,0,0,43,12
 org\gjt\sp\jedit\gui\OptionsDialog.java,378,103,110,137,23,293,63
 org\gjt\sp\jedit\gui\PanelWindowContainer.java,783,34,41,119,23,206,63
 org\gjt\sp\jedit\gui\PastePrevious.java,195,4,1,2,0,3,2
 org\gjt\sp\jedit\gui\RecentDirectoriesMenu.java,56,59,2,2,4,12,5
 org\gjt\sp\jedit\gui\RecentFilesMenu.java,56,69,2,2,4,12,5
 org\gjt\sp\jedit\gui\RolloverButton.java,0,61,0,56,0,56,14
 org\gjt\sp\jedit\gui\SelectLineRange.java,180,0,0,0,0,0,0
 org\gjt\sp\jedit\gui\SplashScreen.java,128,7,1,14,5,25,12
 org\gjt\sp\jedit\gui\StatusBar.java,330,91,110,196,108,522,89
 org\gjt\sp\jedit\gui\TipOfTheDay.java,166,0,1,0,0,1,1
 org\gjt\sp\jedit\gui\ToolBarManager.java,116,18,36,0,1,38,12
 org\gjt\sp\jedit\gui\VariableGridLayout.java,329,13,0,0,0,0,0
 org\gjt\sp\jedit\gui\ViewRegisters.java,183,0,1,0,0,1,1
 org\gjt\sp\jedit\help\HelpIndex.java,0,113,0,261,0,261,46
 org\gjt\sp\jedit\help\HelpSearchPanel.java,0,75,0,225,0,225,44
 org\gjt\sp\jedit\help\HelpTOCPanel.java,0,132,0,274,0,274,57
 org\gjt\sp\jedit\help\HelpViewer.java,0,119,0,254,0,254,45
 org\gjt\sp\jedit\io\BufferIORequest.java,0,254,590,0,0,590,117
 org\gjt\sp\jedit\io\FavoritesVFS.java,168,7,4,0,1,6,4
 org\gjt\sp\jedit\io\FileRootsVFS.java,84,39,3,116,13,145,30
 org\gjt\sp\jedit\io\FileVFS.java,454,5,38,12,11,72,13
 org\gjt\sp\jedit\io\UrlVFS.java,87,3,5,0,1,7,3
 org\gjt\sp\jedit\io\VFS.java,639,129,3,74,4,85,23
 org\gjt\sp\jedit\io\VFSManager.java,406,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\BufferUpdate.java,132,24,4,3,2,11,7
 org\gjt\sp\jedit\msg\CreateDockableWindow.java,0,57,43,0,0,43,13
 org\gjt\sp\jedit\msg\EditorExiting.java,40,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\EditorExitRequested.java,53,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\EditorStarted.java,42,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\EditPaneUpdate.java,83,1,1,0,2,5,3
 org\gjt\sp\jedit\msg\MacrosChanged.java,40,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\MultiSelectStatusChanged.java,0,33,10,0,0,10,4
 org\gjt\sp\jedit\msg\PropertiesChanged.java,41,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\SearchSettingsChanged.java,40,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\VFSUpdate.java,60,1,0,0,1,2,1
 org\gjt\sp\jedit\msg\ViewUpdate.java,72,20,1,1,2,6,4
 org\gjt\sp\jedit\options\AbbrevsOptionPane.java,442,16,13,26,12,63,19
 org\gjt\sp\jedit\options\AppearanceOptionPane.java,151,1,3,3,0,6,3
 org\gjt\sp\jedit\options\BrowserColorsOptionPane.java,332,2,1,3,8,20,6
 org\gjt\sp\jedit\options\BrowserOptionPane.java,143,6,19,0,0,19,8
 org\gjt\sp\jedit\options\ColorOptionPane.java,0,84,214,0,0,214,28
 org\gjt\sp\jedit\options\ContextOptionPane.java,372,1,1,5,6,18,8
 org\gjt\sp\jedit\options\DockingOptionPane.java,282,8,12,57,18,105,15
 org\gjt\sp\jedit\options\EditingOptionPane.java,74,73,33,228,40,341,51
 org\gjt\sp\jedit\options\FirewallOptionPane.java,57,10,5,25,38,106,18
 org\gjt\sp\jedit\options\GeneralOptionPane.java,184,0,1,0,0,1,1
 org\gjt\sp\jedit\options\GlobalOptions.java,0,51,0,80,0,80,18
 org\gjt\sp\jedit\options\GutterOptionPane.java,80,52,1,117,44,206,40
 org\gjt\sp\jedit\options\LoadSaveOptionPane.java,193,4,6,6,0,12,7
 org\gjt\sp\jedit\options\ModeOptionPane.java,0,82,240,0,0,240,41
 org\gjt\sp\jedit\options\OverviewOptionPane.java,0,32,31,0,0,31,7
 org\gjt\sp\jedit\options\PrintOptionPane.java,96,1,1,0,0,1,1
 org\gjt\sp\jedit\options\ShortcutsOptionPane.java,354,1,0,1,2,5,2
 org\gjt\sp\jedit\options\StatusBarOptionPane.java,0,60,0,138,0,138,22
 org\gjt\sp\jedit\options\StyleOptionPane.java,0,115,337,0,0,337,52
 org\gjt\sp\jedit\options\SyntaxHiliteOptionPane.java,0,118,0,316,0,316,55
 org\gjt\sp\jedit\options\TextAreaOptionPane.java,129,16,16,60,15,106,30
 org\gjt\sp\jedit\options\ToolBarOptionPane.java,511,75,15,104,12,143,30
 org\gjt\sp\jedit\pluginmgr\InstallPluginsDialog.java,410,1,1,8,1,11,6
 org\gjt\sp\jedit\pluginmgr\PluginList.java,363,1,15,1,3,22,3
 org\gjt\sp\jedit\pluginmgr\PluginListDownloadProgress.java,131,3,0,15,3,21,4
 org\gjt\sp\jedit\pluginmgr\PluginListHandler.java,273,0,0,5,0,5,3
 org\gjt\sp\jedit\pluginmgr\PluginManager.java,392,58,8,49,8,73,22
 org\gjt\sp\jedit\pluginmgr\PluginManagerProgress.java,231,7,12,5,29,75,13
 org\gjt\sp\jedit\pluginmgr\Roster.java,312,26,5,22,3,33,19
 org\gjt\sp\jedit\print\BufferPrintable.java,138,80,59,119,50,278,74
 org\gjt\sp\jedit\print\BufferPrinter.java,0,38,48,0,0,48,13
 org\gjt\sp\jedit\print\BufferPrinter1_3.java,0,46,0,68,0,68,18
 org\gjt\sp\jedit\print\BufferPrinter1_4.java,0,63,0,132,0,132,29
 org\gjt\sp\jedit\proto\jeditresource\Handler.java,34,0,0,0,0,0,0
 org\gjt\sp\jedit\proto\jeditresource\PluginResURLConnection.java,131,0,0,0,0,0,0
 org\gjt\sp\jedit\search\AllBufferSet.java,94,1,2,1,6,15,6
 org\gjt\sp\jedit\search\BoyerMooreSearchMatcher.java,278,18,19,34,22,97,34
 org\gjt\sp\jedit\search\BufferListSet.java,104,4,3,4,11,29,11
 org\gjt\sp\jedit\search\CharIndexedSegment.java,70,16,0,9,1,11,3
 org\gjt\sp\jedit\search\CurrentBufferSet.java,64,1,0,0,1,2,1
 org\gjt\sp\jedit\search\DirectoryListSet.java,80,5,0,37,4,45,8
 org\gjt\sp\jedit\search\HyperSearchRequest.java,196,20,27,55,16,114,30
 org\gjt\sp\jedit\search\HyperSearchResult.java,83,3,1,2,2,7,3
 org\gjt\sp\jedit\search\HyperSearchResults.java,275,69,19,136,36,227,62
 org\gjt\sp\jedit\search\RESearchMatcher.java,164,6,1,4,6,17,9
 org\gjt\sp\jedit\search\SearchAndReplace.java,972,67,10,39,31,111,46
 org\gjt\sp\jedit\search\SearchBar.java,364,14,1,52,7,67,23
 org\gjt\sp\jedit\search\SearchDialog.java,853,13,19,28,18,83,23
 org\gjt\sp\jedit\search\SearchFileSet.java,56,2,0,0,1,2,1
 org\gjt\sp\jedit\search\SearchMatcher.java,51,5,1,0,1,3,2
 org\gjt\sp\jedit\syntax\Chunk.java,0,120,0,198,0,198,43
 org\gjt\sp\jedit\syntax\DefaultTokenHandler.java,0,63,0,47,0,47,12
 org\gjt\sp\jedit\syntax\DisplayTokenHandler.java,0,49,0,43,0,43,14
 org\gjt\sp\jedit\syntax\DummyTokenHandler.java,0,46,0,7,0,7,4
 org\gjt\sp\jedit\syntax\KeywordMap.java,181,34,3,5,2,12,4
 org\gjt\sp\jedit\syntax\ParserRule.java,33,64,0,171,5,181,29
 org\gjt\sp\jedit\syntax\ParserRuleFactory.java,0,71,190,0,0,190,47
 org\gjt\sp\jedit\syntax\ParserRuleSet.java,172,29,11,52,13,89,30
 org\gjt\sp\jedit\syntax\SoftWrapTokenHandler.java,0,63,0,77,0,77,20
 org\gjt\sp\jedit\syntax\SyntaxStyle.java,71,5,0,0,0,0,0
 org\gjt\sp\jedit\syntax\Token.java,86,25,2,39,4,49,11
 org\gjt\sp\jedit\syntax\TokenHandler.java,0,40,0,6,0,6,3
 org\gjt\sp\jedit\syntax\TokenMarker.java,300,224,216,197,213,839,174
 org\gjt\sp\jedit\syntax\XModeHandler.java,425,40,149,205,39,432,69
 org\gjt\sp\jedit\textarea\ChunkCache.java,397,201,338,133,29,529,126
 org\gjt\sp\jedit\textarea\ExtensionManager.java,140,2,0,10,0,10,1
 org\gjt\sp\jedit\textarea\FoldVisibilityManager.java,910,10,0,2,1,4,2
 org\gjt\sp\jedit\textarea\Gutter.java,707,74,160,182,4,350,52
 org\gjt\sp\jedit\textarea\JEditTextArea.java,5788,391,285,434,153,1025,290
 org\gjt\sp\jedit\textarea\ScrollListener.java,33,0,0,0,0,0,0
 org\gjt\sp\jedit\textarea\Selection.java,194,108,3,205,27,262,56
 org\gjt\sp\jedit\textarea\TextAreaExtension.java,89,5,0,0,0,0,0
 org\gjt\sp\jedit\textarea\TextAreaHighlight.java,0,37,8,0,0,8,5
 org\gjt\sp\jedit\textarea\TextAreaPainter.java,1051,53,36,55,20,131,32
 org\gjt\sp\jedit\Abbrevs.java,553,18,6,12,2,22,10
 org\gjt\sp\jedit\AbstractOptionPane.java,174,106,3,34,14,65,19
 org\gjt\sp\jedit\ActionListHandler.java,197,2,0,0,0,0,0
 org\gjt\sp\jedit\ActionSet.java,159,66,1,0,0,1,1
 org\gjt\sp\jedit\Autosave.java,76,11,0,1,0,1,1
 org\gjt\sp\jedit\BeanShell.java,543,97,15,55,18,106,31
 org\gjt\sp\jedit\BeanShellAction.java,121,5,1,0,8,17,7
 org\gjt\sp\jedit\Buffer.java,2465,1060,517,706,123,1469,336
 org\gjt\sp\jedit\BufferHistory.java,343,8,1,0,0,1,1
 org\gjt\sp\jedit\EBComponent.java,34,22,0,0,0,0,0
 org\gjt\sp\jedit\EBMessage.java,81,95,5,1,7,20,11
 org\gjt\sp\jedit\EBPlugin.java,34,11,1,6,2,11,2
 org\gjt\sp\jedit\EditAction.java,184,13,2,0,1,4,2
 org\gjt\sp\jedit\EditBus.java,98,106,51,0,5,61,15
 org\gjt\sp\jedit\EditPane.java,532,38,40,50,7,104,25
 org\gjt\sp\jedit\EditPlugin.java,147,156,4,20,0,24,9
 org\gjt\sp\jedit\EditServer.java,278,15,5,16,1,23,7
 org\gjt\sp\jedit\GUIUtilities.java,1021,214,17,133,46,242,68
 org\gjt\sp\jedit\JARClassLoader.java,472,59,13,156,24,217,60
 org\gjt\sp\jedit\Java14.java,123,15,0,51,3,57,9
 org\gjt\sp\jedit\jEdit.java,3159,176,104,182,38,362,99
 org\gjt\sp\jedit\Macros.java,742,153,72,93,10,185,38
 org\gjt\sp\jedit\Marker.java,108,11,1,0,0,1,1
 org\gjt\sp\jedit\MiscUtilities.java,959,155,87,116,23,249,44
 org\gjt\sp\jedit\Mode.java,259,17,0,4,4,12,5
 org\gjt\sp\jedit\ModeCatalogHandler.java,142,0,1,0,0,1,1
 org\gjt\sp\jedit\OperatingSystem.java,123,31,4,43,3,53,11
 org\gjt\sp\jedit\OptionGroup.java,104,23,0,0,0,0,0
 org\gjt\sp\jedit\OptionPane.java,57,11,0,0,0,0,0
 org\gjt\sp\jedit\Registers.java,333,113,40,46,4,94,26
 org\gjt\sp\jedit\SettingsReloader.java,68,2,1,9,1,12,4
 org\gjt\sp\jedit\TextUtilities.java,552,69,63,59,29,180,43
 org\gjt\sp\jedit\View.java,1198,134,38,114,32,216,67
 org\gjt\sp\util\IntegerArray.java,76,0,0,0,1,2,1
 org\gjt\sp\util\Log.java,347,25,0,0,0,0,0
 org\gjt\sp\util\ReadWriteLock.java,175,5,0,0,0,0,0
 org\gjt\sp\util\SegmentBuffer.java,70,0,0,0,0,0,0
 org\gjt\sp\util\WorkRequest.java,70,0,0,0,0,0,0
 org\gjt\sp\util\WorkThread.java,222,2,0,0,2,4,2
 org\gjt\sp\util\WorkThreadPool.java,477,0,0,0,0,0,0
 org\gjt\sp\util\WorkThreadProgressListener.java,35,0,0,0,0,0,0
