ClassName,AntiSingleton,Blob,ClassDataShouldBePrivate,ComplexClass,LargeClass,LazyClass,LongMethod,LongParameterList,MessageChains,RefusedParentBequest,SpaghettiCode,SpeculativeGenerality,SwissArmyKnife,NumOfAPs
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes.SourceDir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.5
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.03333333333333333,0.0,0.6,0.0,0.0,0.0,0.6
org.apache.tools.ant.taskdefs.optional.depend.constantpool.Utf8CPInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes.AttributeInfo,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714
org.apache.tools.ant.BuildException,0.0,0.024691358024691357,0.024691358024691357,0.037037037037037035,0.0,0.0,0.0,0.07407407407407407,0.0,0.2345679012345679,0.0,0.0,0.0,0.30864197530864196
org.apache.tools.ant.Task,0.006711409395973154,0.03355704697986577,0.006711409395973154,0.040268456375838924,0.0,0.0,0.0,0.09395973154362416,0.0,0.18120805369127516,0.0,0.0,0.0,0.2751677852348993
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.3076923076923077
org.apache.tools.ant.taskdefs.optional.ccm.Continuus,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.8181818181818182,0.0,0.0,0.0,0.8181818181818182
org.apache.tools.ant.taskdefs.Execute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.3235294117647059,0.0,0.0,0.0,0.4117647058823529
org.apache.tools.ant.taskdefs.LogStreamHandler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.34782608695652173,0.0,0.0,0.0,0.391304347826087
org.apache.tools.ant.types.Commandline,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0392156862745098,0.0,0.37254901960784315,0.0,0.0,0.0,0.4117647058823529
org.apache.tools.ant.Project,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.22580645161290322
org.apache.tools.ant.taskdefs.Move,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333
org.apache.tools.ant.taskdefs.Copy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727
org.apache.tools.ant.types.FilterSetCollection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.tools.ant.types.FileSet,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.18421052631578946,0.0,0.13157894736842105,0.0,0.0,0.0,0.2894736842105263
org.apache.tools.ant.types.FilterSet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4
org.apache.tools.ant.util.FileUtils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.0,0.375
org.apache.tools.ant.taskdefs.ExecTask,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.35714285714285715
