round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,13,0,145.002697182143,308,168.235620646214,321,280.501766754836,1,1.33340393336975,1.24703699549892,-250.501766754836 
