Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 org\apache\tools\ant\taskdefs\compilers\Sj.java,82,3,0,1,2,5,2
 org\apache\tools\ant\taskdefs\condition\And.java,80,4,0,0,0,0,0
 org\apache\tools\ant\taskdefs\condition\Condition.java,68,2,0,0,1,2,1
 org\apache\tools\ant\taskdefs\condition\ConditionBase.java,136,39,11,8,20,59,19
 org\apache\tools\ant\taskdefs\condition\Contains.java,0,88,0,24,0,24,9
 org\apache\tools\ant\taskdefs\condition\Equals.java,71,19,0,17,4,25,8
 org\apache\tools\ant\taskdefs\condition\FilesMatch.java,0,97,0,30,0,30,10
 org\apache\tools\ant\taskdefs\condition\Http.java,0,69,0,46,0,46,8
 org\apache\tools\ant\taskdefs\condition\IsFalse.java,0,76,0,15,0,15,7
 org\apache\tools\ant\taskdefs\condition\IsSet.java,0,67,0,14,0,14,7
 org\apache\tools\ant\taskdefs\condition\IsTrue.java,0,76,0,15,0,15,7
 org\apache\tools\ant\taskdefs\condition\Not.java,77,4,0,0,0,0,0
 org\apache\tools\ant\taskdefs\condition\Or.java,80,4,0,0,0,0,0
 org\apache\tools\ant\taskdefs\condition\Os.java,69,96,0,72,11,94,23
 org\apache\tools\ant\taskdefs\condition\Socket.java,0,69,0,32,0,32,8
 org\apache\tools\ant\taskdefs\cvslib\ChangeLogParser.java,0,137,0,119,0,119,28
 org\apache\tools\ant\taskdefs\cvslib\ChangeLogTask.java,0,242,0,196,0,196,64
 org\apache\tools\ant\taskdefs\cvslib\ChangeLogWriter.java,0,87,0,47,0,47,14
 org\apache\tools\ant\taskdefs\cvslib\CVSEntry.java,0,71,0,39,0,39,12
 org\apache\tools\ant\taskdefs\cvslib\CvsTagDiff.java,0,290,0,217,0,217,62
 org\apache\tools\ant\taskdefs\cvslib\CvsTagEntry.java,0,64,0,41,0,41,9
 org\apache\tools\ant\taskdefs\cvslib\CvsUser.java,0,103,0,29,0,29,12
 org\apache\tools\ant\taskdefs\cvslib\RCSFile.java,0,72,0,27,0,27,7
 org\apache\tools\ant\taskdefs\cvslib\RedirectingOutputStream.java,0,76,0,13,0,13,5
 org\apache\tools\ant\taskdefs\cvslib\RedirectingStreamHandler.java,0,68,0,30,0,30,7
 org\apache\tools\ant\taskdefs\email\EmailAddress.java,0,106,0,29,0,29,9
 org\apache\tools\ant\taskdefs\email\EmailTask.java,0,294,0,234,0,234,70
 org\apache\tools\ant\taskdefs\email\Mailer.java,0,153,0,82,0,82,17
 org\apache\tools\ant\taskdefs\email\Message.java,0,126,0,54,0,54,16
 org\apache\tools\ant\taskdefs\email\MimeMailer.java,0,89,0,92,0,92,24
 org\apache\tools\ant\taskdefs\email\PlainMailer.java,0,96,0,74,0,74,25
 org\apache\tools\ant\taskdefs\email\UUMailer.java,0,66,0,26,0,26,7
 org\apache\tools\ant\taskdefs\optional\ccm\CCMCheck.java,144,30,2,2,11,26,12
 org\apache\tools\ant\taskdefs\optional\ccm\CCMCheckin.java,68,5,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\ccm\CCMCheckinDefault.java,66,8,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\ccm\CCMCheckout.java,64,5,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java,259,100,9,0,9,27,10
 org\apache\tools\ant\taskdefs\optional\ccm\CCMReconfigure.java,155,36,7,0,5,17,4
 org\apache\tools\ant\taskdefs\optional\ccm\Continuus.java,142,16,3,3,8,22,10
 org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,353,17,0,1,3,7,3
 org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckout.java,469,13,0,1,3,7,3
 org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,161,5,0,1,3,7,3
 org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,332,23,0,1,4,9,3
 org\apache\tools\ant\taskdefs\optional\clearcase\ClearCase.java,155,4,1,2,3,9,3
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\ClassCPInfo.java,99,30,0,0,3,6,2
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantCPInfo.java,83,20,1,0,1,3,2
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPool.java,256,126,0,13,11,35,10
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPoolEntry.java,145,124,1,2,26,55,25
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\DoubleCPInfo.java,74,19,1,0,2,5,3
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\FieldRefCPInfo.java,112,47,0,4,7,18,6
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\FloatCPInfo.java,75,18,0,1,2,5,2
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\IntegerCPInfo.java,75,18,0,1,2,5,2
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\InterfaceMethodRefCPInfo.java,112,55,0,4,7,18,6
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\LongCPInfo.java,75,18,0,1,2,5,2
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\MethodRefCPInfo.java,112,50,0,4,7,18,6
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\NameAndTypeCPInfo.java,101,46,0,1,4,9,3
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\StringCPInfo.java,85,26,0,1,4,9,3
 org\apache\tools\ant\taskdefs\optional\depend\constantpool\Utf8CPInfo.java,79,25,0,0,3,6,2
 org\apache\tools\ant\taskdefs\optional\depend\AntAnalyzer.java,0,90,0,95,0,95,15
 org\apache\tools\ant\taskdefs\optional\depend\ClassFile.java,109,47,0,7,8,23,6
 org\apache\tools\ant\taskdefs\optional\depend\ClassFileIterator.java,53,16,0,0,1,2,1
 org\apache\tools\ant\taskdefs\optional\depend\ClassFileUtils.java,67,23,0,0,2,4,2
 org\apache\tools\ant\taskdefs\optional\depend\Depend.java,308,333,45,148,86,365,88
 org\apache\tools\ant\taskdefs\optional\depend\DirectoryIterator.java,147,60,0,6,5,16,4
 org\apache\tools\ant\taskdefs\optional\depend\JarFileIterator.java,99,43,0,3,2,7,1
 org\apache\tools\ant\taskdefs\optional\dotnet\CSharp.java,272,669,48,109,140,437,148
 org\apache\tools\ant\taskdefs\optional\dotnet\Ilasm.java,168,323,16,25,61,163,59
 org\apache\tools\ant\taskdefs\optional\dotnet\NetCommand.java,105,113,10,23,34,101,26
 org\apache\tools\ant\taskdefs\optional\dotnet\WsdlToDotnet.java,0,166,0,95,0,95,27
 org\apache\tools\ant\taskdefs\optional\ejb\BorlandDeploymentTool.java,337,124,11,63,27,128,37
 org\apache\tools\ant\taskdefs\optional\ejb\BorlandGenerateClient.java,191,75,7,44,18,87,28
 org\apache\tools\ant\taskdefs\optional\ejb\DDCreator.java,155,9,0,3,3,9,1
 org\apache\tools\ant\taskdefs\optional\ejb\DDCreatorHelper.java,171,6,2,0,2,6,2
 org\apache\tools\ant\taskdefs\optional\ejb\DescriptorHandler.java,299,43,8,14,20,62,17
 org\apache\tools\ant\taskdefs\optional\ejb\Ejbc.java,174,45,0,3,3,9,1
 org\apache\tools\ant\taskdefs\optional\ejb\EjbcHelper.java,271,9,4,5,6,21,5
 org\apache\tools\ant\taskdefs\optional\ejb\EJBDeploymentTool.java,84,1,0,0,6,12,6
 org\apache\tools\ant\taskdefs\optional\ejb\EjbJar.java,364,235,20,27,21,89,26
 org\apache\tools\ant\taskdefs\optional\ejb\GenericDeploymentTool.java,610,200,83,96,54,287,57
 org\apache\tools\ant\taskdefs\optional\ejb\InnerClassFilenameFilter.java,72,3,0,1,1,3,1
 org\apache\tools\ant\taskdefs\optional\ejb\IPlanetDeploymentTool.java,389,33,0,1,0,1,1
 org\apache\tools\ant\taskdefs\optional\ejb\IPlanetEjbc.java,415,1079,0,36,7,50,13
 org\apache\tools\ant\taskdefs\optional\ejb\IPlanetEjbcTask.java,191,162,1,0,1,3,1
 org\apache\tools\ant\taskdefs\optional\ejb\JbossDeploymentTool.java,98,1,0,0,3,6,1
 org\apache\tools\ant\taskdefs\optional\ejb\JonasDeploymentTool.java,0,456,0,382,0,382,140
 org\apache\tools\ant\taskdefs\optional\ejb\WeblogicDeploymentTool.java,466,317,44,68,55,222,70
 org\apache\tools\ant\taskdefs\optional\ejb\WeblogicTOPLinkDeploymentTool.java,128,1,1,1,4,10,3
 org\apache\tools\ant\taskdefs\optional\ejb\WebsphereDeploymentTool.java,0,486,0,448,0,448,169
 org\apache\tools\ant\taskdefs\optional\ejb\WLRun.java,351,90,0,4,9,22,7
 org\apache\tools\ant\taskdefs\optional\ejb\WLStop.java,163,46,3,1,3,10,6
 org\apache\tools\ant\taskdefs\optional\extension\resolvers\AntResolver.java,0,74,0,69,0,69,15
 org\apache\tools\ant\taskdefs\optional\extension\resolvers\LocationResolver.java,0,66,0,30,0,30,7
 org\apache\tools\ant\taskdefs\optional\extension\resolvers\URLResolver.java,0,74,0,87,0,87,15
 org\apache\tools\ant\taskdefs\optional\extension\Compatibility.java,0,85,0,13,0,13,5
 org\apache\tools\ant\taskdefs\optional\extension\DeweyDecimal.java,0,165,0,117,0,117,31
 org\apache\tools\ant\taskdefs\optional\extension\Extension.java,0,411,0,377,0,377,84
 org\apache\tools\ant\taskdefs\optional\extension\ExtensionAdapter.java,0,160,0,121,0,121,24
 org\apache\tools\ant\taskdefs\optional\extension\ExtensionResolver.java,0,72,0,9,0,9,4
 org\apache\tools\ant\taskdefs\optional\extension\ExtensionSet.java,0,108,0,61,0,61,13
 org\apache\tools\ant\taskdefs\optional\extension\ExtensionUtil.java,0,120,0,142,0,142,17
 org\apache\tools\ant\taskdefs\optional\extension\ExtraAttribute.java,0,92,0,37,0,37,8
 org\apache\tools\ant\taskdefs\optional\extension\JarLibAvailableTask.java,0,112,0,98,0,98,16
 org\apache\tools\ant\taskdefs\optional\extension\JarLibDisplayTask.java,0,98,0,67,0,67,11
 org\apache\tools\ant\taskdefs\optional\extension\JarLibManifestTask.java,0,198,0,180,0,180,32
 org\apache\tools\ant\taskdefs\optional\extension\JarLibResolveTask.java,0,166,0,187,0,187,31
 org\apache\tools\ant\taskdefs\optional\extension\LibFileSet.java,0,132,0,33,0,33,12
 org\apache\tools\ant\taskdefs\optional\extension\LibraryDisplayer.java,0,104,0,106,0,106,13
 org\apache\tools\ant\taskdefs\optional\extension\Specification.java,0,354,0,340,0,340,71
 org\apache\tools\ant\taskdefs\optional\i18n\Translate.java,0,258,0,335,0,335,72
 org\apache\tools\ant\taskdefs\optional\ide\VAJAntTool.java,16,172,2,6,8,24,10
 org\apache\tools\ant\taskdefs\optional\ide\VAJAntToolGUI.java,78,1312,40,46,34,154,54
 org\apache\tools\ant\taskdefs\optional\ide\VAJBuildInfo.java,27,441,22,102,12,148,38
 org\apache\tools\ant\taskdefs\optional\ide\VAJExport.java,166,46,35,4,8,55,12
 org\apache\tools\ant\taskdefs\optional\ide\VAJExportServlet.java,0,153,0,18,0,18,5
 org\apache\tools\ant\taskdefs\optional\ide\VAJImport.java,171,53,103,9,22,156,30
 org\apache\tools\ant\taskdefs\optional\ide\VAJImportServlet.java,0,88,0,15,0,15,5
 org\apache\tools\ant\taskdefs\optional\ide\VAJLoad.java,0,79,0,13,0,13,5
 org\apache\tools\ant\taskdefs\optional\ide\VAJLoadProjects.java,69,47,128,0,8,144,26
 org\apache\tools\ant\taskdefs\optional\ide\VAJLoadServlet.java,0,89,0,17,0,17,7
 org\apache\tools\ant\taskdefs\optional\ide\VAJLocalUtil.java,0,186,0,282,0,282,49
 org\apache\tools\ant\taskdefs\optional\ide\VAJProjectDescription.java,0,80,0,37,0,37,11
 org\apache\tools\ant\taskdefs\optional\ide\VAJRemoteUtil.java,0,106,0,144,0,144,25
 org\apache\tools\ant\taskdefs\optional\ide\VAJTask.java,0,82,0,24,0,24,8
 org\apache\tools\ant\taskdefs\optional\ide\VAJToolsServlet.java,0,123,0,103,0,103,19
 org\apache\tools\ant\taskdefs\optional\ide\VAJUtil.java,60,22,14,11,15,55,6
 org\apache\tools\ant\taskdefs\optional\ide\VAJWorkspaceScanner.java,199,38,3,2,6,17,7
 org\apache\tools\ant\taskdefs\optional\j2ee\AbstractHotDeploymentTool.java,0,173,0,55,0,55,25
 org\apache\tools\ant\taskdefs\optional\j2ee\GenericHotDeploymentTool.java,0,129,0,43,0,43,16
 org\apache\tools\ant\taskdefs\optional\j2ee\HotDeploymentTool.java,0,87,0,12,0,12,11
 org\apache\tools\ant\taskdefs\optional\j2ee\JonasHotDeploymentTool.java,0,185,0,97,0,97,32
 org\apache\tools\ant\taskdefs\optional\j2ee\ServerDeploy.java,0,148,0,43,0,43,15
 org\apache\tools\ant\taskdefs\optional\j2ee\WebLogicHotDeploymentTool.java,0,174,0,104,0,104,33
 org\apache\tools\ant\taskdefs\optional\javacc\JavaCC.java,265,89,6,15,9,39,11
 org\apache\tools\ant\taskdefs\optional\javacc\JJTree.java,208,50,4,3,9,25,7
 org\apache\tools\ant\taskdefs\optional\jdepend\JDependTask.java,312,68,2,39,29,99,32
 org\apache\tools\ant\taskdefs\optional\jlink\ClassNameReader.java,130,25,2,3,4,13,4
 org\apache\tools\ant\taskdefs\optional\jlink\jlink.java,241,208,3,13,8,32,8
 org\apache\tools\ant\taskdefs\optional\jlink\JlinkTask.java,169,36,2,3,6,17,6
 org\apache\tools\ant\taskdefs\optional\jsp\compilers\DefaultJspCompilerAdapter.java,0,123,0,60,0,60,19
 org\apache\tools\ant\taskdefs\optional\jsp\compilers\JasperC.java,0,105,0,70,0,70,12
 org\apache\tools\ant\taskdefs\optional\jsp\compilers\JspCompilerAdapter.java,0,90,0,10,0,10,7
 org\apache\tools\ant\taskdefs\optional\jsp\compilers\JspCompilerAdapterFactory.java,0,95,0,30,0,30,9
 org\apache\tools\ant\taskdefs\optional\jsp\JspC.java,0,332,0,289,0,289,75
 org\apache\tools\ant\taskdefs\optional\jsp\JspMangler.java,0,75,0,6,0,6,6
 org\apache\tools\ant\taskdefs\optional\jsp\JspNameMangler.java,0,113,0,79,0,79,13
 org\apache\tools\ant\taskdefs\optional\jsp\WLJspc.java,300,39,2,3,5,15,5
 org\apache\tools\ant\taskdefs\optional\junit\AggregateTransformer.java,201,59,85,8,9,111,24
 org\apache\tools\ant\taskdefs\optional\junit\BaseTest.java,146,4,0,7,0,7,3
 org\apache\tools\ant\taskdefs\optional\junit\BatchTest.java,204,6,0,2,4,10,5
 org\apache\tools\ant\taskdefs\optional\junit\BriefJUnitResultFormatter.java,200,26,3,10,27,67,20
 org\apache\tools\ant\taskdefs\optional\junit\DOMUtil.java,242,10,0,0,2,4,2
 org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,214,2,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\junit\FormatterElement.java,222,1,0,1,1,3,1
 org\apache\tools\ant\taskdefs\optional\junit\JUnitResultFormatter.java,84,3,0,1,5,11,6
 org\apache\tools\ant\taskdefs\optional\junit\JUnitTask.java,538,265,8,93,35,171,49
 org\apache\tools\ant\taskdefs\optional\junit\JUnitTest.java,176,14,2,22,8,40,12
 org\apache\tools\ant\taskdefs\optional\junit\JUnitTestRunner.java,400,77,1,129,12,154,34
 org\apache\tools\ant\taskdefs\optional\junit\JUnitVersionHelper.java,0,74,0,24,0,24,8
 org\apache\tools\ant\taskdefs\optional\junit\PlainJUnitResultFormatter.java,217,16,2,15,9,35,14
 org\apache\tools\ant\taskdefs\optional\junit\SummaryJUnitResultFormatter.java,173,7,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\junit\Xalan1Executor.java,0,64,0,22,0,22,5
 org\apache\tools\ant\taskdefs\optional\junit\Xalan2Executor.java,0,62,0,26,0,26,4
 org\apache\tools\ant\taskdefs\optional\junit\XalanExecutor.java,0,83,0,51,0,51,12
 org\apache\tools\ant\taskdefs\optional\junit\XMLConstants.java,106,0,0,0,18,36,18
 org\apache\tools\ant\taskdefs\optional\junit\XMLJUnitResultFormatter.java,228,17,4,17,20,61,20
 org\apache\tools\ant\taskdefs\optional\junit\XMLResultAggregator.java,263,52,3,14,10,37,10
 org\apache\tools\ant\taskdefs\optional\metamata\AbstractMetamataTask.java,247,80,9,42,17,85,18
 org\apache\tools\ant\taskdefs\optional\metamata\MAudit.java,178,117,15,63,15,108,28
 org\apache\tools\ant\taskdefs\optional\metamata\MAuditParser.java,0,88,0,37,0,37,11
 org\apache\tools\ant\taskdefs\optional\metamata\MAuditStreamHandler.java,158,43,33,45,22,122,32
 org\apache\tools\ant\taskdefs\optional\metamata\MMetrics.java,230,49,6,13,13,45,14
 org\apache\tools\ant\taskdefs\optional\metamata\MMetricsStreamHandler.java,302,95,1,23,28,80,23
 org\apache\tools\ant\taskdefs\optional\metamata\MParse.java,322,31,4,8,8,28,7
 org\apache\tools\ant\taskdefs\optional\net\FTP.java,515,269,103,130,140,513,123
 org\apache\tools\ant\taskdefs\optional\net\MimeMail.java,54,195,178,0,5,188,50
 org\apache\tools\ant\taskdefs\optional\net\SetProxy.java,0,178,0,105,0,105,20
 org\apache\tools\ant\taskdefs\optional\net\TelnetTask.java,225,91,31,16,45,137,45
 org\apache\tools\ant\taskdefs\optional\perforce\P4Add.java,0,106,0,59,0,59,18
 org\apache\tools\ant\taskdefs\optional\perforce\P4Base.java,134,67,0,28,18,64,16
 org\apache\tools\ant\taskdefs\optional\perforce\P4Change.java,97,59,1,17,5,28,6
 org\apache\tools\ant\taskdefs\optional\perforce\P4Counter.java,120,39,0,1,1,3,1
 org\apache\tools\ant\taskdefs\optional\perforce\P4Delete.java,0,74,0,17,0,17,6
 org\apache\tools\ant\taskdefs\optional\perforce\P4Edit.java,65,26,0,4,3,10,2
 org\apache\tools\ant\taskdefs\optional\perforce\P4Handler.java,68,2,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\perforce\P4HandlerAdapter.java,98,19,0,6,3,12,3
 org\apache\tools\ant\taskdefs\optional\perforce\P4Have.java,69,6,0,0,1,2,1
 org\apache\tools\ant\taskdefs\optional\perforce\P4Label.java,113,88,1,1,3,8,2
 org\apache\tools\ant\taskdefs\optional\perforce\P4OutputHandler.java,67,0,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\perforce\P4Reopen.java,75,9,0,3,3,9,4
 org\apache\tools\ant\taskdefs\optional\perforce\P4Revert.java,91,13,0,5,4,13,5
 org\apache\tools\ant\taskdefs\optional\perforce\P4Submit.java,76,25,0,2,2,6,2
 org\apache\tools\ant\taskdefs\optional\perforce\P4Sync.java,95,27,0,3,3,9,5
 org\apache\tools\ant\taskdefs\optional\perforce\SimpleP4OutputHandler.java,65,26,0,3,2,7,2
 org\apache\tools\ant\taskdefs\optional\pvcs\Pvcs.java,358,157,1,86,42,171,53
 org\apache\tools\ant\taskdefs\optional\pvcs\PvcsProject.java,66,17,0,0,1,2,1
 org\apache\tools\ant\taskdefs\optional\scm\AntStarTeamCheckOut.java,584,528,294,61,143,641,151
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\AttributeInfo.java,71,18,45,0,12,69,20
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\AttributeInfoList.java,0,69,33,0,0,33,12
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\Code.java,0,86,74,0,0,74,23
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\ConstantValue.java,0,65,20,0,0,20,7
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\Deprecated.java,0,61,9,0,0,9,4
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\Exceptions.java,0,62,9,0,0,9,4
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\InnerClasses.java,0,63,9,0,0,9,6
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\LineNumberTable.java,0,69,28,0,0,28,12
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\LocalVariableTable.java,0,66,39,0,0,39,9
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\SourceDir.java,0,67,17,0,0,17,10
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\SourceFile.java,0,67,17,0,0,17,10
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\Synthetic.java,0,61,9,0,0,9,4
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\attributes\Unknown.java,0,61,8,0,0,8,4
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\ClassFile.java,69,74,41,19,30,120,30
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\ClassPathLoader.java,89,240,5,16,30,81,24
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfo.java,0,75,57,0,0,57,16
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfoList.java,0,69,37,0,0,37,12
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\InterfaceList.java,0,62,43,0,0,43,5
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\MethodInfo.java,65,69,23,30,22,97,21
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\MethodInfoList.java,0,84,35,0,0,35,12
 org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\Utils.java,159,230,1,20,9,39,3
 org\apache\tools\ant\taskdefs\optional\sitraka\Coverage.java,139,376,3,3,11,28,13
 org\apache\tools\ant\taskdefs\optional\sitraka\CovMerge.java,98,120,12,13,5,35,14
 org\apache\tools\ant\taskdefs\optional\sitraka\CovReport.java,117,285,14,12,5,36,10
 org\apache\tools\ant\taskdefs\optional\sitraka\Filters.java,127,49,0,0,2,4,2
 org\apache\tools\ant\taskdefs\optional\sitraka\ReportFilters.java,80,81,0,3,5,13,4
 org\apache\tools\ant\taskdefs\optional\sitraka\Socket.java,69,23,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\sitraka\StringUtil.java,61,23,0,0,0,0,0
 org\apache\tools\ant\taskdefs\optional\sitraka\Triggers.java,74,100,0,1,3,7,4
 org\apache\tools\ant\taskdefs\optional\sitraka\XMLReport.java,111,407,32,30,31,124,33
 org\apache\tools\ant\taskdefs\optional\sos\SOS.java,0,328,0,170,0,170,41
 org\apache\tools\ant\taskdefs\optional\sos\SOSCheckin.java,0,189,0,68,0,68,23
 org\apache\tools\ant\taskdefs\optional\sos\SOSCheckout.java,0,183,0,64,0,64,22
 org\apache\tools\ant\taskdefs\optional\sos\SOSCmd.java,0,62,0,29,0,29,4
 org\apache\tools\ant\taskdefs\optional\sos\SOSGet.java,0,197,0,72,0,72,25
 org\apache\tools\ant\taskdefs\optional\sos\SOSLabel.java,0,150,0,54,0,54,16
 org\apache\tools\ant\taskdefs\optional\sound\AntSoundPlayer.java,225,26,7,11,13,44,10
 org\apache\tools\ant\taskdefs\optional\sound\SoundTask.java,183,16,0,13,7,27,5
 org\apache\tools\ant\taskdefs\optional\splash\SplashScreen.java,0,73,0,77,0,77,19
 org\apache\tools\ant\taskdefs\optional\splash\SplashTask.java,0,120,0,125,0,125,29
 org\apache\tools\ant\taskdefs\optional\starteam\StarTeamCheckin.java,0,194,0,136,0,136,33
 org\apache\tools\ant\taskdefs\optional\starteam\StarTeamCheckout.java,0,227,0,132,0,132,35
 org\apache\tools\ant\taskdefs\optional\starteam\StarTeamLabel.java,0,124,0,38,0,38,17
 org\apache\tools\ant\taskdefs\optional\starteam\StarTeamList.java,0,132,0,88,0,88,26
 org\apache\tools\ant\taskdefs\optional\starteam\StarTeamTask.java,0,266,0,101,0,101,33
 org\apache\tools\ant\taskdefs\optional\starteam\TreeBasedTask.java,0,364,0,137,0,137,44
 org\apache\tools\ant\taskdefs\optional\vss\MSVSS.java,230,30,0,5,3,11,5
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSADD.java,0,135,0,86,0,86,27
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSCHECKIN.java,219,23,0,2,5,12,3
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSCHECKOUT.java,227,46,0,0,2,4,2
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSCP.java,0,101,0,42,0,42,16
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSCREATE.java,0,188,0,69,0,69,23
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSGET.java,334,45,0,0,2,4,2
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSHISTORY.java,341,38,0,6,5,16,4
 org\apache\tools\ant\taskdefs\optional\vss\MSVSSLABEL.java,266,31,1,0,2,5,2
