Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 org\apache\tools\ant\taskdefs\optional\ANTLR.java,142,118,5,104,14,137,38
 org\apache\tools\ant\taskdefs\optional\Cab.java,254,51,39,36,30,135,36
 org\apache\tools\ant\taskdefs\optional\EchoProperties.java,0,193,0,94,0,94,20
 org\apache\tools\ant\taskdefs\optional\IContract.java,607,272,4,13,12,41,15
 org\apache\tools\ant\taskdefs\optional\Javah.java,394,47,1,3,15,34,10
 org\apache\tools\ant\taskdefs\optional\Native2Ascii.java,250,15,0,3,2,7,2
 org\apache\tools\ant\taskdefs\optional\NetRexxC.java,517,225,3,183,24,234,29
 org\apache\tools\ant\taskdefs\optional\PropertyFile.java,323,145,128,112,136,512,95
 org\apache\tools\ant\taskdefs\optional\RenameExtensions.java,143,21,0,2,6,14,2
 org\apache\tools\ant\taskdefs\optional\ReplaceRegExp.java,0,239,0,234,0,234,56
 org\apache\tools\ant\taskdefs\optional\Rpm.java,205,38,3,13,7,30,5
 org\apache\tools\ant\taskdefs\optional\Script.java,144,23,0,15,7,29,9
 org\apache\tools\ant\taskdefs\optional\StyleBook.java,71,72,2,7,3,15,5
 org\apache\tools\ant\taskdefs\optional\Test.java,80,72,0,0,2,4,1
 org\apache\tools\ant\taskdefs\optional\TraXLiaison.java,156,44,0,89,3,95,27
 org\apache\tools\ant\taskdefs\optional\XalanLiaison.java,127,4,0,1,1,3,2
 org\apache\tools\ant\taskdefs\optional\XMLValidateTask.java,320,99,15,56,26,123,43
 org\apache\tools\ant\taskdefs\optional\XslpLiaison.java,84,15,0,2,5,12,3
 org\apache\tools\ant\taskdefs\rmic\DefaultRmicAdapter.java,345,65,59,8,17,101,25
 org\apache\tools\ant\taskdefs\rmic\KaffeRmic.java,88,4,2,2,7,18,5
 org\apache\tools\ant\taskdefs\rmic\RmicAdapter.java,94,3,0,0,4,8,4
 org\apache\tools\ant\taskdefs\rmic\RmicAdapterFactory.java,111,21,14,0,1,16,3
 org\apache\tools\ant\taskdefs\rmic\SunRmic.java,99,4,0,5,9,23,5
 org\apache\tools\ant\taskdefs\rmic\WLRmic.java,99,3,4,16,7,34,8
 org\apache\tools\ant\taskdefs\AbstractCvsTask.java,0,343,0,355,0,355,106
 org\apache\tools\ant\taskdefs\Ant.java,183,183,16,167,58,299,64
 org\apache\tools\ant\taskdefs\AntStructure.java,326,41,1,13,16,46,14
 org\apache\tools\ant\taskdefs\Available.java,199,176,0,139,28,195,48
 org\apache\tools\ant\taskdefs\Basename.java,0,103,0,34,0,34,7
 org\apache\tools\ant\taskdefs\BuildNumber.java,0,137,0,100,0,100,30
 org\apache\tools\ant\taskdefs\BUnzip2.java,0,73,0,67,0,67,7
 org\apache\tools\ant\taskdefs\BZip2.java,0,69,0,28,0,28,4
 org\apache\tools\ant\taskdefs\CallTarget.java,120,57,4,15,10,39,14
 org\apache\tools\ant\taskdefs\Checksum.java,0,183,0,264,0,264,44
 org\apache\tools\ant\taskdefs\Chmod.java,171,63,6,20,10,46,13
 org\apache\tools\ant\taskdefs\CompileTask.java,0,87,30,0,0,30,12
 org\apache\tools\ant\taskdefs\Concat.java,0,272,0,252,0,252,82
 org\apache\tools\ant\taskdefs\ConditionTask.java,97,15,0,11,4,19,6
 org\apache\tools\ant\taskdefs\Copy.java,317,117,0,99,30,159,40
 org\apache\tools\ant\taskdefs\Copydir.java,134,21,0,9,7,23,7
 org\apache\tools\ant\taskdefs\Copyfile.java,113,6,0,5,7,19,6
 org\apache\tools\ant\taskdefs\Cvs.java,61,94,152,0,2,156,42
 org\apache\tools\ant\taskdefs\CVSPass.java,118,46,4,27,16,63,18
 org\apache\tools\ant\taskdefs\Definer.java,178,108,1,43,13,70,20
 org\apache\tools\ant\taskdefs\Delete.java,367,40,1,31,28,88,25
 org\apache\tools\ant\taskdefs\Deltree.java,92,50,0,5,5,15,4
 org\apache\tools\ant\taskdefs\DependSet.java,223,62,37,51,11,110,36
 org\apache\tools\ant\taskdefs\Dirname.java,0,95,0,25,0,25,7
 org\apache\tools\ant\taskdefs\Ear.java,111,37,3,8,14,39,10
 org\apache\tools\ant\taskdefs\Echo.java,146,19,1,5,4,14,4
 org\apache\tools\ant\taskdefs\Exec.java,225,12,3,23,9,44,9
 org\apache\tools\ant\taskdefs\ExecTask.java,276,73,2,64,23,112,32
 org\apache\tools\ant\taskdefs\Execute.java,538,142,45,100,83,311,91
 org\apache\tools\ant\taskdefs\ExecuteJava.java,128,30,2,66,16,100,15
 org\apache\tools\ant\taskdefs\ExecuteOn.java,359,46,1,20,13,47,13
 org\apache\tools\ant\taskdefs\ExecuteStreamHandler.java,94,2,0,0,5,10,5
 org\apache\tools\ant\taskdefs\ExecuteWatchdog.java,169,31,13,5,7,32,11
 org\apache\tools\ant\taskdefs\Exit.java,71,37,0,25,3,31,9
 org\apache\tools\ant\taskdefs\Expand.java,112,73,21,100,23,167,36
 org\apache\tools\ant\taskdefs\Filter.java,99,25,2,4,6,18,4
 org\apache\tools\ant\taskdefs\FixCRLF.java,840,116,70,54,56,236,62
 org\apache\tools\ant\taskdefs\GenerateKey.java,280,105,6,12,16,50,13
 org\apache\tools\ant\taskdefs\Get.java,164,149,15,117,16,164,42
 org\apache\tools\ant\taskdefs\GUnzip.java,98,12,29,9,9,56,11
 org\apache\tools\ant\taskdefs\GZip.java,73,24,39,1,7,54,13
 org\apache\tools\ant\taskdefs\Input.java,0,105,0,40,0,40,13
 org\apache\tools\ant\taskdefs\Jar.java,150,181,29,142,98,367,86
 org\apache\tools\ant\taskdefs\Java.java,307,101,6,80,22,130,40
 org\apache\tools\ant\taskdefs\Javac.java,467,222,42,162,26,256,55
 org\apache\tools\ant\taskdefs\JavacOutputStream.java,0,93,33,0,0,33,9
 org\apache\tools\ant\taskdefs\Javadoc.java,814,814,60,265,152,629,162
 org\apache\tools\ant\taskdefs\JDBCTask.java,0,294,0,193,0,193,55
 org\apache\tools\ant\taskdefs\Jikes.java,134,15,0,10,3,16,3
 org\apache\tools\ant\taskdefs\JikesOutputParser.java,174,8,0,15,11,37,15
 org\apache\tools\ant\taskdefs\KeySubst.java,161,33,4,18,11,44,10
 org\apache\tools\ant\taskdefs\LoadFile.java,0,139,0,99,0,99,24
 org\apache\tools\ant\taskdefs\LoadProperties.java,0,102,0,83,0,83,22
 org\apache\tools\ant\taskdefs\LogOutputStream.java,142,3,0,6,3,12,2
 org\apache\tools\ant\taskdefs\LogStreamHandler.java,90,2,3,0,0,3,2
 org\apache\tools\ant\taskdefs\Manifest.java,381,331,6,219,102,429,110
 org\apache\tools\ant\taskdefs\ManifestException.java,68,5,1,0,0,1,1
 org\apache\tools\ant\taskdefs\ManifestTask.java,0,132,0,94,0,94,22
 org\apache\tools\ant\taskdefs\MatchingTask.java,193,127,1,73,6,86,26
 org\apache\tools\ant\taskdefs\Mkdir.java,74,32,0,3,5,13,3
 org\apache\tools\ant\taskdefs\Move.java,189,65,0,50,21,92,22
 org\apache\tools\ant\taskdefs\Pack.java,0,109,0,63,0,63,15
 org\apache\tools\ant\taskdefs\Parallel.java,151,24,5,5,12,34,8
 org\apache\tools\ant\taskdefs\Patch.java,152,33,0,20,1,22,5
 org\apache\tools\ant\taskdefs\PathConvert.java,237,203,13,74,23,133,46
 org\apache\tools\ant\taskdefs\ProcessDestroyer.java,0,96,0,33,0,33,11
 org\apache\tools\ant\taskdefs\Property.java,265,197,5,67,26,124,33
 org\apache\tools\ant\taskdefs\PumpStreamHandler.java,146,6,0,0,0,0,0
 org\apache\tools\ant\taskdefs\Recorder.java,178,77,1,9,7,24,10
 org\apache\tools\ant\taskdefs\RecorderEntry.java,165,71,2,12,15,44,17
 org\apache\tools\ant\taskdefs\Rename.java,123,5,0,1,1,3,2
 org\apache\tools\ant\taskdefs\Replace.java,375,153,11,89,44,188,39
 org\apache\tools\ant\taskdefs\Rmic.java,439,203,1,60,12,85,28
 org\apache\tools\ant\taskdefs\SendEmail.java,63,102,87,0,4,95,22
 org\apache\tools\ant\taskdefs\Sequential.java,84,23,0,8,5,18,2
 org\apache\tools\ant\taskdefs\SignJar.java,255,85,3,15,34,86,28
 org\apache\tools\ant\taskdefs\Sleep.java,176,44,4,2,6,18,6
 org\apache\tools\ant\taskdefs\SQLExec.java,350,223,124,61,53,291,70
 org\apache\tools\ant\taskdefs\StreamPumper.java,102,14,0,18,4,26,7
 org\apache\tools\ant\taskdefs\Tar.java,203,287,7,139,37,220,67
 org\apache\tools\ant\taskdefs\Taskdef.java,58,24,0,1,1,3,2
 org\apache\tools\ant\taskdefs\TaskOutputStream.java,114,8,0,4,2,8,2
 org\apache\tools\ant\taskdefs\TempFile.java,0,126,0,38,0,38,12
 org\apache\tools\ant\taskdefs\Touch.java,170,38,12,28,10,60,21
 org\apache\tools\ant\taskdefs\Transform.java,56,7,0,0,0,0,0
 org\apache\tools\ant\taskdefs\Tstamp.java,122,121,24,79,44,191,39
 org\apache\tools\ant\taskdefs\Typedef.java,59,29,0,1,1,3,2
 org\apache\tools\ant\taskdefs\Unpack.java,0,100,0,65,0,65,16
 org\apache\tools\ant\taskdefs\Untar.java,81,80,47,39,23,132,24
 org\apache\tools\ant\taskdefs\UpToDate.java,167,35,0,40,15,70,18
 org\apache\tools\ant\taskdefs\WaitFor.java,0,124,0,90,0,90,20
 org\apache\tools\ant\taskdefs\War.java,123,63,2,8,13,36,9
 org\apache\tools\ant\taskdefs\XmlProperty.java,0,147,0,119,0,119,35
 org\apache\tools\ant\taskdefs\XSLTLiaison.java,92,13,0,0,4,8,4
 org\apache\tools\ant\taskdefs\XSLTLogger.java,0,61,0,4,0,4,3
 org\apache\tools\ant\taskdefs\XSLTLoggerAware.java,0,58,0,4,0,4,2
 org\apache\tools\ant\taskdefs\XSLTProcess.java,285,361,5,90,29,153,51
 org\apache\tools\ant\taskdefs\Zip.java,531,191,39,153,71,334,77
 org\apache\tools\ant\types\optional\depend\ClassfileSet.java,0,138,0,68,0,68,18
 org\apache\tools\ant\types\optional\depend\DependScanner.java,0,164,0,90,0,90,28
 org\apache\tools\ant\types\selectors\AndSelector.java,0,82,0,29,0,29,8
 org\apache\tools\ant\types\selectors\BaseExtendSelector.java,0,101,0,20,0,20,10
 org\apache\tools\ant\types\selectors\BaseSelector.java,0,115,0,30,0,30,11
 org\apache\tools\ant\types\selectors\BaseSelectorContainer.java,0,190,0,102,0,102,30
 org\apache\tools\ant\types\selectors\ContainsSelector.java,0,109,0,95,0,95,16
 org\apache\tools\ant\types\selectors\DateSelector.java,0,132,0,150,0,150,18
 org\apache\tools\ant\types\selectors\DependSelector.java,0,111,0,81,0,81,18
 org\apache\tools\ant\types\selectors\DepthSelector.java,0,111,0,98,0,98,17
 org\apache\tools\ant\types\selectors\ExtendFileSelector.java,0,73,0,5,0,5,5
 org\apache\tools\ant\types\selectors\ExtendSelector.java,0,123,0,107,0,107,18
 org\apache\tools\ant\types\selectors\FilenameSelector.java,0,118,0,77,0,77,15
 org\apache\tools\ant\types\selectors\FileSelector.java,0,78,0,7,0,7,6
 org\apache\tools\ant\types\selectors\MajoritySelector.java,0,90,0,45,0,45,10
 org\apache\tools\ant\types\selectors\NoneSelector.java,0,83,0,29,0,29,8
 org\apache\tools\ant\types\selectors\NotSelector.java,0,77,0,22,0,22,7
 org\apache\tools\ant\types\selectors\OrSelector.java,0,83,0,29,0,29,8
 org\apache\tools\ant\types\selectors\PresentSelector.java,0,123,0,87,0,87,18
 org\apache\tools\ant\types\selectors\SelectorContainer.java,0,154,0,29,0,29,24
 org\apache\tools\ant\types\selectors\SelectorScanner.java,0,80,0,6,0,6,6
 org\apache\tools\ant\types\selectors\SelectorUtils.java,0,260,0,294,0,294,55
 org\apache\tools\ant\types\selectors\SelectSelector.java,0,110,0,59,0,59,14
 org\apache\tools\ant\types\selectors\SizeSelector.java,0,168,0,145,0,145,18
 org\apache\tools\ant\types\AbstractFileSet.java,0,291,0,283,0,283,68
 org\apache\tools\ant\types\AntFilterReader.java,0,98,0,74,0,74,17
 org\apache\tools\ant\types\Commandline.java,370,108,0,71,4,79,22
 org\apache\tools\ant\types\CommandlineJava.java,323,63,17,21,9,56,18
 org\apache\tools\ant\types\DataType.java,201,4,0,2,4,10,3
 org\apache\tools\ant\types\Description.java,81,5,0,0,1,2,1
 org\apache\tools\ant\types\DirSet.java,0,69,0,16,0,16,6
 org\apache\tools\ant\types\DTDLocation.java,0,80,0,17,0,17,8
 org\apache\tools\ant\types\EnumeratedAttribute.java,103,37,0,13,5,23,11
 org\apache\tools\ant\types\Environment.java,126,2,0,0,0,0,0
 org\apache\tools\ant\types\FileList.java,163,7,0,1,2,5,3
 org\apache\tools\ant\types\FileSet.java,77,93,138,0,5,148,37
 org\apache\tools\ant\types\FilterChain.java,0,89,0,78,0,78,22
 org\apache\tools\ant\types\FilterSet.java,401,17,5,17,18,58,15
 org\apache\tools\ant\types\FilterSetCollection.java,114,5,0,0,8,16,3
 org\apache\tools\ant\types\FlexInteger.java,0,75,0,13,0,13,5
 org\apache\tools\ant\types\Mapper.java,260,4,1,4,8,21,10
 org\apache\tools\ant\types\Parameter.java,0,65,0,24,0,24,8
 org\apache\tools\ant\types\Parameterizable.java,0,59,0,4,0,4,2
 org\apache\tools\ant\types\Path.java,466,48,7,105,32,176,38
 org\apache\tools\ant\types\PatternSet.java,413,25,2,36,10,58,20
 org\apache\tools\ant\types\Reference.java,90,6,0,0,1,2,1
 org\apache\tools\ant\types\RegularExpression.java,0,112,0,44,0,44,13
 org\apache\tools\ant\types\Substitution.java,0,85,0,34,0,34,11
 org\apache\tools\ant\types\XMLCatalog.java,0,369,0,301,0,301,86
 org\apache\tools\ant\types\ZipFileSet.java,167,16,0,21,1,23,6
 org\apache\tools\ant\types\ZipScanner.java,133,5,0,0,0,0,0
 org\apache\tools\ant\util\depend\bcel\AncestorAnalyzer.java,0,90,0,79,0,79,17
 org\apache\tools\ant\util\depend\bcel\DependencyVisitor.java,0,126,0,56,0,56,15
 org\apache\tools\ant\util\depend\bcel\FullAnalyzer.java,0,89,0,74,0,74,15
 org\apache\tools\ant\util\depend\AbstractAnalyzer.java,0,208,0,113,0,113,31
 org\apache\tools\ant\util\depend\DependencyAnalyzer.java,0,150,0,17,0,17,13
 org\apache\tools\ant\util\facade\FacadeTaskHelper.java,0,120,0,47,0,47,15
 org\apache\tools\ant\util\facade\ImplementationSpecificArgument.java,0,69,0,18,0,18,6
 org\apache\tools\ant\util\optional\NoExitSecurityManager.java,0,68,0,10,0,10,7
 org\apache\tools\ant\util\regexp\JakartaOroMatcher.java,94,30,1,34,14,63,15
 org\apache\tools\ant\util\regexp\JakartaOroRegexp.java,0,70,0,48,0,48,10
 org\apache\tools\ant\util\regexp\JakartaRegexpMatcher.java,97,17,2,34,10,56,15
 org\apache\tools\ant\util\regexp\JakartaRegexpRegexp.java,0,67,0,44,0,44,9
 org\apache\tools\ant\util\regexp\Jdk14RegexpMatcher.java,99,25,1,36,10,57,17
 org\apache\tools\ant\util\regexp\Jdk14RegexpRegexp.java,0,70,0,55,0,55,12
 org\apache\tools\ant\util\regexp\Regexp.java,0,77,0,8,0,8,6
 org\apache\tools\ant\util\regexp\RegexpFactory.java,0,91,0,40,0,40,14
 org\apache\tools\ant\util\regexp\RegexpMatcher.java,80,41,0,6,4,14,10
 org\apache\tools\ant\util\regexp\RegexpMatcherFactory.java,99,16,0,10,1,12,3
 org\apache\tools\ant\util\regexp\RegexpUtil.java,0,60,0,9,0,9,3
 org\apache\tools\ant\util\CollectionUtils.java,0,90,0,46,0,46,13
 org\apache\tools\ant\util\DateUtils.java,0,160,0,62,0,62,19
 org\apache\tools\ant\util\DOMElementWriter.java,232,45,0,40,3,46,9
 org\apache\tools\ant\util\FileNameMapper.java,90,0,0,0,3,6,3
 org\apache\tools\ant\util\FileUtils.java,357,233,10,261,35,341,71
 org\apache\tools\ant\util\FlatFileNameMapper.java,85,0,0,0,0,0,0
 org\apache\tools\ant\util\GlobPatternMapper.java,153,3,0,0,0,0,0
 org\apache\tools\ant\util\IdentityMapper.java,83,0,0,0,0,0,0
 org\apache\tools\ant\util\JavaEnvUtils.java,0,202,0,165,0,165,51
 org\apache\tools\ant\util\JAXPUtils.java,0,123,0,60,0,60,15
 org\apache\tools\ant\util\KeepAliveOutputStream.java,0,75,0,11,0,11,6
 org\apache\tools\ant\util\LoaderUtils.java,0,93,0,56,0,56,14
 org\apache\tools\ant\util\MergingMapper.java,88,0,0,0,0,0,0
 org\apache\tools\ant\util\PackageNameMapper.java,0,74,0,9,0,9,4
 org\apache\tools\ant\util\RegexpPatternMapper.java,138,2,0,0,1,2,1
 org\apache\tools\ant\util\SourceFileScanner.java,161,12,6,3,7,23,8
 org\apache\tools\ant\util\StringUtils.java,0,92,0,41,0,41,9
 org\apache\tools\ant\util\TaskLogger.java,0,70,0,31,0,31,10
 org\apache\tools\ant\util\TimeoutObserver.java,0,66,0,4,0,4,4
 org\apache\tools\ant\util\Watchdog.java,0,76,0,48,0,48,12
 org\apache\tools\ant\AntClassLoader.java,653,410,41,67,76,260,59
 org\apache\tools\ant\BuildEvent.java,146,91,0,0,0,0,0
 org\apache\tools\ant\BuildException.java,164,65,0,0,8,16,4
 org\apache\tools\ant\BuildListener.java,89,47,0,0,7,14,7
 org\apache\tools\ant\BuildLogger.java,82,23,0,0,5,10,5
 org\apache\tools\ant\Constants.java,0,13,3,0,0,3,2
 org\apache\tools\ant\DefaultLogger.java,132,122,12,51,32,127,33
 org\apache\tools\ant\DemuxOutputStream.java,113,68,1,20,23,67,21
 org\apache\tools\ant\DesirableFilter.java,0,99,33,0,0,33,13
 org\apache\tools\ant\Diagnostics.java,0,142,0,165,0,165,27
 org\apache\tools\ant\DirectoryScanner.java,494,375,206,112,43,404,80
 org\apache\tools\ant\DynamicConfigurator.java,0,62,0,6,0,6,3
 org\apache\tools\ant\ExitException.java,74,9,0,0,0,0,0
 org\apache\tools\ant\FileScanner.java,95,85,0,1,14,29,15
 org\apache\tools\ant\IntrospectionHelper.java,464,345,71,63,45,224,60
 org\apache\tools\ant\Launcher.java,0,85,116,0,0,116,18
 org\apache\tools\ant\Location.java,104,33,0,0,0,0,0
 org\apache\tools\ant\Main.java,520,229,33,153,46,278,70
 org\apache\tools\ant\NoBannerLogger.java,81,35,0,3,4,11,4
 org\apache\tools\ant\PathTokenizer.java,102,67,1,30,4,39,19
 org\apache\tools\ant\Project.java,756,969,10,245,82,419,105
 org\apache\tools\ant\ProjectComponent.java,98,17,0,2,0,2,1
 org\apache\tools\ant\ProjectHelper.java,187,273,360,27,107,601,105
 org\apache\tools\ant\RuntimeConfigurable.java,138,99,2,24,6,38,15
 org\apache\tools\ant\Target.java,195,175,1,24,13,51,15
 org\apache\tools\ant\Task.java,177,168,1,35,2,40,12
 org\apache\tools\ant\TaskAdapter.java,93,58,1,27,4,36,8
 org\apache\tools\ant\TaskContainer.java,65,14,0,0,0,0,0
 org\apache\tools\ant\UnknownElement.java,135,130,11,74,16,117,23
 org\apache\tools\ant\XmlLogger.java,200,159,15,75,34,158,37
 org\apache\tools\bzip2\BZip2Constants.java,0,69,0,67,0,67,4
 org\apache\tools\bzip2\CBZip2InputStream.java,0,202,0,676,0,676,103
 org\apache\tools\bzip2\CBZip2OutputStream.java,0,417,0,1255,0,1255,199
 org\apache\tools\bzip2\CRC.java,0,75,0,92,0,92,9
 org\apache\tools\mail\ErrorInQuitException.java,0,69,0,7,0,7,5
 org\apache\tools\mail\MailMessage.java,384,68,6,36,22,86,31
 org\apache\tools\mail\SmtpResponseReader.java,116,7,0,5,3,11,5
 org\apache\tools\tar\TarBuffer.java,438,1,0,2,1,4,1
 org\apache\tools\tar\TarConstants.java,162,5,0,0,24,48,24
 org\apache\tools\tar\TarEntry.java,583,10,0,8,5,18,5
 org\apache\tools\tar\TarInputStream.java,316,79,26,7,11,55,10
 org\apache\tools\tar\TarOutputStream.java,336,6,1,2,5,13,5
 org\apache\tools\tar\TarUtils.java,233,1,0,0,0,0,0
 org\apache\tools\zip\AsiExtraField.java,355,10,0,0,1,2,1
 org\apache\tools\zip\ExtraFieldUtils.java,182,19,0,2,2,6,2
 org\apache\tools\zip\UnixStat.java,105,1,0,0,7,14,7
 org\apache\tools\zip\UnrecognizedExtraField.java,127,2,0,4,2,8,2
 org\apache\tools\zip\ZipEntry.java,397,5,0,0,0,0,0
 org\apache\tools\zip\ZipExtraField.java,112,1,0,0,6,12,6
 org\apache\tools\zip\ZipLong.java,136,5,0,0,1,2,1
 org\apache\tools\zip\ZipOutputStream.java,661,13,0,7,3,13,6
 org\apache\tools\zip\ZipShort.java,134,3,0,0,1,2,1
